Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
23,,468035.891,4313290.728,2425.287,,-105.3689691,38.96800437,2411.267,Global,0.01,0.012,0.014,0.015,2.134,m,FIX,2024-04-25 10:44:47.4 UTC-06:00,2024-04-25 10:44:50.4 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.136,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0
24,,468035.887,4313290.897,2424.931,,-105.3689691,38.96800589,2410.912,Global,0.012,0.014,0.014,0.018,2.134,m,FIX,2024-04-25 10:45:03.8 UTC-06:00,2024-04-25 10:45:06.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.204,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,5,0
25,,468036.054,4313291.149,2424.832,,-105.3689672,38.96800816,2410.812,Global,0.011,0.01,0.013,0.015,2.134,m,FIX,2024-04-25 10:45:40.0 UTC-06:00,2024-04-25 10:45:43.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.106,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,4,5,0
26,,468036.122,4313291.316,2424.776,,-105.3689664,38.96800967,2410.756,Global,0.013,0.012,0.012,0.017,2.134,m,FIX,2024-04-25 10:45:54.4 UTC-06:00,2024-04-25 10:45:57.4 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.08,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,3,5,0
27,,468036.173,4313291.481,2424.758,,-105.3689658,38.96801115,2410.738,Global,0.01,0.011,0.013,0.015,2.134,m,FIX,2024-04-25 10:46:03.8 UTC-06:00,2024-04-25 10:46:06.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.091,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0
28,,468036.196,4313291.677,2424.685,,-105.3689656,38.96801293,2410.666,Global,0.015,0.01,0.017,0.018,2.134,m,FIX,2024-04-25 10:46:23.8 UTC-06:00,2024-04-25 10:46:26.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.113,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0
29,,468036.249,4313291.738,2424.769,,-105.368965,38.96801347,2410.749,Global,0.013,0.012,0.019,0.018,2.134,m,FIX,2024-04-25 10:46:38.4 UTC-06:00,2024-04-25 10:46:41.4 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.099,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,3,5,0
30,,468036.258,4313291.89,2424.958,,-105.3689649,38.96801484,2410.938,Global,0.017,0.017,0.02,0.023,2.134,m,FIX,2024-04-25 10:46:54.0 UTC-06:00,2024-04-25 10:46:57.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.109,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,4,0
31,,468036.349,4313292.123,2425.031,,-105.3689638,38.96801695,2411.012,Global,0.014,0.017,0.019,0.021,2.134,m,FIX,2024-04-25 10:47:16.2 UTC-06:00,2024-04-25 10:47:19.2 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.111,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,4,4,0
32,,468036.422,4313292.358,2424.827,,-105.368963,38.96801907,2410.807,Global,0.013,0.013,0.022,0.018,2.134,m,FIX,2024-04-25 10:47:34.8 UTC-06:00,2024-04-25 10:47:37.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.114,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,4,0
33,,468036.481,4313292.437,2424.764,,-105.3689623,38.96801978,2410.744,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-25 10:47:50.0 UTC-06:00,2024-04-25 10:47:53.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.071,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,4,0
34,,468036.533,4313292.624,2424.785,,-105.3689617,38.96802147,2410.765,Global,0.01,0.01,0.014,0.015,2.134,m,FIX,2024-04-25 10:48:01.6 UTC-06:00,2024-04-25 10:48:04.6 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.077,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,4,0
35,,468036.607,4313292.816,2424.791,,-105.3689609,38.9680232,2410.772,Global,0.011,0.01,0.015,0.015,2.134,m,FIX,2024-04-25 10:48:15.0 UTC-06:00,2024-04-25 10:48:18.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.063,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,4,0
36,,468036.717,4313293.009,2424.813,,-105.3689596,38.96802494,2410.793,Global,0.01,0.01,0.016,0.015,2.134,m,FIX,2024-04-25 10:48:29.8 UTC-06:00,2024-04-25 10:48:32.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,4,0
37,,468036.77,4313293.202,2424.631,,-105.368959,38.96802669,2410.611,Global,0.011,0.011,0.016,0.015,2.134,m,FIX,2024-04-25 10:48:45.6 UTC-06:00,2024-04-25 10:48:48.6 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.013,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,5,0
38,,468036.891,4313293.414,2424.646,,-105.3689576,38.9680286,2410.627,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-04-25 10:49:07.0 UTC-06:00,2024-04-25 10:49:10.0 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.962,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,5,0
39,,468036.917,4313293.57,2424.632,,-105.3689574,38.96803001,2410.613,Global,0.01,0.01,0.014,0.015,2.134,m,FIX,2024-04-25 10:49:20.0 UTC-06:00,2024-04-25 10:49:23.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.99,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,5,0
40,,468036.937,4313293.779,2424.604,,-105.3689571,38.96803189,2410.584,Global,0.012,0.01,0.017,0.016,2.134,m,FIX,2024-04-25 10:49:53.2 UTC-06:00,2024-04-25 10:49:56.2 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.042,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0
41,,468037.022,4313293.96,2424.622,,-105.3689562,38.96803353,2410.602,Global,0.011,0.01,0.019,0.015,2.134,m,FIX,2024-04-25 10:50:04.6 UTC-06:00,2024-04-25 10:50:07.6 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,193.006,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
42,,468037.098,4313294.152,2424.6,,-105.3689553,38.96803526,2410.58,Global,0.014,0.011,0.022,0.018,2.134,m,FIX,2024-04-25 10:50:14.4 UTC-06:00,2024-04-25 10:50:17.4 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.995,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,4,0
43,,468037.174,4313294.316,2424.587,,-105.3689544,38.96803674,2410.567,Global,0.012,0.011,0.02,0.016,2.134,m,FIX,2024-04-25 10:50:23.6 UTC-06:00,2024-04-25 10:50:26.6 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.969,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,4,0
44,,468037.222,4313294.534,2424.606,,-105.3689539,38.96803871,2410.586,Global,0.011,0.01,0.018,0.015,2.134,m,FIX,2024-04-25 10:50:33.4 UTC-06:00,2024-04-25 10:50:36.4 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.974,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,4,0
45,,468037.286,4313294.737,2424.642,,-105.3689531,38.96804054,2410.622,Global,0.012,0.011,0.022,0.017,2.134,m,FIX,2024-04-25 10:50:43.8 UTC-06:00,2024-04-25 10:50:46.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.983,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,5,0
46,,468037.369,4313294.895,2424.604,,-105.3689522,38.96804197,2410.585,Global,0.011,0.01,0.019,0.015,2.134,m,FIX,2024-04-25 10:50:50.6 UTC-06:00,2024-04-25 10:50:53.6 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.943,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,4,0
47,,468037.438,4313295.075,2424.591,,-105.3689514,38.96804359,2410.571,Global,0.014,0.013,0.026,0.02,2.134,m,FIX,2024-04-25 10:51:04.0 UTC-06:00,2024-04-25 10:51:07.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.937,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
48,,468037.489,4313295.284,2424.542,,-105.3689508,38.96804547,2410.522,Global,0.015,0.013,0.028,0.02,2.134,m,FIX,2024-04-25 10:51:14.0 UTC-06:00,2024-04-25 10:51:17.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.954,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,5,4,0
49,,468037.597,4313295.447,2424.526,,-105.3689496,38.96804695,2410.506,Global,0.013,0.011,0.022,0.018,2.134,m,FIX,2024-04-25 10:51:29.0 UTC-06:00,2024-04-25 10:51:32.0 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.907,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
50,,468037.702,4313295.663,2424.505,,-105.3689484,38.96804889,2410.485,Global,0.013,0.012,0.024,0.017,2.134,m,FIX,2024-04-25 10:51:39.8 UTC-06:00,2024-04-25 10:51:42.8 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.867,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,4,0
51,,468037.706,4313295.837,2424.503,,-105.3689484,38.96805046,2410.484,Global,0.015,0.013,0.025,0.02,2.134,m,FIX,2024-04-25 10:51:54.6 UTC-06:00,2024-04-25 10:51:57.6 UTC-06:00,16,1.7,2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.92,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,4,0
52,,468037.861,4313296.003,2424.535,,-105.3689466,38.96805197,2410.515,Global,0.011,0.011,0.015,0.016,2.134,m,FIX,2024-04-25 10:53:42.8 UTC-06:00,2024-04-25 10:53:45.8 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.824,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,4,0
53,,468037.848,4313296.128,2424.497,,-105.3689467,38.9680531,2410.477,Global,0.018,0.013,0.024,0.022,2.134,m,FIX,2024-04-25 10:55:26.8 UTC-06:00,2024-04-25 10:55:29.8 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.86,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,4,0
54,,468037.93,4313296.306,2424.448,,-105.3689458,38.9680547,2410.428,Global,0.042,0.017,0.025,0.045,2.134,m,FIX,2024-04-25 10:55:43.2 UTC-06:00,2024-04-25 10:55:46.2 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.896,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,3,4,0
55,,468038.114,4313296.508,2424.44,,-105.3689437,38.96805652,2410.421,Global,0.013,0.011,0.022,0.017,2.134,m,FIX,2024-04-25 10:56:18.0 UTC-06:00,2024-04-25 10:56:21.0 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.749,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,4,4,0
56,,468038.096,4313296.677,2424.468,,-105.3689439,38.96805805,2410.449,Global,0.052,0.019,0.022,0.056,2.134,m,FIX,2024-04-25 10:56:35.0 UTC-06:00,2024-04-25 10:56:38.0 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.92,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
57,,468038.19,4313296.922,2424.491,,-105.3689428,38.96806026,2410.471,Global,0.032,0.011,0.021,0.034,2.134,m,FIX,2024-04-25 10:56:59.2 UTC-06:00,2024-04-25 10:57:02.2 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.854,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,4,0
58,,468038.232,4313297.171,2424.446,,-105.3689423,38.96806251,2410.426,Global,0.014,0.011,0.018,0.018,2.134,m,FIX,2024-04-25 10:57:14.6 UTC-06:00,2024-04-25 10:57:17.6 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.839,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
59,,468038.379,4313297.328,2424.42,,-105.3689407,38.96806392,2410.4,Global,0.012,0.011,0.021,0.016,2.134,m,FIX,2024-04-25 10:57:30.2 UTC-06:00,2024-04-25 10:57:33.2 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.752,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,5,4,0
60,,468038.474,4313297.495,2424.411,,-105.3689396,38.96806543,2410.392,Global,0.018,0.027,0.023,0.032,2.134,m,FIX,2024-04-25 10:58:03.4 UTC-06:00,2024-04-25 10:58:06.4 UTC-06:00,16,1.9,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.694,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,5,4,0
61,,468038.546,4313297.779,2424.387,,-105.3689388,38.968068,2410.367,Global,0.011,0.021,0.019,0.024,2.134,m,FIX,2024-04-25 10:58:18.6 UTC-06:00,2024-04-25 10:58:21.6 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.731,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,4,0
62,,468038.678,4313298.052,2424.34,,-105.3689372,38.96807046,2410.321,Global,0.016,0.014,0.028,0.022,2.134,m,FIX,2024-04-25 10:58:41.4 UTC-06:00,2024-04-25 10:58:44.4 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.711,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,5,4,0
63,,468038.718,4313298.258,2424.304,,-105.3689368,38.96807232,2410.285,Global,0.062,0.014,0.021,0.064,2.134,m,FIX,2024-04-25 10:58:59.4 UTC-06:00,2024-04-25 10:59:02.4 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.792,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,4,4,4,0
64,,468038.883,4313298.527,2424.296,,-105.3689349,38.96807475,2410.276,Global,0.044,0.07,0.024,0.083,2.134,m,FIX,2024-04-25 10:59:53.0 UTC-06:00,2024-04-25 10:59:56.0 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.593,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,4,4,0
65,,468038.994,4313298.671,2424.246,,-105.3689336,38.96807605,2410.227,Global,0.026,0.027,0.022,0.038,2.134,m,FIX,2024-04-25 11:00:07.2 UTC-06:00,2024-04-25 11:00:10.2 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.569,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
66,,468039.093,4313298.885,2424.249,,-105.3689325,38.96807799,2410.229,Global,0.045,0.016,0.016,0.048,2.134,m,FIX,2024-04-25 11:00:22.6 UTC-06:00,2024-04-25 11:00:25.6 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.593,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
67,,468039.28,4313299.048,2424.229,,-105.3689303,38.96807946,2410.21,Global,0.019,0.016,0.014,0.025,2.134,m,FIX,2024-04-25 11:00:41.4 UTC-06:00,2024-04-25 11:00:44.4 UTC-06:00,16,1.8,2.2,468221.158,4313237.027,2433.525,-105.366828,38.96752719,2419.5,192.435,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,4,0
