Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
11,,468295.694,4313309.76,2423.647,,-105.365971,38.96818531,2409.622,Global,0.011,0.01,0.016,0.015,2.134,m,FIX,2024-04-28 11:54:33.0 UTC-06:00,2024-04-28 11:54:36.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.179,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,4,0
12,,468295.608,4313309.938,2423.616,,-105.365972,38.96818691,2409.591,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-28 11:54:53.2 UTC-06:00,2024-04-28 11:54:56.2 UTC-06:00,16,1.3,1.5,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.242,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,5,4,0
13,,468295.509,4313310.14,2423.559,,-105.3659732,38.96818872,2409.534,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-04-28 11:55:15.4 UTC-06:00,2024-04-28 11:55:18.4 UTC-06:00,16,1.3,1.5,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.317,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
14,,468295.442,4313310.314,2423.539,,-105.365974,38.96819029,2409.514,Global,0.01,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 11:55:28.4 UTC-06:00,2024-04-28 11:55:31.4 UTC-06:00,16,1.3,1.5,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.389,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,4,0
15,,468295.383,4313310.488,2423.517,,-105.3659747,38.96819186,2409.491,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-28 11:55:45.2 UTC-06:00,2024-04-28 11:55:48.2 UTC-06:00,16,1.3,1.5,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.468,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
16,,468295.334,4313310.576,2423.312,,-105.3659752,38.96819264,2409.287,Global,0.011,0.01,0.013,0.015,2.134,m,FIX,2024-04-28 11:56:01.2 UTC-06:00,2024-04-28 11:56:04.2 UTC-06:00,16,1.3,1.5,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.518,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
17,,468295.279,4313310.775,2423.269,,-105.3659759,38.96819444,2409.243,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-04-28 11:56:15.6 UTC-06:00,2024-04-28 11:56:18.6 UTC-06:00,16,1.3,1.5,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.621,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
18,,468295.209,4313310.973,2423.139,,-105.3659767,38.96819622,2409.114,Global,0.01,0.011,0.011,0.015,2.134,m,FIX,2024-04-28 11:56:32.4 UTC-06:00,2024-04-28 11:56:35.4 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.717,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
19,,468295.107,4313311.156,2423.209,,-105.3659779,38.96819786,2409.184,Global,0.01,0.011,0.017,0.015,2.134,m,FIX,2024-04-28 11:56:48.0 UTC-06:00,2024-04-28 11:56:51.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.769,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
20,,468295.034,4313311.35,2423.209,,-105.3659787,38.96819961,2409.183,Global,0.01,0.01,0.01,0.015,2.134,m,FIX,2024-04-28 11:57:01.6 UTC-06:00,2024-04-28 11:57:04.6 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.854,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,5,3,0
21,,468294.995,4313311.554,2423.177,,-105.3659792,38.96820145,2409.152,Global,0.012,0.011,0.012,0.016,2.134,m,FIX,2024-04-28 11:57:17.0 UTC-06:00,2024-04-28 11:57:20.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,106.968,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
22,,468294.884,4313311.713,2423.139,,-105.3659805,38.96820288,2409.114,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-28 11:57:28.0 UTC-06:00,2024-04-28 11:57:31.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.01,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
23,,468294.805,4313311.907,2423.082,,-105.3659814,38.96820462,2409.057,Global,0.01,0.01,0.013,0.014,2.134,m,FIX,2024-04-28 11:57:41.0 UTC-06:00,2024-04-28 11:57:44.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.092,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
24,,468294.737,4313312.102,2423.059,,-105.3659822,38.96820637,2409.034,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 11:57:52.0 UTC-06:00,2024-04-28 11:57:55.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.181,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
25,,468294.664,4313312.296,2423.008,,-105.365983,38.96820812,2408.983,Global,0.011,0.011,0.014,0.016,2.134,m,FIX,2024-04-28 11:58:06.8 UTC-06:00,2024-04-28 11:58:09.8 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.274,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,3,0
26,,468294.604,4313312.459,2422.999,,-105.3659837,38.96820959,2408.974,Global,0.011,0.012,0.013,0.016,2.134,m,FIX,2024-04-28 11:58:20.4 UTC-06:00,2024-04-28 11:58:23.4 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.342,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
27,,468294.525,4313312.662,2422.963,,-105.3659847,38.96821141,2408.937,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-28 11:59:00.4 UTC-06:00,2024-04-28 11:59:03.4 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.431,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
28,,468294.46,4313312.854,2422.935,,-105.3659854,38.96821314,2408.91,Global,0.01,0.011,0.011,0.015,2.134,m,FIX,2024-04-28 11:59:17.2 UTC-06:00,2024-04-28 11:59:20.2 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.536,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
29,,468294.369,4313313.053,2422.92,,-105.3659865,38.96821493,2408.894,Global,0.01,0.011,0.012,0.015,2.134,m,FIX,2024-04-28 11:59:30.2 UTC-06:00,2024-04-28 11:59:33.2 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.608,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
30,,468294.266,4313313.232,2422.923,,-105.3659877,38.96821654,2408.898,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 11:59:41.2 UTC-06:00,2024-04-28 11:59:44.2 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.668,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,4,4,0
31,,468294.196,4313313.423,2422.923,,-105.3659885,38.96821826,2408.897,Global,0.01,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 11:59:52.8 UTC-06:00,2024-04-28 11:59:55.8 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.753,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
32,,468294.152,4313313.584,2422.924,,-105.365989,38.96821971,2408.899,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 12:00:07.0 UTC-06:00,2024-04-28 12:00:10.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.838,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
33,,468294.058,4313313.771,2422.906,,-105.3659901,38.96822139,2408.88,Global,0.01,0.01,0.014,0.014,2.134,m,FIX,2024-04-28 12:00:19.4 UTC-06:00,2024-04-28 12:00:22.4 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,107.909,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,4,3,0
34,,468293.995,4313313.983,2422.881,,-105.3659908,38.9682233,2408.856,Global,0.011,0.011,0.017,0.015,2.134,m,FIX,2024-04-28 12:00:31.4 UTC-06:00,2024-04-28 12:00:34.4 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.022,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
35,,468293.944,4313314.173,2422.815,,-105.3659914,38.96822501,2408.79,Global,0.012,0.011,0.015,0.016,2.134,m,FIX,2024-04-28 12:00:43.0 UTC-06:00,2024-04-28 12:00:46.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.125,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
36,,468293.872,4313314.365,2422.81,,-105.3659923,38.96822674,2408.785,Global,0.011,0.01,0.014,0.015,2.134,m,FIX,2024-04-28 12:00:57.4 UTC-06:00,2024-04-28 12:01:00.4 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.221,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
37,,468293.831,4313314.562,2422.817,,-105.3659928,38.96822851,2408.791,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-04-28 12:01:10.0 UTC-06:00,2024-04-28 12:01:13.0 UTC-06:00,16,1.4,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.336,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
38,,468293.746,4313314.735,2422.846,,-105.3659938,38.96823007,2408.82,Global,0.011,0.012,0.012,0.016,2.134,m,FIX,2024-04-28 12:01:27.4 UTC-06:00,2024-04-28 12:01:30.4 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.402,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,3,0
39,,468293.64,4313314.939,2422.781,,-105.365995,38.9682319,2408.756,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-28 12:01:40.2 UTC-06:00,2024-04-28 12:01:43.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.468,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,3,0
40,,468293.597,4313315.104,2422.777,,-105.3659955,38.96823339,2408.752,Global,0.011,0.011,0.014,0.016,2.134,m,FIX,2024-04-28 12:01:53.2 UTC-06:00,2024-04-28 12:01:56.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.561,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
41,,468293.526,4313315.309,2422.745,,-105.3659963,38.96823523,2408.72,Global,0.01,0.011,0.011,0.015,2.134,m,FIX,2024-04-28 12:02:08.0 UTC-06:00,2024-04-28 12:02:11.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.669,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
42,,468293.429,4313315.487,2422.671,,-105.3659974,38.96823684,2408.646,Global,0.014,0.011,0.012,0.018,2.134,m,FIX,2024-04-28 12:02:19.2 UTC-06:00,2024-04-28 12:02:22.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.723,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
43,,468293.375,4313315.659,2422.642,,-105.3659981,38.96823838,2408.617,Global,0.012,0.01,0.012,0.016,2.134,m,FIX,2024-04-28 12:02:31.6 UTC-06:00,2024-04-28 12:02:34.6 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.831,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
44,,468293.313,4313315.837,2422.604,,-105.3659988,38.96823998,2408.579,Global,0.011,0.011,0.013,0.016,2.134,m,FIX,2024-04-28 12:02:45.0 UTC-06:00,2024-04-28 12:02:48.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,108.913,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
45,,468293.253,4313316.019,2422.59,,-105.3659995,38.96824162,2408.565,Global,0.013,0.01,0.013,0.016,2.134,m,FIX,2024-04-28 12:03:00.2 UTC-06:00,2024-04-28 12:03:03.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.009,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
46,,468293.176,4313316.22,2422.588,,-105.3660004,38.96824343,2408.562,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-28 12:03:14.8 UTC-06:00,2024-04-28 12:03:17.8 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.11,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,5,3,0
47,,468293.108,4313316.396,2422.594,,-105.3660012,38.96824501,2408.569,Global,0.012,0.014,0.015,0.018,2.134,m,FIX,2024-04-28 12:03:26.8 UTC-06:00,2024-04-28 12:03:29.8 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.198,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,5,3,0
48,,468293.008,4313316.587,2422.59,,-105.3660024,38.96824673,2408.565,Global,0.011,0.012,0.013,0.016,2.134,m,FIX,2024-04-28 12:03:42.2 UTC-06:00,2024-04-28 12:03:45.2 UTC-06:00,16,1.4,1.7,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.254,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,5,3,0
49,,468292.91,4313316.778,2422.591,,-105.3660035,38.96824845,2408.566,Global,0.012,0.011,0.016,0.016,2.134,m,FIX,2024-04-28 12:03:52.4 UTC-06:00,2024-04-28 12:03:55.4 UTC-06:00,16,1.4,1.7,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.331,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,5,3,0
50,,468292.897,4313316.975,2422.593,,-105.3660037,38.96825022,2408.567,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-28 12:04:14.8 UTC-06:00,2024-04-28 12:04:17.8 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.473,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
51,,468292.732,4313317.156,2422.662,,-105.3660056,38.96825184,2408.637,Global,0.011,0.01,0.014,0.015,2.134,m,FIX,2024-04-28 12:04:27.6 UTC-06:00,2024-04-28 12:04:30.6 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.482,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
52,,468292.693,4313317.341,2422.646,,-105.366006,38.96825351,2408.621,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-28 12:04:39.0 UTC-06:00,2024-04-28 12:04:42.0 UTC-06:00,16,1.4,1.7,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.595,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
53,,468292.619,4313317.504,2422.715,,-105.3660069,38.96825498,2408.69,Global,0.012,0.011,0.013,0.017,2.134,m,FIX,2024-04-28 12:04:47.0 UTC-06:00,2024-04-28 12:04:50.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.66,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,3,0
54,,468292.527,4313317.726,2422.655,,-105.366008,38.96825698,2408.63,Global,0.011,0.01,0.013,0.015,2.134,m,FIX,2024-04-28 12:05:09.2 UTC-06:00,2024-04-28 12:05:12.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.765,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,3,0
55,,468292.48,4313317.89,2422.635,,-105.3660085,38.96825845,2408.61,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 12:05:18.4 UTC-06:00,2024-04-28 12:05:21.4 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.862,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,4,4,0
56,,468292.397,4313318.081,2422.581,,-105.3660095,38.96826017,2408.556,Global,0.01,0.012,0.01,0.016,2.134,m,FIX,2024-04-28 12:05:32.0 UTC-06:00,2024-04-28 12:05:35.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,109.954,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,4,0
57,,468292.324,4313318.278,2422.52,,-105.3660103,38.96826194,2408.495,Global,0.012,0.01,0.015,0.016,2.134,m,FIX,2024-04-28 12:05:44.8 UTC-06:00,2024-04-28 12:05:47.8 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.049,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
58,,468292.31,4313318.5,2422.474,,-105.3660105,38.96826394,2408.449,Global,0.014,0.012,0.013,0.018,2.134,m,FIX,2024-04-28 12:05:55.6 UTC-06:00,2024-04-28 12:05:58.6 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.228,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
59,,468292.169,4313318.668,2422.446,,-105.3660121,38.96826545,2408.421,Global,0.01,0.013,0.011,0.016,2.134,m,FIX,2024-04-28 12:06:09.0 UTC-06:00,2024-04-28 12:06:12.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.259,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,4,0
60,,468292.058,4313318.815,2422.527,,-105.3660134,38.96826678,2408.502,Global,0.011,0.012,0.016,0.016,2.134,m,FIX,2024-04-28 12:06:22.2 UTC-06:00,2024-04-28 12:06:25.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.272,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
61,,468291.984,4313318.993,2422.541,,-105.3660143,38.96826837,2408.516,Global,0.01,0.011,0.012,0.015,2.134,m,FIX,2024-04-28 12:06:35.6 UTC-06:00,2024-04-28 12:06:38.6 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.366,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
62,,468291.907,4313319.188,2422.561,,-105.3660152,38.96827013,2408.536,Global,0.01,0.011,0.012,0.015,2.134,m,FIX,2024-04-28 12:06:50.0 UTC-06:00,2024-04-28 12:06:53.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.453,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,5,4,0
63,,468291.773,4313319.361,2422.609,,-105.3660167,38.96827168,2408.584,Global,0.012,0.013,0.012,0.017,2.134,m,FIX,2024-04-28 12:07:01.0 UTC-06:00,2024-04-28 12:07:04.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.496,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,4,0
64,,468291.686,4313319.526,2422.657,,-105.3660178,38.96827316,2408.632,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-04-28 12:07:13.2 UTC-06:00,2024-04-28 12:07:16.2 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.554,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,5,4,0
65,,468291.581,4313319.703,2422.671,,-105.366019,38.96827476,2408.646,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-28 12:07:27.8 UTC-06:00,2024-04-28 12:07:30.8 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.623,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,4,0
66,,468291.494,4313319.861,2422.675,,-105.36602,38.96827618,2408.65,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-04-28 12:07:38.0 UTC-06:00,2024-04-28 12:07:41.0 UTC-06:00,16,1.3,1.6,468219.361,4313236.646,2434.969,-105.3668488,38.9675237,2420.945,110.684,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,4,0
