Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
213,,466215.788,4311981.950,2455.345,,-105.38991384,38.95614238,2441.353,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:39:29.8 UTC-06:00,2024-04-24 17:39:32.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.786,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
214,,466215.616,4311981.944,2455.362,,-105.38991583,38.95614232,2441.370,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:39:50.0 UTC-06:00,2024-04-24 17:39:53.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.830,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
215,,466215.408,4311981.931,2455.238,,-105.38991822,38.95614219,2441.246,Global,0.011,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 17:40:06.8 UTC-06:00,2024-04-24 17:40:09.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.914,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
216,,466215.227,4311981.873,2455.670,,-105.38992031,38.95614166,2441.678,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:40:49.2 UTC-06:00,2024-04-24 17:40:52.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.923,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
217,,466215.056,4311981.842,2455.891,,-105.38992228,38.95614138,2441.899,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:41:42.4 UTC-06:00,2024-04-24 17:41:45.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,66.955,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
218,,466214.833,4311981.832,2455.869,,-105.38992486,38.95614128,2441.877,Global,0.013,0.015,0.012,0.020,2.134,m,FIX,2024-04-24 17:42:12.2 UTC-06:00,2024-04-24 17:42:15.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.016,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
219,,466214.626,4311981.881,2455.280,,-105.38992725,38.95614171,2441.288,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:42:35.0 UTC-06:00,2024-04-24 17:42:38.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.138,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
220,,466214.416,4311981.844,2455.330,,-105.38992967,38.95614137,2441.338,Global,0.011,0.011,0.012,0.016,2.134,m,FIX,2024-04-24 17:42:54.2 UTC-06:00,2024-04-24 17:42:57.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.213,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
221,,466214.233,4311981.823,2455.352,,-105.38993178,38.95614117,2441.360,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:43:13.8 UTC-06:00,2024-04-24 17:43:16.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.277,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
222,,466214.033,4311981.770,2455.363,,-105.38993409,38.95614068,2441.371,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:43:30.2 UTC-06:00,2024-04-24 17:43:33.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.369,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
223,,466213.791,4311981.736,2455.348,,-105.38993688,38.95614037,2441.356,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:43:50.2 UTC-06:00,2024-04-24 17:43:53.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.460,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
224,,466213.627,4311981.716,2455.371,,-105.38993877,38.95614018,2441.379,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:44:13.2 UTC-06:00,2024-04-24 17:44:16.2 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.508,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
225,,466213.464,4311981.653,2455.372,,-105.38994065,38.95613961,2441.380,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:44:30.8 UTC-06:00,2024-04-24 17:44:33.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.616,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
226,,466213.263,4311981.631,2455.354,,-105.38994296,38.95613940,2441.362,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:44:51.8 UTC-06:00,2024-04-24 17:44:54.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.701,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
227,,466213.054,4311981.511,2455.299,,-105.38994537,38.95613831,2441.306,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:45:20.8 UTC-06:00,2024-04-24 17:45:23.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.877,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
228,,466212.872,4311981.499,2455.267,,-105.38994748,38.95613820,2441.274,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:45:40.8 UTC-06:00,2024-04-24 17:45:43.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,67.941,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
229,,466212.675,4311981.438,2455.250,,-105.38994974,38.95613765,2441.258,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:46:00.0 UTC-06:00,2024-04-24 17:46:03.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.043,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
230,,466212.457,4311981.357,2455.259,,-105.38995225,38.95613690,2441.267,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 17:46:31.8 UTC-06:00,2024-04-24 17:46:34.8 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.182,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
231,,466212.293,4311981.333,2455.277,,-105.38995415,38.95613669,2441.285,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:46:53.6 UTC-06:00,2024-04-24 17:46:56.6 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.252,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
232,,466212.094,4311981.341,2455.234,,-105.38995644,38.95613675,2441.242,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:47:10.4 UTC-06:00,2024-04-24 17:47:13.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.304,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
233,,466211.909,4311981.307,2455.243,,-105.38995857,38.95613643,2441.251,Global,0.010,0.011,0.012,0.016,2.134,m,FIX,2024-04-24 17:47:30.8 UTC-06:00,2024-04-24 17:47:33.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.390,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
234,,466211.725,4311981.260,2455.219,,-105.38996069,38.95613600,2441.227,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:47:51.4 UTC-06:00,2024-04-24 17:47:54.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.480,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
235,,466211.484,4311981.225,2455.218,,-105.38996347,38.95613567,2441.225,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:48:14.0 UTC-06:00,2024-04-24 17:48:17.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.581,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
236,,466211.305,4311981.207,2455.254,,-105.38996554,38.95613551,2441.262,Global,0.011,0.014,0.011,0.018,2.134,m,FIX,2024-04-24 17:48:41.0 UTC-06:00,2024-04-24 17:48:44.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.646,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
237,,466211.351,4311981.175,2455.274,,-105.38996501,38.95613523,2441.282,Global,0.011,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 17:49:13.4 UTC-06:00,2024-04-24 17:49:16.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.657,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
238,,466211.070,4311981.160,2455.312,,-105.38996825,38.95613507,2441.320,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:49:39.0 UTC-06:00,2024-04-24 17:49:42.0 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.749,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
239,,466210.892,4311981.133,2455.315,,-105.38997030,38.95613482,2441.323,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:49:56.6 UTC-06:00,2024-04-24 17:49:59.6 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.810,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
240,,466210.693,4311981.176,2455.390,,-105.38997260,38.95613520,2441.397,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 17:50:23.8 UTC-06:00,2024-04-24 17:50:26.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.815,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
241,,466210.534,4311981.119,2455.419,,-105.38997444,38.95613469,2441.427,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:50:45.4 UTC-06:00,2024-04-24 17:50:48.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.907,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
242,,466210.335,4311981.111,2455.440,,-105.38997673,38.95613460,2441.448,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:51:06.0 UTC-06:00,2024-04-24 17:51:09.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.968,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
243,,466210.134,4311981.157,2455.452,,-105.38997905,38.95613501,2441.460,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:51:24.8 UTC-06:00,2024-04-24 17:51:27.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.986,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
244,,466209.891,4311981.101,2455.510,,-105.38998185,38.95613450,2441.518,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:51:45.4 UTC-06:00,2024-04-24 17:51:48.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.093,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
245,,466209.843,4311981.094,2455.677,,-105.38998240,38.95613443,2441.685,Global,0.013,0.012,0.012,0.018,2.134,m,FIX,2024-04-24 17:52:08.8 UTC-06:00,2024-04-24 17:52:11.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.097,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
246,,466209.665,4311981.191,2455.940,,-105.38998447,38.95613530,2441.948,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:52:56.6 UTC-06:00,2024-04-24 17:52:59.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,68.993,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
247,,466209.476,4311981.180,2456.103,,-105.38998665,38.95613519,2442.111,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:53:27.0 UTC-06:00,2024-04-24 17:53:30.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.037,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
248,,466209.332,4311981.144,2456.153,,-105.38998831,38.95613487,2442.161,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:53:49.4 UTC-06:00,2024-04-24 17:53:52.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.101,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
249,,466209.120,4311981.110,2456.156,,-105.38999076,38.95613455,2442.164,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:54:13.2 UTC-06:00,2024-04-24 17:54:16.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.199,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
250,,466208.931,4311981.076,2456.137,,-105.38999293,38.95613423,2442.145,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 17:54:32.8 UTC-06:00,2024-04-24 17:54:35.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.301,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
251,,466208.734,4311981.039,2456.107,,-105.38999521,38.95613389,2442.115,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:54:54.2 UTC-06:00,2024-04-24 17:54:57.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.386,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
252,,466208.540,4311980.990,2456.118,,-105.38999745,38.95613345,2442.126,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:55:13.0 UTC-06:00,2024-04-24 17:55:16.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.503,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
253,,466208.347,4311980.949,2456.133,,-105.38999967,38.95613307,2442.141,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:55:29.4 UTC-06:00,2024-04-24 17:55:32.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.599,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
254,,466208.176,4311980.930,2456.059,,-105.39000164,38.95613290,2442.067,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 17:55:50.6 UTC-06:00,2024-04-24 17:55:53.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.675,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
255,,466207.948,4311980.898,2455.978,,-105.39000427,38.95613260,2441.986,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:56:15.8 UTC-06:00,2024-04-24 17:56:18.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.796,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
256,,466207.736,4311980.855,2455.868,,-105.39000671,38.95613220,2441.876,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:56:38.2 UTC-06:00,2024-04-24 17:56:41.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,69.927,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
257,,466207.549,4311980.839,2455.754,,-105.39000887,38.95613205,2441.762,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:56:58.2 UTC-06:00,2024-04-24 17:57:01.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.030,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
258,,466207.348,4311980.789,2455.709,,-105.39001119,38.95613159,2441.717,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:57:17.6 UTC-06:00,2024-04-24 17:57:20.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.153,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
259,,466207.152,4311980.748,2455.662,,-105.39001344,38.95613121,2441.670,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:57:34.4 UTC-06:00,2024-04-24 17:57:37.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.267,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
260,,466206.969,4311980.677,2455.668,,-105.39001556,38.95613056,2441.676,Global,0.012,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:57:49.4 UTC-06:00,2024-04-24 17:57:52.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.387,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
261,,466206.777,4311980.650,2455.688,,-105.39001777,38.95613031,2441.696,Global,0.010,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 17:58:04.6 UTC-06:00,2024-04-24 17:58:07.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.483,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
262,,466206.584,4311980.603,2455.747,,-105.39002000,38.95612988,2441.755,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:58:20.0 UTC-06:00,2024-04-24 17:58:23.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.576,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
263,,466206.361,4311980.554,2455.752,,-105.39002257,38.95612944,2441.760,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:58:36.0 UTC-06:00,2024-04-24 17:58:39.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.688,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
264,,466206.164,4311980.542,2455.726,,-105.39002484,38.95612932,2441.734,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 17:58:51.8 UTC-06:00,2024-04-24 17:58:54.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.769,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
265,,466205.980,4311980.512,2455.720,,-105.39002697,38.95612904,2441.728,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 17:59:07.8 UTC-06:00,2024-04-24 17:59:10.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.865,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
266,,466205.744,4311980.493,2455.789,,-105.39002969,38.95612886,2441.797,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 17:59:26.0 UTC-06:00,2024-04-24 17:59:29.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,70.949,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
267,,466205.585,4311980.439,2455.838,,-105.39003152,38.95612837,2441.846,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 17:59:50.6 UTC-06:00,2024-04-24 17:59:53.6 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.057,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
268,,466205.389,4311980.405,2455.874,,-105.39003378,38.95612806,2441.882,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:00:12.8 UTC-06:00,2024-04-24 18:00:15.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.145,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
269,,466205.167,4311980.403,2455.890,,-105.39003635,38.95612803,2441.898,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:00:34.2 UTC-06:00,2024-04-24 18:00:37.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.222,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
270,,466204.984,4311980.342,2455.899,,-105.39003845,38.95612747,2441.907,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 18:00:52.2 UTC-06:00,2024-04-24 18:00:55.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.338,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
271,,466204.786,4311980.363,2455.961,,-105.39004073,38.95612765,2441.969,Global,0.011,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 18:01:11.8 UTC-06:00,2024-04-24 18:01:14.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.381,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
272,,466204.607,4311980.274,2456.206,,-105.39004279,38.95612685,2442.214,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 18:01:35.2 UTC-06:00,2024-04-24 18:01:38.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.482,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
273,,466204.424,4311980.250,2456.233,,-105.39004491,38.95612662,2442.241,Global,0.010,0.010,0.015,0.015,2.134,m,FIX,2024-04-24 18:01:57.8 UTC-06:00,2024-04-24 18:02:00.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.563,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
274,,466204.240,4311980.209,2456.314,,-105.39004703,38.95612624,2442.322,Global,0.011,0.011,0.014,0.016,2.134,m,FIX,2024-04-24 18:02:26.8 UTC-06:00,2024-04-24 18:02:29.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.665,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
275,,466204.037,4311980.172,2456.316,,-105.39004938,38.95612590,2442.324,Global,0.012,0.010,0.012,0.016,2.134,m,FIX,2024-04-24 18:03:06.4 UTC-06:00,2024-04-24 18:03:09.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.764,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
276,,466204.046,4311980.219,2456.697,,-105.39004927,38.95612633,2442.705,Global,0.013,0.011,0.014,0.017,2.134,m,FIX,2024-04-24 18:04:09.2 UTC-06:00,2024-04-24 18:04:12.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.646,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
277,,466204.043,4311980.002,2456.317,,-105.39004930,38.95612437,2442.324,Global,0.012,0.011,0.014,0.016,2.134,m,FIX,2024-04-24 18:04:31.0 UTC-06:00,2024-04-24 18:04:34.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.910,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
278,,466203.784,4311980.126,2456.360,,-105.39005229,38.95612547,2442.368,Global,0.014,0.013,0.015,0.019,2.134,m,FIX,2024-04-24 18:04:52.0 UTC-06:00,2024-04-24 18:04:55.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.893,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
279,,466203.973,4311980.461,2456.336,,-105.39005012,38.95612850,2442.344,Global,0.014,0.011,0.010,0.018,2.134,m,FIX,2024-04-24 18:05:12.2 UTC-06:00,2024-04-24 18:05:15.2 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.521,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
280,,466204.038,4311980.224,2456.694,,-105.39004937,38.95612637,2442.702,Global,0.010,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 18:05:36.4 UTC-06:00,2024-04-24 18:05:39.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,71.646,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
281,,466242.531,4311870.885,2457.953,,-105.38959971,38.95514257,2443.959,Global,0.011,0.010,0.014,0.015,2.134,m,FIX,2024-04-24 18:47:30.4 UTC-06:00,2024-04-24 18:47:33.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.532,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
282,,466242.526,4311870.697,2457.876,,-105.38959977,38.95514088,2443.882,Global,0.011,0.011,0.010,0.016,2.134,m,FIX,2024-04-24 18:47:52.4 UTC-06:00,2024-04-24 18:47:55.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.723,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
283,,466242.711,4311870.891,2457.948,,-105.38959764,38.95514264,2443.954,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:48:07.4 UTC-06:00,2024-04-24 18:48:10.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.538,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
284,,466242.598,4311871.105,2457.903,,-105.38959896,38.95514456,2443.909,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:48:26.4 UTC-06:00,2024-04-24 18:48:29.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.325,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
285,,466242.534,4311870.877,2457.960,,-105.38959968,38.95514250,2443.966,Global,0.011,0.011,0.012,0.016,2.134,m,FIX,2024-04-24 18:48:44.8 UTC-06:00,2024-04-24 18:48:47.8 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.531,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
