Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
67,,466243.661,4312199.827,2454.341,,-105.38960291,38.95810679,2440.351,Global,0.010,0.010,0.012,0.014,2.134,m,FIX,2024-04-24 15:41:50.8 UTC-06:00,2024-04-24 15:41:53.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,155.735,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
68,,466243.514,4312199.989,2454.363,,-105.38960461,38.95810824,2440.373,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:42:07.6 UTC-06:00,2024-04-24 15:42:10.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,155.881,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
69,,466243.339,4312200.124,2454.363,,-105.38960664,38.95810945,2440.373,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:42:23.4 UTC-06:00,2024-04-24 15:42:26.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.003,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
70,,466243.210,4312200.210,2454.377,,-105.38960813,38.95811022,2440.386,Global,0.010,0.012,0.013,0.015,2.134,m,FIX,2024-04-24 15:42:41.4 UTC-06:00,2024-04-24 15:42:44.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.080,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
71,,466243.045,4312200.373,2454.407,,-105.38961004,38.95811169,2440.417,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 15:42:57.0 UTC-06:00,2024-04-24 15:43:00.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.221,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
72,,466242.926,4312200.481,2454.408,,-105.38961142,38.95811265,2440.418,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:43:15.8 UTC-06:00,2024-04-24 15:43:18.8 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.313,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
73,,466242.782,4312200.655,2454.444,,-105.38961309,38.95811422,2440.453,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 15:43:33.4 UTC-06:00,2024-04-24 15:43:36.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.466,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
74,,466242.668,4312200.794,2454.411,,-105.38961441,38.95811547,2440.421,Global,0.010,0.012,0.014,0.016,2.134,m,FIX,2024-04-24 15:43:51.2 UTC-06:00,2024-04-24 15:43:54.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.601,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
75,,466242.549,4312200.947,2454.373,,-105.38961580,38.95811684,2440.383,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:44:10.2 UTC-06:00,2024-04-24 15:44:13.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.754,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
76,,466242.417,4312201.109,2454.360,,-105.38961732,38.95811829,2440.370,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 15:44:28.8 UTC-06:00,2024-04-24 15:44:31.8 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,156.906,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
77,,466242.263,4312201.263,2454.343,,-105.38961911,38.95811967,2440.352,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-04-24 15:44:44.2 UTC-06:00,2024-04-24 15:44:47.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.042,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
78,,466242.162,4312201.388,2454.332,,-105.38962028,38.95812079,2440.341,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:45:00.0 UTC-06:00,2024-04-24 15:45:03.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.164,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
79,,466241.950,4312201.527,2454.341,,-105.38962274,38.95812204,2440.350,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:45:23.2 UTC-06:00,2024-04-24 15:45:26.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.292,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
80,,466241.874,4312201.688,2454.323,,-105.38962363,38.95812349,2440.333,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 15:45:40.6 UTC-06:00,2024-04-24 15:45:43.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.446,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
81,,466241.698,4312201.801,2454.329,,-105.38962566,38.95812450,2440.339,Global,0.010,0.013,0.013,0.017,2.134,m,FIX,2024-04-24 15:45:59.2 UTC-06:00,2024-04-24 15:46:02.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.554,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
82,,466241.571,4312201.993,2454.351,,-105.38962714,38.95812623,2440.360,Global,0.011,0.011,0.017,0.015,2.134,m,FIX,2024-04-24 15:46:14.2 UTC-06:00,2024-04-24 15:46:17.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.720,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
83,,466241.437,4312202.088,2454.357,,-105.38962869,38.95812708,2440.367,Global,0.010,0.010,0.012,0.014,2.134,m,FIX,2024-04-24 15:46:29.2 UTC-06:00,2024-04-24 15:46:32.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.806,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
84,,466241.260,4312202.224,2454.367,,-105.38963074,38.95812830,2440.376,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 15:46:46.2 UTC-06:00,2024-04-24 15:46:49.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,157.927,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
85,,466241.116,4312202.393,2454.381,,-105.38963241,38.95812981,2440.391,Global,0.010,0.010,0.012,0.014,2.134,m,FIX,2024-04-24 15:47:01.8 UTC-06:00,2024-04-24 15:47:04.8 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.085,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
86,,466240.985,4312202.570,2454.378,,-105.38963393,38.95813140,2440.387,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:47:20.4 UTC-06:00,2024-04-24 15:47:23.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.254,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
87,,466240.890,4312202.725,2454.387,,-105.38963503,38.95813280,2440.397,Global,0.010,0.010,0.013,0.015,2.134,m,FIX,2024-04-24 15:47:38.2 UTC-06:00,2024-04-24 15:47:41.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.400,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
88,,466240.786,4312202.885,2454.365,,-105.38963624,38.95813423,2440.375,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:47:54.0 UTC-06:00,2024-04-24 15:47:57.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.548,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
89,,466240.629,4312203.005,2454.332,,-105.38963805,38.95813531,2440.341,Global,0.010,0.010,0.016,0.014,2.134,m,FIX,2024-04-24 15:48:08.2 UTC-06:00,2024-04-24 15:48:11.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.665,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
90,,466240.497,4312203.161,2454.329,,-105.38963958,38.95813671,2440.339,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:48:29.2 UTC-06:00,2024-04-24 15:48:32.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.804,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
91,,466240.282,4312203.269,2454.304,,-105.38964208,38.95813768,2440.313,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:48:48.2 UTC-06:00,2024-04-24 15:48:51.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,158.911,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
92,,466240.216,4312203.439,2454.316,,-105.38964284,38.95813921,2440.326,Global,0.012,0.011,0.012,0.016,2.134,m,FIX,2024-04-24 15:49:07.8 UTC-06:00,2024-04-24 15:49:10.8 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.085,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
93,,466240.026,4312203.554,2454.297,,-105.38964505,38.95814024,2440.306,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:49:25.2 UTC-06:00,2024-04-24 15:49:28.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.174,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
94,,466239.909,4312203.670,2454.306,,-105.38964640,38.95814128,2440.316,Global,0.013,0.011,0.011,0.017,2.134,m,FIX,2024-04-24 15:49:44.4 UTC-06:00,2024-04-24 15:49:47.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.286,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
95,,466239.817,4312203.854,2454.272,,-105.38964747,38.95814293,2440.282,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:50:04.6 UTC-06:00,2024-04-24 15:50:07.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.466,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
96,,466239.736,4312204.095,2454.302,,-105.38964841,38.95814509,2440.311,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:50:29.6 UTC-06:00,2024-04-24 15:50:32.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.704,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
97,,466239.621,4312204.219,2454.304,,-105.38964975,38.95814621,2440.314,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:50:45.6 UTC-06:00,2024-04-24 15:50:48.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.823,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
98,,466239.475,4312204.378,2454.297,,-105.38965145,38.95814763,2440.307,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:51:02.6 UTC-06:00,2024-04-24 15:51:05.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,159.969,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
99,,466239.438,4312204.608,2454.315,,-105.38965188,38.95814971,2440.325,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 15:51:41.4 UTC-06:00,2024-04-24 15:51:44.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.193,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
100,,466239.312,4312204.736,2454.274,,-105.38965335,38.95815086,2440.284,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:52:02.4 UTC-06:00,2024-04-24 15:52:05.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.315,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
101,,466239.159,4312204.869,2454.241,,-105.38965512,38.95815205,2440.251,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:52:24.6 UTC-06:00,2024-04-24 15:52:27.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.449,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
102,,466238.940,4312205.007,2454.208,,-105.38965765,38.95815328,2440.218,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 15:52:43.4 UTC-06:00,2024-04-24 15:52:46.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.569,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
103,,466238.860,4312205.129,2454.235,,-105.38965858,38.95815438,2440.244,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:53:02.0 UTC-06:00,2024-04-24 15:53:05.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.683,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
104,,466238.739,4312205.317,2454.195,,-105.38965998,38.95815607,2440.204,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 15:53:25.2 UTC-06:00,2024-04-24 15:53:28.2 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.865,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
105,,466238.619,4312205.413,2454.199,,-105.38966137,38.95815693,2440.209,Global,0.010,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:53:43.0 UTC-06:00,2024-04-24 15:53:46.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,160.961,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
106,,466238.465,4312205.570,2454.208,,-105.38966316,38.95815834,2440.218,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:53:57.4 UTC-06:00,2024-04-24 15:54:00.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,161.104,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
107,,466238.291,4312205.707,2454.203,,-105.38966517,38.95815957,2440.213,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 15:54:12.6 UTC-06:00,2024-04-24 15:54:15.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,161.234,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
108,,466238.206,4312205.881,2454.213,,-105.38966617,38.95816113,2440.222,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 15:54:24.6 UTC-06:00,2024-04-24 15:54:27.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,161.400,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
109,,466238.053,4312206.001,2454.235,,-105.38966794,38.95816221,2440.245,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:54:40.4 UTC-06:00,2024-04-24 15:54:43.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,161.520,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
110,,466237.879,4312206.145,2454.276,,-105.38966995,38.95816350,2440.285,Global,0.011,0.013,0.010,0.016,2.134,m,FIX,2024-04-24 15:55:01.4 UTC-06:00,2024-04-24 15:55:04.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,161.640,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
111,,466237.711,4312206.308,2454.373,,-105.38967189,38.95816496,2440.383,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 15:55:30.0 UTC-06:00,2024-04-24 15:55:33.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,161.796,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
112,,466237.652,4312206.509,2454.358,,-105.38967259,38.95816677,2440.367,Global,0.015,0.020,0.013,0.025,2.134,m,FIX,2024-04-24 15:55:48.0 UTC-06:00,2024-04-24 15:55:51.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.020,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
113,,466237.593,4312206.589,2454.434,,-105.38967328,38.95816748,2440.444,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 15:56:10.4 UTC-06:00,2024-04-24 15:56:13.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.054,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
114,,466237.397,4312206.729,2454.516,,-105.38967554,38.95816874,2440.526,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:56:31.8 UTC-06:00,2024-04-24 15:56:34.8 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.185,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
115,,466237.258,4312206.963,2454.580,,-105.38967716,38.95817085,2440.590,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 15:56:50.4 UTC-06:00,2024-04-24 15:56:53.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.408,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
116,,466237.129,4312207.116,2454.624,,-105.38967865,38.95817222,2440.634,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 15:57:08.6 UTC-06:00,2024-04-24 15:57:11.6 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.549,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
117,,466237.054,4312207.257,2454.651,,-105.38967953,38.95817349,2440.660,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:57:54.8 UTC-06:00,2024-04-24 15:57:57.8 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.679,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
118,,466236.935,4312207.411,2454.742,,-105.38968091,38.95817487,2440.752,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 15:58:14.0 UTC-06:00,2024-04-24 15:58:17.0 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,162.822,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
119,,466236.750,4312207.611,2454.790,,-105.38968305,38.95817666,2440.800,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:58:33.4 UTC-06:00,2024-04-24 15:58:36.4 UTC-06:00,16,1.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.009,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
120,,466236.655,4312207.716,2454.911,,-105.38968415,38.95817761,2440.921,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 15:59:02.0 UTC-06:00,2024-04-24 15:59:05.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.104,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
121,,466236.456,4312207.849,2455.044,,-105.38968646,38.95817880,2441.054,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 15:59:21.2 UTC-06:00,2024-04-24 15:59:24.2 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.213,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
122,,466236.373,4312207.983,2455.115,,-105.38968742,38.95818000,2441.125,Global,0.010,0.012,0.012,0.016,2.134,m,FIX,2024-04-24 15:59:42.0 UTC-06:00,2024-04-24 15:59:45.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.346,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
123,,466236.255,4312208.090,2455.222,,-105.38968879,38.95818096,2441.232,Global,0.010,0.010,0.013,0.014,2.134,m,FIX,2024-04-24 15:59:59.4 UTC-06:00,2024-04-24 16:00:02.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.431,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
124,,466236.099,4312208.212,2455.426,,-105.38969059,38.95818206,2441.436,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 16:00:19.6 UTC-06:00,2024-04-24 16:00:22.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.528,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
125,,466236.026,4312208.298,2455.462,,-105.38969144,38.95818283,2441.472,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 16:00:43.6 UTC-06:00,2024-04-24 16:00:46.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.613,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
126,,466235.886,4312208.438,2455.548,,-105.38969306,38.95818408,2441.557,Global,0.010,0.010,0.011,0.014,2.134,m,FIX,2024-04-24 16:01:06.8 UTC-06:00,2024-04-24 16:01:09.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.739,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
127,,466235.741,4312208.621,2455.613,,-105.38969474,38.95818573,2441.623,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 16:01:23.8 UTC-06:00,2024-04-24 16:01:26.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,163.915,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
128,,466235.625,4312208.771,2455.670,,-105.38969610,38.95818707,2441.680,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-04-24 16:01:42.4 UTC-06:00,2024-04-24 16:01:45.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.056,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
129,,466235.494,4312208.901,2455.697,,-105.38969761,38.95818824,2441.707,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 16:02:03.0 UTC-06:00,2024-04-24 16:02:06.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.173,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
130,,466235.381,4312209.052,2455.736,,-105.38969893,38.95818959,2441.746,Global,0.010,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 16:02:21.8 UTC-06:00,2024-04-24 16:02:24.8 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.323,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
131,,466235.260,4312209.157,2455.821,,-105.38970032,38.95819054,2441.831,Global,0.010,0.013,0.011,0.016,2.134,m,FIX,2024-04-24 16:02:47.4 UTC-06:00,2024-04-24 16:02:50.4 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.426,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
132,,466235.164,4312209.078,2455.794,,-105.38970143,38.95818982,2441.804,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 16:03:03.8 UTC-06:00,2024-04-24 16:03:06.8 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.334,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
133,,466235.162,4312209.261,2455.789,,-105.38970146,38.95819147,2441.798,Global,0.010,0.011,0.014,0.015,2.134,m,FIX,2024-04-24 16:03:19.6 UTC-06:00,2024-04-24 16:03:22.6 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.509,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
134,,466235.389,4312209.263,2455.762,,-105.38969884,38.95819150,2441.772,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 16:03:34.0 UTC-06:00,2024-04-24 16:03:37.0 UTC-06:00,16,1.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.523,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
135,,466235.262,4312209.141,2455.817,,-105.38970031,38.95819039,2441.826,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 16:04:02.4 UTC-06:00,2024-04-24 16:04:05.4 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,164.395,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
136,,466250.113,4312192.425,2454.952,,-105.38952807,38.95804034,2440.961,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 16:05:52.0 UTC-06:00,2024-04-24 16:05:55.0 UTC-06:00,16,1.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,149.036,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
137,,466229.724,4311984.861,2456.352,,-105.38975315,38.95616915,2442.360,Global,0.011,0.013,0.011,0.017,2.134,m,FIX,2024-04-24 17:09:14.6 UTC-06:00,2024-04-24 17:09:17.6 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.082,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
138,,466229.744,4311984.738,2456.280,,-105.38975291,38.95616804,2442.288,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 17:09:31.2 UTC-06:00,2024-04-24 17:09:34.2 UTC-06:00,16,1.5,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.210,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
139,,466229.847,4311984.875,2456.360,,-105.38975173,38.95616927,2442.367,Global,0.012,0.011,0.013,0.017,2.134,m,FIX,2024-04-24 17:09:48.4 UTC-06:00,2024-04-24 17:09:51.4 UTC-06:00,16,1.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,62.064,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
