,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
164,164,165,,466227.758,4311984.217,2455.001,,-105.3897758,38.95616327,2441.008,Global,0.01,0.011,0.014,0.015,2.134,m,FIX,2024-07-22 15:02:57.2 UTC-06:00,2024-07-22 15:03:00.2 UTC-06:00,16,1.6,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.598,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311983.635000001,466229.42299999995,2453.003,POINT Z (466229.42299999995 4311983.635000001 2453.003)
165,165,166,,466227.586,4311984.205,2455.169,,-105.3897778,38.95616315,2441.177,Global,0.01,0.012,0.011,0.015,2.134,m,FIX,2024-07-22 15:03:08.2 UTC-06:00,2024-07-22 15:03:11.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.57,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311983.623000001,466229.251,2453.171,POINT Z (466229.251 4311983.623000001 2453.171)
166,166,167,,466227.365,4311984.101,2455.125,,-105.3897803,38.95616221,2441.133,Global,0.012,0.012,0.011,0.016,2.134,m,FIX,2024-07-22 15:03:21.6 UTC-06:00,2024-07-22 15:03:24.6 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.702,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.519,466229.02999999997,2453.127,POINT Z (466229.02999999997 4311983.519 2453.127)
167,167,168,,466227.16,4311984.105,2454.894,,-105.3897827,38.95616224,2440.902,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-07-22 15:03:40.8 UTC-06:00,2024-07-22 15:03:43.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.757,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.523000001,466228.82499999995,2452.8959999999997,POINT Z (466228.82499999995 4311983.523000001 2452.8959999999997)
168,168,169,,466226.976,4311983.979,2454.903,,-105.3897848,38.9561611,2440.911,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-07-22 15:03:55.4 UTC-06:00,2024-07-22 15:03:58.4 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.877,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.397000001,466228.641,2452.9049999999997,POINT Z (466228.641 4311983.397000001 2452.9049999999997)
169,169,170,,466226.819,4311983.99,2455.012,,-105.3897866,38.95616119,2441.02,Global,0.015,0.013,0.014,0.02,2.134,m,FIX,2024-07-22 15:04:07.0 UTC-06:00,2024-07-22 15:04:10.0 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.866,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.408000001,466228.484,2453.014,POINT Z (466228.484 4311983.408000001 2453.014)
170,170,171,,466226.595,4311983.954,2455.007,,-105.3897892,38.95616085,2441.015,Global,0.013,0.021,0.011,0.025,2.134,m,FIX,2024-07-22 15:04:18.6 UTC-06:00,2024-07-22 15:04:21.6 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,62.94,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.372,466228.25999999995,2453.009,POINT Z (466228.25999999995 4311983.372 2453.009)
171,171,172,,466226.371,4311983.891,2454.82,,-105.3897918,38.95616027,2440.827,Global,0.01,0.011,0.013,0.015,2.134,m,FIX,2024-07-22 15:04:36.0 UTC-06:00,2024-07-22 15:04:39.0 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.035,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.309,466228.03599999996,2452.822,POINT Z (466228.03599999996 4311983.309 2452.822)
172,172,173,,466226.188,4311983.851,2454.806,,-105.3897939,38.95615991,2440.813,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 15:05:22.8 UTC-06:00,2024-07-22 15:05:25.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.072,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311983.269,466227.853,2452.808,POINT Z (466227.853 4311983.269 2452.808)
173,173,174,,466226.0,4311983.866,2454.997,,-105.3897961,38.95616004,2441.004,Global,0.013,0.021,0.012,0.024,2.134,m,FIX,2024-07-22 15:05:31.0 UTC-06:00,2024-07-22 15:05:34.0 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.054,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.284000001,466227.665,2452.999,POINT Z (466227.665 4311983.284000001 2452.999)
174,174,175,,466225.796,4311983.769,2454.814,,-105.3897984,38.95615916,2440.821,Global,0.01,0.011,0.013,0.015,2.134,m,FIX,2024-07-22 15:05:46.2 UTC-06:00,2024-07-22 15:05:49.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.183,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311983.187000001,466227.46099999995,2452.816,POINT Z (466227.46099999995 4311983.187000001 2452.816)
175,175,176,,466225.591,4311983.704,2454.85,,-105.3898008,38.95615856,2440.858,Global,0.01,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 15:06:03.8 UTC-06:00,2024-07-22 15:06:06.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.25,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.122,466227.256,2452.852,POINT Z (466227.256 4311983.122 2452.852)
176,176,177,,466225.41,4311983.746,2454.792,,-105.3898029,38.95615893,2440.8,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 15:06:25.6 UTC-06:00,2024-07-22 15:06:28.6 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.238,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.164000001,466227.07499999995,2452.794,POINT Z (466227.07499999995 4311983.164000001 2452.794)
177,177,178,,466225.163,4311983.715,2454.785,,-105.3898057,38.95615865,2440.793,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 15:06:43.6 UTC-06:00,2024-07-22 15:06:46.6 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.283,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.133,466226.828,2452.787,POINT Z (466226.828 4311983.133 2452.787)
178,178,179,,466225.009,4311983.761,2454.748,,-105.3898075,38.95615905,2440.755,Global,0.011,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 15:07:01.8 UTC-06:00,2024-07-22 15:07:04.8 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.257,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4311983.1790000005,466226.674,2452.75,POINT Z (466226.674 4311983.1790000005 2452.75)
179,179,180,,466224.827,4311983.676,2454.752,,-105.3898096,38.95615828,2440.759,Global,0.012,0.011,0.018,0.017,2.134,m,FIX,2024-07-22 15:07:18.2 UTC-06:00,2024-07-22 15:07:21.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.351,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311983.0940000005,466226.49199999997,2452.754,POINT Z (466226.49199999997 4311983.0940000005 2452.754)
180,180,181,,466224.619,4311983.64,2454.704,,-105.389812,38.95615794,2440.712,Global,0.012,0.014,0.016,0.019,2.134,m,FIX,2024-07-22 15:07:47.6 UTC-06:00,2024-07-22 15:07:50.6 UTC-06:00,16,1.9,2.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.415,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4311983.058,466226.284,2452.706,POINT Z (466226.284 4311983.058 2452.706)
181,181,182,,466224.45,4311983.617,2454.704,,-105.389814,38.95615773,2440.712,Global,0.011,0.012,0.013,0.016,2.134,m,FIX,2024-07-22 15:08:57.4 UTC-06:00,2024-07-22 15:09:00.4 UTC-06:00,16,1.9,2.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.461,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4311983.035,466226.115,2452.706,POINT Z (466226.115 4311983.035 2452.706)
182,182,183,,466224.287,4311983.565,2454.756,,-105.3898158,38.95615726,2440.763,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-07-22 15:09:34.2 UTC-06:00,2024-07-22 15:09:37.2 UTC-06:00,16,1.7,2.1,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.509,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,6,6,0,4311982.983000001,466225.952,2452.758,POINT Z (466225.952 4311982.983000001 2452.758)
183,183,184,,466224.038,4311983.556,2454.756,,-105.3898187,38.95615717,2440.763,Global,0.012,0.023,0.012,0.026,2.134,m,FIX,2024-07-22 15:09:56.4 UTC-06:00,2024-07-22 15:09:59.4 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.571,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4311982.974,466225.703,2452.758,POINT Z (466225.703 4311982.974 2452.758)
184,184,185,,466223.813,4311983.486,2454.708,,-105.3898213,38.95615653,2440.716,Global,0.011,0.013,0.013,0.017,2.134,m,FIX,2024-07-22 15:10:31.6 UTC-06:00,2024-07-22 15:10:34.6 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.655,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,6,6,0,4311982.904,466225.478,2452.71,POINT Z (466225.478 4311982.904 2452.71)
185,185,186,,466223.599,4311983.514,2454.683,,-105.3898238,38.95615677,2440.69,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 15:11:01.2 UTC-06:00,2024-07-22 15:11:04.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.655,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311982.932000001,466225.26399999997,2452.685,POINT Z (466225.26399999997 4311982.932000001 2452.685)
186,186,187,,466223.438,4311983.41,2454.676,,-105.3898256,38.95615583,2440.684,Global,0.011,0.012,0.013,0.016,2.134,m,FIX,2024-07-22 15:11:43.2 UTC-06:00,2024-07-22 15:11:46.2 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.76,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,6,6,0,4311982.828000001,466225.103,2452.678,POINT Z (466225.103 4311982.828000001 2452.678)
187,187,188,,466223.267,4311983.36,2454.676,,-105.3898276,38.95615537,2440.683,Global,0.012,0.013,0.011,0.017,2.134,m,FIX,2024-07-22 15:11:52.0 UTC-06:00,2024-07-22 15:11:55.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.817,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,4311982.778000001,466224.932,2452.678,POINT Z (466224.932 4311982.778000001 2452.678)
188,188,189,,466223.052,4311983.437,2454.635,,-105.3898301,38.95615606,2440.643,Global,0.011,0.01,0.012,0.015,2.134,m,FIX,2024-07-22 15:12:11.4 UTC-06:00,2024-07-22 15:12:14.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.792,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,6,6,0,4311982.855,466224.717,2452.637,POINT Z (466224.717 4311982.855 2452.637)
189,189,190,,466222.841,4311983.397,2454.621,,-105.3898325,38.95615569,2440.628,Global,0.01,0.012,0.01,0.016,2.134,m,FIX,2024-07-22 15:12:24.8 UTC-06:00,2024-07-22 15:12:27.8 UTC-06:00,16,1.2,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.846,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,4311982.815,466224.506,2452.623,POINT Z (466224.506 4311982.815 2452.623)
190,190,191,,466222.628,4311983.339,2454.559,,-105.389835,38.95615515,2440.567,Global,0.012,0.01,0.011,0.016,2.134,m,FIX,2024-07-22 15:12:35.4 UTC-06:00,2024-07-22 15:12:38.4 UTC-06:00,16,1.2,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,63.954,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,6,0,4311982.757,466224.293,2452.561,POINT Z (466224.293 4311982.757 2452.561)
191,191,192,,466222.417,4311983.309,2454.528,,-105.3898374,38.95615488,2440.536,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 15:13:03.2 UTC-06:00,2024-07-22 15:13:06.2 UTC-06:00,16,1.2,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.004,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,7,0,4311982.727000001,466224.082,2452.5299999999997,POINT Z (466224.082 4311982.727000001 2452.5299999999997)
192,192,193,,466222.251,4311983.222,2454.536,,-105.3898393,38.95615408,2440.543,Global,0.011,0.014,0.011,0.018,2.134,m,FIX,2024-07-22 15:13:19.2 UTC-06:00,2024-07-22 15:13:22.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.111,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,7,0,4311982.640000001,466223.91599999997,2452.538,POINT Z (466223.91599999997 4311982.640000001 2452.538)
193,193,194,,466222.089,4311983.041,2454.569,,-105.3898412,38.95615246,2440.577,Global,0.014,0.021,0.01,0.025,2.134,m,FIX,2024-07-22 15:13:41.4 UTC-06:00,2024-07-22 15:13:44.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.274,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,6,7,0,4311982.459000001,466223.75399999996,2452.571,POINT Z (466223.75399999996 4311982.459000001 2452.571)
194,194,195,,466221.871,4311983.172,2454.414,,-105.3898437,38.95615362,2440.422,Global,0.013,0.012,0.012,0.018,2.134,m,FIX,2024-07-22 15:14:24.6 UTC-06:00,2024-07-22 15:14:27.6 UTC-06:00,16,1.2,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.24,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311982.590000001,466223.53599999996,2452.416,POINT Z (466223.53599999996 4311982.590000001 2452.416)
195,195,196,,466221.714,4311983.005,2454.411,,-105.3898455,38.95615211,2440.419,Global,0.013,0.012,0.01,0.018,2.134,m,FIX,2024-07-22 15:14:48.2 UTC-06:00,2024-07-22 15:14:51.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.422,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,7,6,6,0,4311982.423,466223.37899999996,2452.413,POINT Z (466223.37899999996 4311982.423 2452.413)
196,196,197,,466221.508,4311982.997,2454.4,,-105.3898479,38.95615204,2440.408,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-07-22 15:14:58.0 UTC-06:00,2024-07-22 15:15:01.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.46,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,7,6,6,0,4311982.415000001,466223.17299999995,2452.402,POINT Z (466223.17299999995 4311982.415000001 2452.402)
197,197,198,,466221.315,4311982.937,2454.439,,-105.3898501,38.95615149,2440.447,Global,0.016,0.015,0.011,0.022,2.134,m,FIX,2024-07-22 15:15:19.1 UTC-06:00,2024-07-22 15:15:22.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.544,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,7,6,6,0,4311982.355,466222.98,2452.441,POINT Z (466222.98 4311982.355 2452.441)
198,198,199,,466221.099,4311982.886,2454.404,,-105.3898526,38.95615102,2440.411,Global,0.02,0.011,0.01,0.023,2.134,m,FIX,2024-07-22 15:16:08.8 UTC-06:00,2024-07-22 15:16:11.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.611,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311982.3040000005,466222.76399999997,2452.406,POINT Z (466222.76399999997 4311982.3040000005 2452.406)
199,199,200,,466220.927,4311983.006,2454.375,,-105.3898546,38.9561521,2440.383,Global,0.012,0.015,0.011,0.019,2.134,m,FIX,2024-07-22 15:16:54.6 UTC-06:00,2024-07-22 15:16:57.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.51,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4311982.424000001,466222.592,2452.377,POINT Z (466222.592 4311982.424000001 2452.377)
200,200,201,,466220.66,4311982.944,2454.942,,-105.3898577,38.95615152,2440.949,Global,0.019,0.016,0.011,0.025,2.134,m,FIX,2024-07-22 15:17:12.0 UTC-06:00,2024-07-22 15:17:15.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.513,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,7,0,4311982.362000001,466222.32499999995,2452.944,POINT Z (466222.32499999995 4311982.362000001 2452.944)
201,201,202,,466220.465,4311982.933,2454.992,,-105.3898599,38.95615142,2440.999,Global,0.016,0.021,0.01,0.026,2.134,m,FIX,2024-07-22 15:17:25.2 UTC-06:00,2024-07-22 15:17:28.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.578,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,7,0,4311982.351000001,466222.13,2452.994,POINT Z (466222.13 4311982.351000001 2452.994)
202,202,203,,466220.322,4311982.852,2455.01,,-105.3898616,38.95615068,2441.017,Global,0.015,0.04,0.011,0.043,2.134,m,FIX,2024-07-22 15:17:45.6 UTC-06:00,2024-07-22 15:17:48.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.698,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,7,6,6,0,4311982.2700000005,466221.98699999996,2453.012,POINT Z (466221.98699999996 4311982.2700000005 2453.012)
203,203,204,,466220.107,4311982.743,2455.03,,-105.389864,38.95614969,2441.038,Global,0.011,0.014,0.012,0.018,2.134,m,FIX,2024-07-22 15:18:03.8 UTC-06:00,2024-07-22 15:18:06.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.785,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311982.161,466221.772,2453.032,POINT Z (466221.772 4311982.161 2453.032)
204,204,205,,466219.922,4311982.744,2454.947,,-105.3898662,38.9561497,2440.955,Global,0.014,0.012,0.011,0.019,2.134,m,FIX,2024-07-22 15:18:33.4 UTC-06:00,2024-07-22 15:18:36.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.806,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4311982.1620000005,466221.587,2452.949,POINT Z (466221.587 4311982.1620000005 2452.949)
205,205,206,,466219.759,4311982.69,2454.822,,-105.3898681,38.9561492,2440.83,Global,0.016,0.019,0.01,0.025,2.134,m,FIX,2024-07-22 15:18:55.2 UTC-06:00,2024-07-22 15:18:58.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.916,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,6,6,0,4311982.108000001,466221.424,2452.824,POINT Z (466221.424 4311982.108000001 2452.824)
206,206,207,,466219.517,4311982.677,2454.751,,-105.3898708,38.95614907,2440.759,Global,0.015,0.016,0.012,0.022,2.134,m,FIX,2024-07-22 15:19:04.4 UTC-06:00,2024-07-22 15:19:07.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.981,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,6,6,0,4311982.095000001,466221.182,2452.753,POINT Z (466221.182 4311982.095000001 2452.753)
207,207,208,,466219.32,4311982.718,2454.729,,-105.3898731,38.95614944,2440.737,Global,0.011,0.014,0.01,0.018,2.134,m,FIX,2024-07-22 15:19:16.8 UTC-06:00,2024-07-22 15:19:19.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,64.988,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,8,6,6,0,4311982.136000001,466220.985,2452.7309999999998,POINT Z (466220.985 4311982.136000001 2452.7309999999998)
208,208,209,,466219.142,4311982.546,2454.748,,-105.3898752,38.95614788,2440.756,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 15:19:29.4 UTC-06:00,2024-07-22 15:19:32.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.177,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311981.964000001,466220.807,2452.75,POINT Z (466220.807 4311981.964000001 2452.75)
209,209,210,,466218.96,4311982.493,2454.765,,-105.3898773,38.95614739,2440.773,Global,0.012,0.017,0.013,0.021,2.134,m,FIX,2024-07-22 15:19:42.4 UTC-06:00,2024-07-22 15:19:45.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.245,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,7,6,6,0,4311981.911,466220.625,2452.767,POINT Z (466220.625 4311981.911 2452.767)
210,210,211,,466218.759,4311982.481,2454.818,,-105.3898796,38.95614727,2440.826,Global,0.01,0.013,0.01,0.017,2.134,m,FIX,2024-07-22 15:19:55.2 UTC-06:00,2024-07-22 15:19:58.2 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.296,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,7,6,7,0,4311981.899,466220.424,2452.82,POINT Z (466220.424 4311981.899 2452.82)
211,211,212,,466218.571,4311982.426,2454.882,,-105.3898817,38.95614678,2440.89,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 15:20:14.6 UTC-06:00,2024-07-22 15:20:17.6 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.356,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311981.8440000005,466220.236,2452.884,POINT Z (466220.236 4311981.8440000005 2452.884)
212,212,213,,466218.361,4311982.415,2454.94,,-105.3898842,38.95614667,2440.947,Global,0.012,0.012,0.011,0.018,2.134,m,FIX,2024-07-22 15:20:26.2 UTC-06:00,2024-07-22 15:20:29.2 UTC-06:00,16,1.1,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.408,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311981.833000001,466220.02599999995,2452.942,POINT Z (466220.02599999995 4311981.833000001 2452.942)
213,213,214,,466218.155,4311982.35,2454.954,,-105.3898866,38.95614607,2440.961,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 15:20:42.2 UTC-06:00,2024-07-22 15:20:45.2 UTC-06:00,16,1.2,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.508,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,6,0,4311981.768,466219.82,2452.956,POINT Z (466219.82 4311981.768 2452.956)
214,214,215,,466217.974,4311982.316,2454.906,,-105.3898886,38.95614576,2440.914,Global,0.013,0.012,0.011,0.018,2.134,m,FIX,2024-07-22 15:20:53.6 UTC-06:00,2024-07-22 15:20:56.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.563,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311981.734,466219.63899999997,2452.908,POINT Z (466219.63899999997 4311981.734 2452.908)
215,215,216,,466217.746,4311982.217,2454.894,,-105.3898913,38.95614486,2440.902,Global,0.015,0.011,0.012,0.018,2.134,m,FIX,2024-07-22 15:21:04.8 UTC-06:00,2024-07-22 15:21:07.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.719,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4311981.635000001,466219.41099999996,2452.8959999999997,POINT Z (466219.41099999996 4311981.635000001 2452.8959999999997)
216,216,217,,466217.58,4311982.185,2454.692,,-105.3898932,38.95614457,2440.7,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 15:21:13.4 UTC-06:00,2024-07-22 15:21:16.4 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.815,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4311981.603,466219.245,2452.694,POINT Z (466219.245 4311981.603 2452.694)
217,217,218,,466217.356,4311982.212,2454.646,,-105.3898958,38.9561448,2440.654,Global,0.01,0.018,0.01,0.021,2.134,m,FIX,2024-07-22 15:21:28.4 UTC-06:00,2024-07-22 15:21:31.4 UTC-06:00,16,1.2,1.3,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,65.84,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,8,5,6,0,4311981.630000001,466219.021,2452.648,POINT Z (466219.021 4311981.630000001 2452.648)
