Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
11,,468067.807,4313270.514,2431.495,,-105.36859971,38.96782338,2417.474,Global,0.015,0.011,0.010,0.018,2.134,m,FIX,2024-08-06 09:12:05.6 UTC-06:00,2024-08-06 09:12:08.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,340.058,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,7,4,0
12,,468067.814,4313270.698,2431.304,,-105.36859964,38.96782503,2417.284,Global,0.013,0.011,0.010,0.016,2.134,m,FIX,2024-08-06 09:12:16.2 UTC-06:00,2024-08-06 09:12:19.2 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,340.061,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,7,4,0
13,,468067.868,4313270.883,2431.141,,-105.36859902,38.96782670,2417.121,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-08-06 09:12:32.4 UTC-06:00,2024-08-06 09:12:35.4 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.979,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,7,4,0
14,,468067.908,4313270.985,2431.051,,-105.36859857,38.96782762,2417.030,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-08-06 09:12:50.4 UTC-06:00,2024-08-06 09:12:53.4 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.925,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
15,,468067.952,4313271.199,2430.909,,-105.36859807,38.96782956,2416.889,Global,0.011,0.011,0.013,0.015,2.134,m,FIX,2024-08-06 09:13:37.6 UTC-06:00,2024-08-06 09:13:40.6 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.862,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
16,,468067.977,4313271.390,2430.806,,-105.36859779,38.96783128,2416.786,Global,0.012,0.011,0.013,0.016,2.134,m,FIX,2024-08-06 09:13:52.4 UTC-06:00,2024-08-06 09:13:55.4 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.826,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
17,,468068.010,4313271.513,2430.739,,-105.36859742,38.96783238,2416.719,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-08-06 09:14:06.0 UTC-06:00,2024-08-06 09:14:09.0 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.787,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,8,4,0
18,,468068.014,4313271.767,2430.648,,-105.36859738,38.96783467,2416.627,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-08-06 09:14:25.8 UTC-06:00,2024-08-06 09:14:28.8 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.741,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
19,,468068.040,4313271.815,2430.497,,-105.36859708,38.96783510,2416.477,Global,0.011,0.011,0.010,0.016,2.134,m,FIX,2024-08-06 09:14:38.2 UTC-06:00,2024-08-06 09:14:41.2 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.718,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
20,,468068.103,4313272.028,2430.455,,-105.36859636,38.96783703,2416.435,Global,0.016,0.028,0.010,0.032,2.134,m,FIX,2024-08-06 09:14:55.0 UTC-06:00,2024-08-06 09:14:58.0 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.624,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
21,,468068.149,4313272.167,2430.404,,-105.36859584,38.96783828,2416.384,Global,0.010,0.011,0.010,0.015,2.134,m,FIX,2024-08-06 09:15:05.8 UTC-06:00,2024-08-06 09:15:08.8 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.577,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
22,,468068.194,4313272.524,2430.004,,-105.36859534,38.96784150,2415.984,Global,0.011,0.019,0.011,0.022,2.134,m,FIX,2024-08-06 09:15:33.4 UTC-06:00,2024-08-06 09:15:36.4 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.505,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
23,,468068.248,4313272.688,2429.943,,-105.36859472,38.96784298,2415.922,Global,0.011,0.012,0.010,0.016,2.134,m,FIX,2024-08-06 09:15:48.2 UTC-06:00,2024-08-06 09:15:51.2 UTC-06:00,16,1.3,1.5,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.429,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
24,,468068.298,4313272.838,2429.942,,-105.36859415,38.96784434,2415.921,Global,0.029,0.017,0.011,0.033,2.134,m,FIX,2024-08-06 09:15:54.0 UTC-06:00,2024-08-06 09:15:57.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.383,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
25,,468068.344,4313273.006,2429.752,,-105.36859363,38.96784585,2415.731,Global,0.013,0.011,0.010,0.017,2.134,m,FIX,2024-08-06 09:16:10.4 UTC-06:00,2024-08-06 09:16:13.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.313,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
26,,468068.345,4313273.121,2429.657,,-105.36859362,38.96784688,2415.637,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-08-06 09:16:18.4 UTC-06:00,2024-08-06 09:16:21.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.300,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
27,,468068.419,4313273.230,2429.614,,-105.36859277,38.96784787,2415.593,Global,0.012,0.017,0.010,0.020,2.134,m,FIX,2024-08-06 09:16:32.0 UTC-06:00,2024-08-06 09:16:35.0 UTC-06:00,16,1.5,1.8,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.200,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,8,4,0
28,,468068.436,4313273.433,2429.559,,-105.36859259,38.96784970,2415.538,Global,0.015,0.010,0.010,0.018,2.134,m,FIX,2024-08-06 09:16:41.2 UTC-06:00,2024-08-06 09:16:44.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.190,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,8,4,0
29,,468068.525,4313273.607,2429.634,,-105.36859157,38.96785127,2415.614,Global,0.012,0.015,0.010,0.020,2.134,m,FIX,2024-08-06 09:16:54.0 UTC-06:00,2024-08-06 09:16:57.0 UTC-06:00,16,1.5,1.8,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,339.078,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,6,8,4,0
30,,468068.591,4313273.820,2429.620,,-105.36859081,38.96785320,2415.599,Global,0.012,0.012,0.010,0.017,2.134,m,FIX,2024-08-06 09:17:18.0 UTC-06:00,2024-08-06 09:17:21.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.992,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
31,,468068.626,4313273.980,2429.622,,-105.36859042,38.96785464,2415.601,Global,0.016,0.012,0.010,0.020,2.134,m,FIX,2024-08-06 09:17:30.8 UTC-06:00,2024-08-06 09:17:33.8 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.957,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
32,,468068.614,4313274.149,2429.569,,-105.36859057,38.96785615,2415.549,Global,0.011,0.013,0.010,0.017,2.134,m,FIX,2024-08-06 09:17:39.6 UTC-06:00,2024-08-06 09:17:42.6 UTC-06:00,16,1.4,1.7,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.950,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,8,4,0
33,,468068.657,4313274.316,2429.503,,-105.36859007,38.96785767,2415.483,Global,0.012,0.015,0.010,0.019,2.134,m,FIX,2024-08-06 09:17:46.2 UTC-06:00,2024-08-06 09:17:49.2 UTC-06:00,16,1.4,1.7,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.874,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,8,4,0
34,,468068.712,4313274.484,2429.431,,-105.36858944,38.96785918,2415.410,Global,0.015,0.022,0.011,0.026,2.134,m,FIX,2024-08-06 09:17:53.8 UTC-06:00,2024-08-06 09:17:56.8 UTC-06:00,16,1.4,1.7,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.819,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,8,4,0
35,,468068.811,4313274.548,2429.169,,-105.36858831,38.96785976,2415.149,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-08-06 09:18:03.6 UTC-06:00,2024-08-06 09:18:06.6 UTC-06:00,16,1.5,1.8,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.710,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,8,4,0
36,,468068.942,4313274.705,2428.439,,-105.36858681,38.96786118,2414.418,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-08-06 09:18:22.4 UTC-06:00,2024-08-06 09:18:25.4 UTC-06:00,16,1.4,1.7,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.563,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,5,5,8,4,0
37,,468068.876,4313274.913,2428.400,,-105.36858757,38.96786305,2414.380,Global,0.015,0.012,0.010,0.019,2.134,m,FIX,2024-08-06 09:19:06.8 UTC-06:00,2024-08-06 09:19:09.8 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.600,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
38,,468068.986,4313275.076,2428.388,,-105.36858632,38.96786452,2414.368,Global,0.012,0.014,0.011,0.019,2.134,m,FIX,2024-08-06 09:19:14.0 UTC-06:00,2024-08-06 09:19:17.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.477,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
39,,468069.048,4313275.255,2428.327,,-105.36858561,38.96786614,2414.306,Global,0.015,0.014,0.011,0.021,2.134,m,FIX,2024-08-06 09:19:21.4 UTC-06:00,2024-08-06 09:19:24.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.417,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
40,,468069.109,4313275.410,2428.297,,-105.36858491,38.96786754,2414.277,Global,0.012,0.022,0.010,0.025,2.134,m,FIX,2024-08-06 09:19:27.6 UTC-06:00,2024-08-06 09:19:30.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.330,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
41,,468069.119,4313275.599,2428.195,,-105.36858481,38.96786924,2414.174,Global,0.013,0.015,0.010,0.020,2.134,m,FIX,2024-08-06 09:19:34.0 UTC-06:00,2024-08-06 09:19:37.0 UTC-06:00,16,1.4,1.7,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.320,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
42,,468069.163,4313275.783,2428.183,,-105.36858430,38.96787090,2414.162,Global,0.015,0.013,0.010,0.020,2.134,m,FIX,2024-08-06 09:19:40.0 UTC-06:00,2024-08-06 09:19:43.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.245,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
43,,468069.198,4313275.914,2428.139,,-105.36858390,38.96787209,2414.119,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-08-06 09:19:45.8 UTC-06:00,2024-08-06 09:19:48.8 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.203,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
44,,468069.261,4313276.064,2428.088,,-105.36858318,38.96787344,2414.067,Global,0.016,0.010,0.010,0.019,2.134,m,FIX,2024-08-06 09:19:51.2 UTC-06:00,2024-08-06 09:19:54.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.130,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
45,,468069.311,4313276.198,2428.036,,-105.36858262,38.96787465,2414.016,Global,0.012,0.011,0.010,0.016,2.134,m,FIX,2024-08-06 09:19:56.4 UTC-06:00,2024-08-06 09:19:59.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.082,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
46,,468069.324,4313276.396,2428.006,,-105.36858248,38.96787643,2413.985,Global,0.024,0.024,0.010,0.034,2.134,m,FIX,2024-08-06 09:20:01.6 UTC-06:00,2024-08-06 09:20:04.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,338.034,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
47,,468069.400,4313276.592,2427.967,,-105.36858161,38.96787820,2413.946,Global,0.011,0.013,0.011,0.018,2.134,m,FIX,2024-08-06 09:20:09.4 UTC-06:00,2024-08-06 09:20:12.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.964,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
48,,468069.435,4313276.783,2427.909,,-105.36858121,38.96787992,2413.889,Global,0.013,0.019,0.010,0.023,2.134,m,FIX,2024-08-06 09:20:15.4 UTC-06:00,2024-08-06 09:20:18.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.905,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
49,,468069.499,4313276.950,2427.794,,-105.36858048,38.96788143,2413.774,Global,0.011,0.014,0.011,0.017,2.134,m,FIX,2024-08-06 09:20:23.6 UTC-06:00,2024-08-06 09:20:26.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.836,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,8,4,0
50,,468069.518,4313277.108,2427.712,,-105.36858027,38.96788285,2413.692,Global,0.014,0.027,0.011,0.030,2.134,m,FIX,2024-08-06 09:20:29.6 UTC-06:00,2024-08-06 09:20:32.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.815,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
51,,468069.558,4313277.296,2427.565,,-105.36857982,38.96788455,2413.544,Global,0.011,0.012,0.014,0.017,2.134,m,FIX,2024-08-06 09:20:48.0 UTC-06:00,2024-08-06 09:20:51.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.765,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
52,,468069.631,4313277.470,2427.524,,-105.36857898,38.96788612,2413.503,Global,0.045,0.024,0.012,0.051,2.134,m,FIX,2024-08-06 09:20:54.2 UTC-06:00,2024-08-06 09:20:57.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.708,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
53,,468069.623,4313277.586,2427.366,,-105.36857908,38.96788717,2413.346,Global,0.014,0.030,0.010,0.033,2.134,m,FIX,2024-08-06 09:21:03.2 UTC-06:00,2024-08-06 09:21:06.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.669,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
54,,468069.645,4313277.787,2427.265,,-105.36857884,38.96788898,2413.245,Global,0.013,0.015,0.010,0.020,2.134,m,FIX,2024-08-06 09:21:12.6 UTC-06:00,2024-08-06 09:21:15.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.625,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
55,,468069.653,4313277.939,2427.145,,-105.36857875,38.96789035,2413.124,Global,0.016,0.017,0.010,0.023,2.134,m,FIX,2024-08-06 09:21:18.8 UTC-06:00,2024-08-06 09:21:21.8 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.618,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
56,,468069.744,4313278.156,2427.014,,-105.36857771,38.96789231,2412.993,Global,0.031,0.021,0.011,0.037,2.134,m,FIX,2024-08-06 09:21:29.0 UTC-06:00,2024-08-06 09:21:32.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.550,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
57,,468069.741,4313278.292,2426.982,,-105.36857775,38.96789353,2412.962,Global,0.011,0.013,0.010,0.017,2.134,m,FIX,2024-08-06 09:21:35.8 UTC-06:00,2024-08-06 09:21:38.8 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.505,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
58,,468069.781,4313278.522,2426.898,,-105.36857730,38.96789561,2412.878,Global,0.020,0.030,0.012,0.036,2.134,m,FIX,2024-08-06 09:21:42.0 UTC-06:00,2024-08-06 09:21:45.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.475,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
59,,468069.820,4313278.661,2426.853,,-105.36857685,38.96789686,2412.833,Global,0.012,0.012,0.014,0.017,2.134,m,FIX,2024-08-06 09:21:48.0 UTC-06:00,2024-08-06 09:21:51.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.388,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
60,,468069.863,4313278.823,2426.830,,-105.36857637,38.96789833,2412.809,Global,0.012,0.025,0.011,0.028,2.134,m,FIX,2024-08-06 09:21:54.2 UTC-06:00,2024-08-06 09:21:57.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.335,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
61,,468069.999,4313279.069,2426.718,,-105.36857481,38.96790054,2412.698,Global,0.021,0.018,0.011,0.027,2.134,m,FIX,2024-08-06 09:22:00.2 UTC-06:00,2024-08-06 09:22:03.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.219,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
62,,468070.029,4313279.254,2426.603,,-105.36857447,38.96790221,2412.582,Global,0.042,0.012,0.012,0.044,2.134,m,FIX,2024-08-06 09:22:12.2 UTC-06:00,2024-08-06 09:22:15.2 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.190,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
63,,468070.014,4313279.539,2426.389,,-105.36857465,38.96790478,2412.369,Global,0.051,0.016,0.010,0.053,2.134,m,FIX,2024-08-06 09:22:30.6 UTC-06:00,2024-08-06 09:22:33.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.180,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
64,,468070.124,4313279.694,2426.204,,-105.36857339,38.96790618,2412.183,Global,0.057,0.019,0.011,0.060,2.134,m,FIX,2024-08-06 09:22:37.4 UTC-06:00,2024-08-06 09:22:40.4 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.103,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
65,,468070.071,4313279.853,2426.187,,-105.36857402,38.96790761,2412.167,Global,0.012,0.011,0.010,0.016,2.134,m,FIX,2024-08-06 09:22:50.0 UTC-06:00,2024-08-06 09:22:53.0 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,337.069,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,8,4,0
66,,468070.234,4313280.197,2425.868,,-105.36857214,38.96791071,2411.847,Global,0.053,0.013,0.014,0.054,2.134,m,FIX,2024-08-06 09:22:59.6 UTC-06:00,2024-08-06 09:23:02.6 UTC-06:00,16,1.4,1.6,468406.204,4313301.241,2429.384,-105.36469502,38.96811254,2415.356,336.944,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,8,4,0
