-105.09274546038856	39.100975263841754	2350.911
-105.36699154248149	38.96788219438756	2412.341
-105.36783416756585	38.96814371339111	2411.023
-105.36845036362226	38.96820650382558	2411.684
-105.36887598755777	38.96820892379504	2412.194
-105.3689756783194	38.96798244464315	2411.96
-105.36858952108197	38.96788111000115	2411.248
-105.36787736744454	38.96776120907858	2411.063
-105.36636363705364	38.96806519478025	2407.652
-105.36596342791935	38.96823068283042	2407.606
-105.36640524170241	38.968305806325965	2408.134
-105.36604906492697	38.96840519878966	2407.798
-105.36511029228362	38.968792773213266	2407.585
-105.36490483194754	38.96873228144884	2407.825
-105.36565381705418	38.9689561247691	2409.241
-105.36564919858091	38.968955036846204	2409.163
-105.36564484717123	38.96895392584969	2409.065
-105.36563990155891	38.96895202087752	2408.901
-105.36563488655925	38.9689505536562	2408.743
-105.36561959541834	38.96894634712119	2408.414
-105.36561325604414	38.9689452928714	2408.524
-105.36560788632188	38.968942485131336	2408.143
-105.36560192260136	38.9689404768297	2407.991
-105.36559829498871	38.96893954492667	2407.916
-105.36559407619167	38.968938071257966	2407.811
-105.36558918042891	38.968936699833066	2407.698
-105.3655839524551	38.96893443009263	2407.66
-105.36557918124996	38.96893366785366	2407.561
-105.3655725441291	38.9689317169557	2407.541
-105.365565327265	38.96893038614062	2407.515
-105.3655607328628	38.96892870522941	2407.478
-105.36555370911223	38.9689261054431	2407.49
-105.36554673990133	38.96892470560202	2407.474
-105.36553968588274	38.9689219062985	2407.47
-105.36553334865073	38.96892082514132	2407.389
-105.3655269461886	38.96891867855457	2407.425
-105.3655211902929	38.96891724745939	2407.427
-105.36551504373979	38.96891565340476	2407.428
-105.3655095492057	38.968914270977926	2407.397
-105.36550171999238	38.968911794214726	2407.347
-105.3654931799812	38.96890926501682	2407.315
-105.36548554454772	38.968906671606874	2407.367
-105.36547902063265	38.968904312082046	2407.373
-105.36547276767733	38.968902460807314	2407.439
-105.36546580581327	38.96890009807287	2407.469
-105.36546008635537	38.96889835365973	2407.466
-105.36545525516375	38.96889689533414	2407.509
-105.36544790851183	38.968894585978425	2407.489
-105.36543978301607	38.96889249996249	2407.548
-105.36543243732689	38.96889061375982	2407.536
-105.36542614023087	38.96888815719146	2407.587
-105.3654139387035	38.968884397361734	2407.582
-105.36540723924885	38.968882650487664	2407.62
-105.36540258892524	38.968881092893554	2407.602
-105.36539497861203	38.968878473687724	2407.57
-105.365389610446	38.968877097376435	2407.535
