point,easting,northing,elevationj,code
1534,4328335.035,988082.401,2410.431,tr
1535,4328334.826,988082.418,2410.459,tr
1536,4328334.612,988082.404,2410.47,tr
1537,4328334.423,988082.393,2410.465,tr
1538,4328334.204,988082.342,2410.447,tr
1539,4328334.01,988082.32,2410.485,tr
1540,4328333.818,988082.347,2410.503,tr
1541,4328333.631,988082.308,2410.501,tr
1542,4328333.418,988082.338,2410.473,tr
1543,4328333.25,988082.315,2410.448,tr
1544,4328333.009,988082.401,2410.448,tr
1545,4328332.81,988082.413,2410.414,tr
1546,4328332.611,988082.45,2410.393,tr
1547,4328332.415,988082.478,2410.322,tr
1548,4328332.209,988082.445,2410.315,tr
1549,4328331.996,988082.42,2410.292,tr
1550,4328331.799,988082.455,2410.263,tr
1551,4328331.603,988082.351,2410.32,tr
1552,4328331.406,988082.339,2410.325,tr
1553,4328331.223,988082.295,2410.351,tr
1554,4328331.008,988082.274,2410.402,tr
1555,4328330.817,988082.311,2410.4,tr
1556,4328330.599,988082.301,2410.398,tr
1557,4328330.405,988082.209,2410.37,tr
1558,4328330.218,988082.181,2410.364,tr
1559,4328329.987,988082.195,2410.337,tr
1560,4328329.814,988082.213,2410.36,tr
1561,4328329.584,988082.289,2410.39,tr
1562,4328329.402,988082.293,2410.359,tr
1563,4328329.197,988082.229,2410.328,tr
1564,4328328.988,988082.209,2410.392,tr
1565,4328328.807,988082.177,2410.399,tr
1566,4328328.624,988082.184,2410.421,tr
1567,4328328.412,988082.196,2410.442,tr
1568,4328328.24,988082.189,2410.454,tr
1569,4328328.006,988082.164,2410.5,tr
1570,4328327.809,988082.192,2410.545,tr
1571,4328327.605,988082.167,2410.567,tr
1572,4328327.394,988082.162,2410.601,tr
1573,4328327.199,988082.109,2410.607,tr
1574,4328326.988,988082.101,2410.667,tr
1575,4328326.828,988082.076,2410.716,tr
1576,4328326.621,988081.99,2410.751,tr
1577,4328326.408,988082.092,2410.75,tr
1578,4328326.204,988082.194,2410.744,tr
1579,4328326.014,988082.169,2410.749,tr
1580,4328325.804,988082.146,2410.748,tr
1581,4328325.602,988082.158,2410.752,tr
1582,4328325.385,988082.154,2410.747,tr
1583,4328325.213,988082.039,2410.753,tr
1584,4328324.998,988082.005,2410.752,tr
1585,4328324.802,988082.048,2410.741,tr
1586,4328324.61,988082.041,2410.739,tr
1587,4328324.404,988082.041,2410.734,tr
1588,4328324.184,988082.065,2410.704,tr
1589,4328323.992,988082.026,2410.708,tr
1590,4328323.798,988082.042,2410.704,tr
1591,4328323.575,988082.078,2410.691,tr
1592,4328323.401,988082.149,2410.678,tr
1593,4328323.207,988082.156,2410.675,tr
1594,4328322.992,988082.145,2410.649,tr
1595,4328322.907,988082.025,2410.625,tr
1596,4328322.8,988082.045,2410.622,tr
1597,4328322.575,988082.067,2410.577,tr
1598,4328322.399,988082.106,2410.547,tr
1599,4328322.194,988082.085,2410.559,tr
1600,4328321.989,988082.041,2410.593,tr
1601,4328321.817,988082,2410.565,tr
1602,4328321.618,988082.014,2410.592,tr
1603,4328321.402,988082.066,2410.574,tr
1604,4328321.186,988082.081,2410.556,tr
1605,4328320.985,988082.084,2410.552,tr
1606,4328320.774,988082.1,2410.536,tr
1607,4328320.608,988082.081,2410.515,tr
1608,4328320.381,988082.155,2410.533,tr
1609,4328320.166,988082.092,2410.54,tr
1610,4328319.977,988081.916,2410.528,tr
1611,4328319.809,988081.927,2410.527,tr
1612,4328319.595,988081.946,2410.516,tr
1613,4328319.407,988081.946,2410.53,tr
1614,4328319.205,988081.904,2410.511,tr
1615,4328318.992,988081.899,2410.522,tr
1616,4328318.77,988081.897,2410.562,tr
1617,4328318.608,988081.895,2410.585,tr
1618,4328318.379,988081.863,2410.573,tr
1619,4328318.187,988081.852,2410.583,tr
1620,4328317.989,988081.846,2410.563,tr
1621,4328317.793,988082.067,2410.543,tr
1622,4328317.6,988081.896,2410.511,tr
1623,4328317.369,988081.932,2410.513,tr
1624,4328317.175,988081.856,2410.433,tr
1625,4328316.979,988081.845,2410.402,tr
1626,4328316.79,988081.815,2410.411,tr
1627,4328316.615,988081.778,2410.383,tr
1628,4328316.4,988081.778,2410.397,tr
1629,4328316.205,988081.755,2410.406,tr
1630,4328315.995,988081.734,2410.375,tr
1631,4328315.787,988081.763,2410.358,tr
1632,4328315.605,988081.738,2410.321,tr
1633,4328315.403,988081.779,2410.309,tr
1634,4328315.22,988081.751,2410.324,tr
1635,4328314.991,988081.773,2410.348,tr
1636,4328314.786,988081.755,2410.425,tr
1637,4328314.59,988081.761,2410.44,tr
1638,4328314.404,988081.806,2410.534,tr
1639,4328314.335,988081.814,2410.794,tr
1640,4328314.195,988081.777,2410.861,tr
1641,4328313.993,988081.745,2410.874,tr
1642,4328313.797,988081.758,2410.895,tr
1643,4328313.618,988081.81,2410.907,tr
1644,4328313.396,988081.79,2410.868,tr
1645,4328313.204,988081.755,2410.949,tr
1646,4328312.981,988081.855,2410.957,tr
1647,4328312.807,988081.745,2411.015,tr
1648,4328312.604,988081.692,2411.043,tr
1649,4328312.409,988081.751,2411.081,tr
1650,4328312.221,988081.734,2411.154,tr
1651,4328311.984,988081.738,2411.194,tr
1652,4328311.832,988081.713,2411.247,tr
1653,4328311.592,988081.663,2411.267,tr
1654,4328311.377,988081.652,2411.285,tr
1655,4328311.218,988081.645,2411.288,tr
1656,4328311.05,988081.651,2411.314,tr
1657,4328310.846,988081.665,2411.35,tr
1658,4328310.648,988081.653,2411.395,tr
1659,4328310.461,988081.661,2411.431,tr
1660,4328310.234,988081.624,2411.446,tr
1661,4328310.091,988081.604,2411.482,tr
1662,4328309.975,988081.66,2411.472,tr
1663,4328309.838,988081.627,2411.531,tr
1664,4328309.599,988081.631,2411.608,tr
1665,4328309.421,988081.665,2411.643,tr
1666,4328308.985,988081.758,2411.729,tr
1667,4328308.784,988081.696,2411.768,tr
1668,4328308.522,988081.694,2411.835,tr
1669,4328307.241,988081.562,2412.17,tr
1670,4328307.432,988081.617,2412.144,tr
1671,4328307.646,988081.586,2412.111,tr
1672,4328307.853,988081.622,2412.068,tr
1673,4328308.059,988081.567,2412.02,tr
1674,4328308.274,988081.589,2411.937,tr
1675,4328307.042,988081.565,2412.236,tr
1676,4328306.821,988081.531,2412.312,tr
1677,4328306.632,988081.54,2412.347,tr
1678,4328306.423,988081.512,2412.398,tr
1679,4328306.223,988081.507,2412.419,tr
1680,4328306.05,988081.502,2412.491,tr
1681,4328305.843,988081.495,2412.545,tr
1682,4328305.669,988081.493,2412.555,tr
1683,4328305.451,988081.479,2412.62,tr
1684,4328305.233,988081.464,2412.663,tr
1685,4328305.055,988081.45,2412.719,tr
1686,4328304.857,988081.455,2412.73,tr
1687,4328304.612,988081.462,2412.768,tr
new_sb_up_3,4328303.757,988081.447,2413.002,ctl_new
ref_1_base,4326971.589,986267.147,2452.718,
ctl_ref_sb_2,4326907.615,986264.936,2438.261,ctl_new
ctl_ref_nb_2,4326901.241,986239.509,2438.277,ctl_new
1688,4326901.274,986239.76,2438.254,tr
1689,4326901.32,986239.967,2438.2,tr
1690,4326901.342,986240.148,2438.136,tr
1691,4326901.356,986240.362,2437.917,tr
1692,4326901.408,986240.549,2437.859,tr
1693,4326901.432,986240.753,2437.851,tr
1694,4326901.477,986240.954,2437.778,tr
1695,4326901.541,986241.148,2437.763,tr
1696,4326901.579,986241.329,2437.706,tr
1697,4326901.603,986241.525,2437.678,tr
1698,4326901.675,986241.722,2437.702,tr
1699,4326901.753,986241.909,2437.697,tr
1700,4326901.818,986242.114,2437.685,tr
1701,4326901.861,986242.313,2437.632,tr
1702,4326901.901,986242.485,2437.608,tr
1703,4326901.939,986242.699,2437.624,tr
1704,4326902.009,986242.893,2437.687,tr
1705,4326902.058,986243.097,2437.766,tr
1706,4326902.124,986243.26,2437.835,tr
1707,4326902.166,986243.477,2437.93,tr
1708,4326902.206,986243.655,2438.032,tr
1709,4326902.227,986243.85,2438.073,tr
1710,4326902.28,986244.039,2438.071,tr
1711,4326902.378,986244.231,2438.05,tr
1712,4326902.399,986244.413,2438.094,tr
1713,4326902.466,986244.602,2438.091,tr
1714,4326902.497,986244.795,2438.1,tr
1715,4326902.547,986244.984,2438.041,tr
1716,4326902.581,986245.101,2437.933,tr
1717,4326902.631,986245.164,2437.783,tr
1718,4326902.655,986245.23,2437.651,tr
1719,4326902.702,986245.39,2437.414,tr
1720,4326902.745,986245.595,2437.393,tr
1721,4326902.777,986245.776,2437.434,tr
1722,4326902.849,986245.999,2437.435,tr
1723,4326902.886,986246.179,2437.379,tr
1724,4326902.885,986246.384,2437.278,tr
1725,4326902.976,986246.582,2437.261,tr
1726,4326903.004,986246.735,2437.18,tr
1727,4326903.038,986246.932,2437.139,tr
1728,4326903.125,986247.134,2437.183,tr
1729,4326903.185,986247.342,2437.184,tr
1730,4326903.233,986247.555,2437.222,tr
1731,4326903.284,986247.725,2437.245,tr
1732,4326903.32,986247.928,2437.333,tr
1733,4326903.367,986248.103,2437.32,tr
1734,4326903.422,986248.308,2437.349,tr
1735,4326903.428,986248.503,2437.334,tr
1736,4326903.494,986248.711,2437.365,tr
1737,4326903.527,986248.892,2437.38,tr
1738,4326903.589,986249.067,2437.347,tr
1739,4326903.62,986249.3,2437.387,tr
1740,4326903.722,986249.467,2437.366,tr
1741,4326903.75,986249.658,2437.356,tr
1742,4326903.781,986249.849,2437.321,tr
1743,4326903.844,986250.058,2437.323,tr
1744,4326903.878,986250.224,2437.339,tr
1745,4326903.907,986250.456,2437.58,tr
1746,4326903.963,986250.643,2437.629,tr
1747,4326903.986,986250.838,2437.624,tr
1748,4326903.998,986250.875,2437.412,tr
1749,4326904.04,986251.045,2437.373,tr
1750,4326904.102,986251.216,2437.385,tr
1751,4326904.158,986251.398,2437.374,tr
1752,4326904.227,986251.617,2437.333,tr
1753,4326904.26,986251.783,2437.349,tr
1754,4326904.314,986251.98,2437.322,tr
1755,4326904.372,986252.186,2437.308,tr
1756,4326904.4,986252.388,2437.306,tr
1757,4326904.458,986252.571,2437.312,tr
1758,4326904.509,986252.78,2437.273,tr
1759,4326904.511,986252.99,2437.249,tr
1760,4326904.596,986253.164,2437.266,tr
1761,4326904.638,986253.367,2437.288,tr
1762,4326904.688,986253.512,2437.272,tr
1763,4326904.703,986253.565,2437.406,tr
1764,4326904.72,986253.767,2437.442,tr
1765,4326904.754,986253.981,2437.478,tr
1766,4326904.832,986254.141,2437.454,tr
1767,4326904.895,986254.337,2437.388,tr
1768,4326904.868,986254.456,2437.286,tr
1769,4326904.94,986254.519,2437.312,tr
1770,4326904.987,986254.74,2437.365,tr
1771,4326905.015,986254.924,2437.328,tr
1772,4326905.036,986255.067,2437.324,tr
1773,4326905.021,986255.121,2437.494,tr
1774,4326905.051,986255.319,2437.258,tr
1775,4326905.194,986255.487,2437.37,tr
1776,4326905.191,986255.714,2437.533,tr
1777,4326905.276,986255.894,2437.575,tr
1778,4326905.327,986256.081,2437.58,tr
1779,4326905.394,986256.231,2437.531,tr
1780,4326905.443,986256.462,2437.411,tr
1781,4326905.462,986256.661,2437.016,tr
1782,4326905.566,986256.812,2437.033,tr
1783,4326905.599,986257.043,2437.004,tr
1784,4326905.638,986257.209,2436.983,tr
1785,4326905.677,986257.425,2437.02,tr
1786,4326905.691,986257.641,2436.975,tr
1787,4326905.777,986257.805,2437.068,tr
1788,4326905.819,986258.013,2437.088,tr
1789,4326905.902,986258.201,2437.113,tr
1790,4326905.956,986258.399,2437.19,tr
1791,4326905.943,986258.59,2437.19,tr
1792,4326906.017,986258.763,2437.229,tr
1793,4326905.978,986258.569,2437.192,tr
1794,4326906.068,986258.964,2437.246,tr
1795,4326906.022,986259.174,2437.613,tr
1796,4326906.134,986259.327,2437.628,tr
1797,4326906.159,986259.515,2437.518,tr
1798,4326906.244,986259.711,2437.567,tr
1799,4326906.274,986259.896,2437.556,tr
1800,4326906.322,986260.083,2437.567,tr
1801,4326906.394,986260.26,2437.624,tr
1802,4326906.422,986260.474,2437.716,tr
1803,4326906.468,986260.662,2437.742,tr
1804,4326906.494,986260.871,2437.617,tr
1805,4326906.564,986261.023,2437.669,tr
1806,4326906.609,986261.224,2437.682,tr
1807,4326906.681,986261.427,2437.67,tr
1808,4326906.714,986261.632,2437.696,tr
1809,4326906.766,986261.818,2437.703,tr
1810,4326906.818,986262.011,2437.64,tr
1811,4326906.849,986262.221,2437.68,tr
1812,4326906.89,986262.386,2437.836,tr
1813,4326906.997,986262.586,2437.858,tr
1814,4326907.023,986262.758,2437.695,tr
1815,4326907.054,986262.996,2437.759,tr
1816,4326907.127,986263.157,2437.745,tr
1817,4326907.111,986263.215,2438.043,tr
1818,4326907.169,986263.371,2437.945,tr
1819,4326907.196,986263.5,2437.794,tr
1820,4326907.213,986263.555,2437.793,tr
1821,4326907.252,986263.777,2437.808,tr
1822,4326907.287,986263.947,2437.881,tr
1823,4326907.351,986264.147,2437.935,tr
1824,4326907.396,986264.329,2437.978,tr
1825,4326907.446,986264.56,2438.089,tr
1826,4326907.498,986264.731,2438.207,tr
1827,4326907.578,986264.919,2438.326,tr
ctl_ref_sb_1,4326794.397,986285.32,2439.879,ctl_new
ctl_ref_nb_1,4326793.106,986257.796,2439.145,ctl_new
ctl_ref_sb_3,4327115.101,986273.199,2437.492,ctl_new
ctl_ref_nb_3,4327132.418,986255.664,2437.786,ctl_new
ref_base_2,4326971.935,986266.826,2454.413,ctl_new
1828,4326794.322,986285.097,2439.807,tr
1829,4326794.335,986285.077,2439.794,tr
1830,4326794.331,986284.885,2439.703,tr
1831,4326794.336,986284.672,2439.673,tr
1832,4326794.306,986284.483,2439.633,tr
1833,4326794.31,986284.284,2439.564,tr
1834,4326794.302,986284.066,2439.523,tr
1835,4326794.332,986283.869,2439.519,tr
1836,4326794.305,986283.685,2439.513,tr
1837,4326794.202,986283.468,2439.347,tr
1838,4326794.292,986283.262,2439.054,tr
1839,4326794.315,986283.061,2438.934,tr
1840,4326794.303,986282.886,2438.867,tr
1841,4326794.266,986282.658,2438.757,tr
1842,4326794.275,986282.496,2438.703,tr
1843,4326794.261,986282.237,2438.641,tr
1844,4326794.255,986282.081,2438.672,tr
1845,4326794.255,986281.901,2438.659,tr
1846,4326794.235,986281.656,2438.641,tr
1847,4326794.24,986281.501,2438.618,tr
1848,4326794.211,986281.269,2438.605,tr
1849,4326794.209,986281.076,2438.596,tr
1850,4326794.173,986280.858,2438.608,tr
1851,4326794.192,986280.69,2438.601,tr
1852,4326794.178,986280.498,2438.602,tr
1853,4326794.171,986280.275,2438.617,tr
1854,4326794.112,986280.054,2438.614,tr
1855,4326794.142,986279.842,2438.605,tr
1856,4326794.113,986279.659,2438.591,tr
1857,4326794.131,986279.47,2438.578,tr
1858,4326794.126,986279.276,2438.551,tr
1859,4326794.104,986279.053,2438.539,tr
1860,4326794.088,986278.878,2438.524,tr
1861,4326794.099,986278.688,2438.52,tr
1862,4326794.093,986278.466,2438.608,tr
1863,4326794.091,986278.283,2438.526,tr
1864,4326794.087,986278.059,2438.539,tr
1865,4326794.068,986277.884,2438.523,tr
1866,4326794.074,986277.671,2438.503,tr
1867,4326794.087,986277.484,2438.488,tr
1868,4326794.048,986277.289,2438.455,tr
1869,4326794.025,986277.079,2438.403,tr
1870,4326794.022,986276.872,2438.374,tr
1871,4326794.017,986276.678,2438.347,tr
1872,4326793.995,986276.473,2438.323,tr
1873,4326793.965,986276.274,2438.292,tr
1874,4326793.964,986276.076,2438.273,tr
1875,4326793.962,986275.888,2438.263,tr
1876,4326793.931,986275.682,2438.191,tr
1877,4326793.936,986275.499,2438.143,tr
1878,4326793.916,986275.294,2438.132,tr
1879,4326793.903,986275.073,2438.053,tr
1880,4326793.936,986274.876,2437.999,tr
1881,4326793.912,986274.68,2437.971,tr
1882,4326793.885,986274.459,2437.946,tr
1883,4326793.969,986274.254,2437.899,tr
1884,4326794.016,986274.055,2437.856,tr
1885,4326793.957,986273.88,2437.847,tr
1886,4326793.956,986273.656,2437.894,tr
1887,4326793.87,986273.467,2437.929,tr
1888,4326793.867,986273.246,2438.003,tr
1889,4326793.852,986273.075,2438.033,tr
1890,4326793.852,986272.933,2437.979,tr
1891,4326793.842,986272.702,2437.949,tr
1892,4326793.85,986272.486,2437.959,tr
1893,4326793.866,986272.273,2437.945,tr
1894,4326793.846,986272.099,2438.01,tr
1895,4326793.821,986271.89,2437.96,tr
1896,4326793.807,986271.705,2437.924,tr
1897,4326793.778,986271.506,2437.893,tr
1898,4326793.788,986271.276,2437.873,tr
1899,4326793.757,986271.09,2437.866,tr
1900,4326793.775,986270.906,2437.962,tr
1901,4326793.774,986270.688,2438.066,tr
1902,4326793.773,986270.494,2438.037,tr
1903,4326793.756,986270.29,2438.013,tr
1904,4326793.761,986270.254,2437.96,tr
1905,4326793.716,986270.088,2437.948,tr
1906,4326793.703,986269.894,2437.969,tr
1907,4326793.684,986269.696,2437.942,tr
1908,4326793.685,986269.483,2437.969,tr
1909,4326793.7,986269.276,2438.041,tr
1910,4326793.72,986269.116,2438.156,tr
1911,4326793.728,986268.895,2438.077,tr
1912,4326793.679,986268.685,2438.276,tr
1913,4326793.671,986268.501,2438.234,tr
1914,4326793.733,986268.412,2438.176,tr
1915,4326793.709,986268.291,2438.286,tr
1916,4326793.724,986268.077,2438.28,tr
1917,4326793.656,986267.897,2438.373,tr
1918,4326793.672,986267.663,2438.343,tr
1919,4326793.667,986267.482,2438.425,tr
1920,4326793.686,986267.25,2438.481,tr
1921,4326793.619,986267.069,2438.47,tr
1922,4326793.615,986266.89,2438.421,tr
1923,4326793.558,986266.698,2438.442,tr
1924,4326793.534,986266.496,2438.486,tr
1925,4326793.581,986266.315,2438.56,tr
1926,4326793.546,986266.073,2438.637,tr
1927,4326793.563,986265.904,2438.482,tr
1928,4326793.572,986265.681,2438.544,tr
1929,4326793.519,986265.483,2438.443,tr
1930,4326793.491,986265.302,2438.465,tr
1931,4326793.519,986265.08,2438.475,tr
1932,4326793.481,986264.899,2438.514,tr
1933,4326793.497,986264.715,2438.507,tr
1934,4326793.479,986264.484,2438.571,tr
1935,4326793.429,986264.268,2438.539,tr
1936,4326793.473,986264.079,2438.557,tr
1937,4326793.443,986263.882,2438.569,tr
1938,4326793.433,986263.684,2438.534,tr
1939,4326793.43,986263.483,2438.654,tr
1940,4326793.396,986263.281,2438.581,tr
1941,4326793.384,986263.098,2438.603,tr
1942,4326793.372,986262.864,2438.6,tr
1943,4326793.359,986262.677,2438.581,tr
1944,4326793.36,986262.496,2438.572,tr
1945,4326793.371,986262.265,2438.61,tr
1946,4326793.352,986262.209,2438.602,tr
1947,4326793.35,986262.098,2438.943,tr
1948,4326793.33,986261.975,2438.999,tr
1949,4326793.322,986261.89,2438.986,tr
1950,4326793.322,986261.683,2438.861,tr
1951,4326793.34,986261.568,2438.597,tr
1952,4326793.32,986261.468,2438.837,tr
1953,4326793.316,986261.291,2438.906,tr
1954,4326793.299,986261.073,2438.917,tr
1955,4326793.314,986260.879,2438.948,tr
1956,4326793.286,986260.683,2438.895,tr
1957,4326793.262,986260.477,2438.753,tr
1958,4326793.266,986260.352,2438.63,tr
1959,4326793.279,986260.284,2438.646,tr
1960,4326793.27,986260.094,2438.636,tr
1961,4326793.259,986259.904,2438.614,tr
1962,4326793.26,986259.702,2438.615,tr
1963,4326793.241,986259.483,2438.703,tr
1964,4326793.235,986259.274,2438.691,tr
1965,4326793.227,986259.116,2438.749,tr
1966,4326793.205,986258.889,2438.921,tr
1967,4326793.2,986258.683,2439.007,tr
1968,4326793.207,986258.503,2439.068,tr
1969,4326793.188,986258.296,2439.148,tr
1970,4326793.148,986258.125,2439.109,tr
1971,4327115.286,986272.994,2437.412,tr
1972,4327115.426,986272.845,2437.367,tr
1973,4327115.566,986272.704,2437.35,tr
1974,4327115.698,986272.56,2437.325,tr
1975,4327115.852,986272.425,2437.307,tr
1976,4327115.977,986272.284,2437.258,tr
1977,4327116.11,986272.123,2437.184,tr
1978,4327116.212,986272.013,2437.148,tr
1979,4327116.367,986271.879,2437.107,tr
1980,4327116.496,986271.762,2437.078,tr
1981,4327116.627,986271.607,2436.819,tr
1982,4327116.778,986271.461,2436.75,tr
1983,4327116.918,986271.323,2436.721,tr
1984,4327117.064,986271.189,2436.72,tr
1985,4327117.227,986271.039,2436.654,tr
1986,4327117.373,986270.911,2436.723,tr
1987,4327117.511,986270.752,2436.702,tr
1988,4327117.626,986270.619,2436.693,tr
1989,4327117.791,986270.472,2436.677,tr
1990,4327117.916,986270.306,2436.722,tr
1991,4327118.051,986270.158,2436.74,tr
1992,4327118.202,986270.02,2436.716,tr
1993,4327118.329,986269.895,2436.712,tr
1994,4327118.465,986269.718,2436.696,tr
1995,4327118.601,986269.61,2436.672,tr
1996,4327118.79,986269.453,2436.649,tr
1997,4327118.93,986269.327,2436.63,tr
1998,4327119.048,986269.189,2436.619,tr
1999,4327119.209,986269.033,2436.599,tr
2000,4327119.306,986268.887,2436.604,tr
2001,4327119.477,986268.734,2436.575,tr
2002,4327119.597,986268.582,2436.565,tr
2003,4327119.742,986268.474,2436.536,tr
2004,4327119.885,986268.316,2436.539,tr
2005,4327120.034,986268.179,2436.524,tr
2006,4327120.185,986268.025,2436.494,tr
2007,4327120.327,986267.883,2436.473,tr
2008,4327120.445,986267.76,2436.453,tr
2009,4327120.587,986267.598,2436.445,tr
2010,4327120.74,986267.469,2436.435,tr
2011,4327120.899,986267.335,2436.431,tr
2012,4327121.036,986267.196,2436.449,tr
2013,4327121.148,986267.025,2436.432,tr
2014,4327121.282,986266.903,2436.439,tr
2015,4327121.448,986266.726,2436.442,tr
2016,4327121.579,986266.615,2436.43,tr
2017,4327121.711,986266.467,2436.403,tr
2018,4327121.891,986266.367,2436.362,tr
2019,4327122.075,986266.227,2436.333,tr
2020,4327122.179,986266.027,2436.323,tr
2021,4327122.281,986265.9,2436.32,tr
2022,4327122.409,986265.743,2436.329,tr
2023,4327122.551,986265.611,2436.352,tr
2024,4327122.714,986265.486,2436.374,tr
2025,4327122.852,986265.313,2436.362,tr
2026,4327122.976,986265.155,2436.373,tr
2027,4327123.128,986265.005,2436.352,tr
2028,4327123.25,986264.878,2436.314,tr
2029,4327123.402,986264.764,2436.333,tr
2030,4327123.547,986264.591,2436.339,tr
2031,4327123.712,986264.463,2436.342,tr
2032,4327123.848,986264.309,2436.341,tr
2033,4327123.969,986264.17,2436.388,tr
2034,4327124.134,986264.048,2436.398,tr
2035,4327124.271,986263.901,2436.398,tr
2036,4327124.42,986263.754,2436.402,tr
2037,4327124.551,986263.629,2436.389,tr
2038,4327124.706,986263.463,2436.357,tr
2039,4327124.84,986263.335,2436.331,tr
2040,4327124.976,986263.195,2436.314,tr
2041,4327125.109,986263.042,2436.304,tr
2042,4327125.228,986262.892,2436.3,tr
2043,4327125.366,986262.731,2436.306,tr
2044,4327125.505,986262.591,2436.306,tr
2045,4327125.663,986262.437,2436.315,tr
2046,4327125.789,986262.307,2436.317,tr
2047,4327125.957,986262.166,2436.311,tr
2048,4327126.086,986262.027,2436.332,tr
2049,4327126.244,986261.881,2436.322,tr
2050,4327126.378,986261.759,2436.308,tr
2051,4327126.536,986261.613,2436.322,tr
2052,4327126.66,986261.472,2436.331,tr
2053,4327126.783,986261.313,2436.321,tr
2054,4327126.928,986261.171,2436.301,tr
2055,4327127.063,986261.014,2436.262,tr
2056,4327127.211,986260.887,2436.217,tr
2057,4327127.34,986260.707,2436.186,tr
2058,4327127.461,986260.589,2436.171,tr
2059,4327127.608,986260.432,2436.17,tr
2060,4327127.815,986260.253,2437.885,tr
2061,4327127.962,986260.106,2437.87,tr
2062,4327128.113,986259.967,2437.922,tr
2063,4327128.241,986259.825,2437.934,tr
2064,4327128.435,986259.725,2437.929,tr
2065,4327128.57,986259.585,2437.918,tr
2066,4327128.689,986259.409,2437.87,tr
2067,4327128.837,986259.26,2437.856,tr
2068,4327128.955,986259.125,2437.86,tr
2069,4327129.107,986258.971,2437.849,tr
2070,4327129.239,986258.84,2437.843,tr
2071,4327129.394,986258.709,2437.834,tr
2072,4327129.573,986258.582,2437.824,tr
2073,4327129.66,986258.408,2437.893,tr
2074,4327129.804,986258.287,2437.931,tr
2075,4327129.983,986258.168,2438.051,tr
2076,4327130.105,986257.996,2438.082,tr
2077,4327130.261,986257.834,2438.141,tr
2078,4327130.376,986257.677,2438.158,tr
2079,4327130.491,986257.556,2438.204,tr
2080,4327130.671,986257.423,2438.285,tr
2081,4327130.794,986257.28,2438.333,tr
2082,4327130.957,986257.133,2438.382,tr
2083,4327131.075,986256.977,2438.436,tr
2084,4327131.249,986256.851,2438.524,tr
2085,4327131.345,986256.778,2438.667,tr
2086,4327131.373,986256.721,2438.696,tr
2087,4327131.555,986256.594,2438.77,tr
2088,4327131.683,986256.417,2438.875,tr
2089,4327131.774,986256.294,2439.074,tr
2090,4327131.938,986256.168,2439.157,tr
2091,4327132.076,986256.022,2439.235,tr
2092,4327132.212,986255.874,2439.283,tr
2093,4327132.363,986255.734,2439.327,tr
