number,point,easting,northing,elevationj,code,date,reach,transect,point_type,nb_sb,notes
682,1006,4328371.873,988207.531,2407.053,tr,7/11/2023,ds,1,topo,,
683,1007,4328371.684,988207.531,2407.053,tr,7/11/2023,ds,1,topo,,
684,1008,4328371.478,988207.589,2407.076,tr,7/11/2023,ds,1,topo,,
685,1009,4328371.304,988207.652,2407.089,tr,7/11/2023,ds,1,topo,,
686,1010,4328371.085,988207.645,2407.065,tr,7/11/2023,ds,1,topo,,
687,1011,4328370.905,988207.689,2407.054,tr,7/11/2023,ds,1,topo,,
688,1012,4328370.701,988207.72,2407.053,tr,7/11/2023,ds,1,topo,,
689,1013,4328370.53,988207.789,2407.067,tr,7/11/2023,ds,1,topo,,
690,1014,4328370.308,988207.844,2407.084,tr,7/11/2023,ds,1,topo,,
691,1015,4328370.117,988207.888,2407.061,tr,7/11/2023,ds,1,topo,,
692,1016,4328369.929,988207.948,2407.094,tr,7/11/2023,ds,1,topo,,
693,1017,4328369.721,988207.98,2407.067,tr,7/11/2023,ds,1,topo,,
694,1018,4328369.508,988208.02,2407.065,tr,7/11/2023,ds,1,topo,,
695,1019,4328369.33,988208.062,2407.031,tr,7/11/2023,ds,1,topo,,
696,1020,4328369.14,988208.132,2407.033,tr,7/11/2023,ds,1,topo,,
697,1021,4328368.949,988208.172,2407.052,tr,7/11/2023,ds,1,topo,,
698,1022,4328368.951,988208.161,2407.043,tr,7/11/2023,ds,1,topo,,
699,1023,4328368.754,988208.261,2407.076,tr,7/11/2023,ds,1,topo,,
700,1024,4328368.542,988208.228,2407.117,tr,7/11/2023,ds,1,topo,,
701,1025,4328368.347,988208.264,2407.124,tr,7/11/2023,ds,1,topo,,
702,1026,4328368.143,988208.284,2407.12,tr,7/11/2023,ds,1,topo,,
703,1027,4328367.986,988208.387,2407.073,tr,7/11/2023,ds,1,topo,,
704,1028,4328367.771,988208.352,2407.038,tr,7/11/2023,ds,1,topo,,
705,1029,4328367.551,988208.395,2406.99,tr,7/11/2023,ds,1,topo,,
706,1030,4328367.357,988208.459,2406.947,tr,7/11/2023,ds,1,topo,,
707,1031,4328367.161,988208.473,2406.919,tr,7/11/2023,ds,1,topo,,
708,1032,4328366.961,988208.526,2406.899,tr,7/11/2023,ds,1,topo,,
709,1033,4328366.798,988208.577,2406.902,tr,7/11/2023,ds,1,topo,,
710,1034,4328366.588,988208.629,2406.943,tr,7/11/2023,ds,1,topo,,
711,1035,4328366.383,988208.644,2406.984,tr,7/11/2023,ds,1,topo,,
712,1036,4328366.207,988208.717,2407.043,tr,7/11/2023,ds,1,topo,,
713,1037,4328365.999,988208.794,2407.047,tr,7/11/2023,ds,1,topo,,
714,1038,4328365.769,988208.679,2407.059,tr,7/11/2023,ds,1,topo,,
715,1039,4328365.593,988208.716,2407.047,tr,7/11/2023,ds,1,topo,,
716,1040,4328365.38,988208.758,2407.045,tr,7/11/2023,ds,1,topo,,
717,1041,4328365.194,988208.852,2407.047,tr,7/11/2023,ds,1,topo,,
718,1042,4328364.991,988208.856,2407.049,tr,7/11/2023,ds,1,topo,,
719,1043,4328364.782,988208.914,2407.063,tr,7/11/2023,ds,1,topo,,
720,1044,4328364.616,988208.971,2407.074,tr,7/11/2023,ds,1,topo,,
721,1045,4328364.401,988209.025,2407.068,tr,7/11/2023,ds,1,topo,,
722,1046,4328364.212,988209.046,2407.075,tr,7/11/2023,ds,1,topo,,
723,1047,4328364.023,988209.08,2407.099,tr,7/11/2023,ds,1,topo,,
724,1048,4328363.81,988209.116,2407.101,tr,7/11/2023,ds,1,topo,,
725,1049,4328363.618,988209.105,2407.093,tr,7/11/2023,ds,1,topo,,
726,1050,4328363.418,988209.166,2407.101,tr,7/11/2023,ds,1,topo,,
727,1051,4328363.225,988209.273,2407.079,tr,7/11/2023,ds,1,topo,,
728,1052,4328363.044,988209.279,2407.091,tr,7/11/2023,ds,1,topo,,
729,1053,4328362.833,988209.324,2407.078,tr,7/11/2023,ds,1,topo,,
730,1054,4328362.643,988209.382,2407.055,tr,7/11/2023,ds,1,topo,,
731,1055,4328362.465,988209.456,2407.004,tr,7/11/2023,ds,1,topo,,
732,1056,4328362.266,988209.508,2407.004,tr,7/11/2023,ds,1,topo,,
733,1057,4328362.058,988209.506,2406.983,tr,7/11/2023,ds,1,topo,,
734,1058,4328361.866,988209.524,2406.977,tr,7/11/2023,ds,1,topo,,
735,1059,4328361.645,988209.539,2407.026,tr,7/11/2023,ds,1,topo,,
736,1060,4328361.471,988209.633,2407.023,tr,7/11/2023,ds,1,topo,,
737,1061,4328361.281,988209.694,2407.003,tr,7/11/2023,ds,1,topo,,
738,1062,4328361.085,988209.713,2407.019,tr,7/11/2023,ds,1,topo,,
739,1063,4328360.879,988209.758,2406.99,tr,7/11/2023,ds,1,topo,,
740,1064,4328360.647,988209.757,2406.961,tr,7/11/2023,ds,1,topo,,
741,1065,4328360.478,988209.81,2406.994,tr,7/11/2023,ds,1,topo,,
742,1066,4328360.301,988209.813,2406.926,tr,7/11/2023,ds,1,topo,,
743,1067,4328360.088,988209.858,2406.937,tr,7/11/2023,ds,1,topo,,
744,1068,4328359.877,988209.891,2406.993,tr,7/11/2023,ds,1,topo,,
745,1069,4328359.694,988209.929,2406.932,tr,7/11/2023,ds,1,topo,,
746,1070,4328359.523,988209.989,2406.88,tr,7/11/2023,ds,1,topo,,
747,1071,4328359.295,988210.034,2406.884,tr,7/11/2023,ds,1,topo,,
748,1072,4328359.15,988210.089,2406.918,tr,7/11/2023,ds,1,topo,,
749,1073,4328358.917,988210.146,2406.899,tr,7/11/2023,ds,1,topo,,
750,1074,4328358.712,988210.188,2406.915,tr,7/11/2023,ds,1,topo,,
751,1075,4328358.522,988210.184,2406.874,tr,7/11/2023,ds,1,topo,,
752,1076,4328358.324,988210.217,2406.865,tr,7/11/2023,ds,1,topo,,
753,1077,4328358.123,988210.263,2406.953,tr,7/11/2023,ds,1,topo,,
754,1078,4328357.952,988210.294,2406.946,tr,7/11/2023,ds,1,topo,,
755,1079,4328357.721,988210.341,2406.969,tr,7/11/2023,ds,1,topo,,
756,1080,4328357.529,988210.35,2406.993,tr,7/11/2023,ds,1,topo,,
757,1081,4328357.339,988210.44,2406.969,tr,7/11/2023,ds,1,topo,,
758,1082,4328357.135,988210.445,2406.963,tr,7/11/2023,ds,1,topo,,
759,1083,4328356.947,988210.492,2406.961,tr,7/11/2023,ds,1,topo,,
760,1084,4328356.739,988210.517,2406.966,tr,7/11/2023,ds,1,topo,,
761,1085,4328356.525,988210.53,2407.01,tr,7/11/2023,ds,1,topo,,
762,1086,4328356.362,988210.577,2407.084,tr,7/11/2023,ds,1,topo,,
763,1087,4328356.133,988210.604,2407.184,tr,7/11/2023,ds,1,topo,,
764,1088,4328355.945,988210.656,2407.245,tr,7/11/2023,ds,1,topo,,
765,1089,4328355.73,988210.686,2407.287,tr,7/11/2023,ds,1,topo,,
766,1090,4328355.658,988210.675,2407.324,tr,7/11/2023,ds,1,topo,,
767,1091,4328355.558,988210.758,2407.512,tr,7/11/2023,ds,1,topo,,
768,1092,4328355.485,988210.765,2407.611,tr,7/11/2023,ds,1,topo,,
769,1093,4328355.369,988210.778,2407.662,tr,7/11/2023,ds,1,topo,,
770,1094,4328355.175,988210.812,2407.655,tr,7/11/2023,ds,1,topo,,
771,1095,4328354.988,988210.852,2407.64,tr,7/11/2023,ds,1,topo,,
772,1096,4328354.795,988210.872,2407.646,tr,7/11/2023,ds,1,topo,,
773,1097,4328354.603,988210.944,2407.661,tr,7/11/2023,ds,1,topo,,
774,1098,4328354.441,988210.975,2407.684,tr,7/11/2023,ds,1,topo,,
775,415,4328354.035,988211.073,2407.65,tr,7/11/2023,ds,1,rapid,,
776,416,4328353.505,988211.149,2407.64,tr,7/11/2023,ds,1,rapid,,
777,417,4328352.918,988211.28,2407.695,tr,7/11/2023,ds,1,rapid,,
778,418,4328352.2,988211.376,2407.692,tr,7/11/2023,ds,1,rapid,,
779,419,4328351.536,988211.522,2407.797,tr,7/11/2023,ds,1,rapid,,
780,420,4328350.91,988211.644,2407.879,tr,7/11/2023,ds,1,rapid,,
781,421,4328350.487,988211.752,2407.918,tr,7/11/2023,ds,1,rapid,,
782,422,4328349.992,988211.877,2407.951,tr,7/11/2023,ds,1,rapid,,
783,423,4328349.359,988212.005,2407.917,tr,7/11/2023,ds,1,rapid,,
784,424,4328348.809,988212.176,2407.857,tr,7/11/2023,ds,1,rapid,,
785,425,4328348.219,988212.344,2407.903,tr,7/11/2023,ds,1,rapid,,
786,426,4328347.715,988212.477,2407.919,tr,7/11/2023,ds,1,rapid,,
787,427,4328347.113,988212.623,2407.956,tr,7/11/2023,ds,1,rapid,,
788,428,4328346.533,988212.779,2407.94,tr,7/11/2023,ds,1,rapid,,
789,429,4328345.88,988212.957,2407.905,tr,7/11/2023,ds,1,rapid,,
790,430,4328345.248,988213.139,2407.912,tr,7/11/2023,ds,1,rapid,,
791,431,4328344.463,988213.279,2407.883,tr,7/11/2023,ds,1,rapid,,
792,432,4328343.933,988213.483,2407.903,tr,7/11/2023,ds,1,rapid,,
793,433,4328343.444,988213.61,2407.912,tr,7/11/2023,ds,1,rapid,,
794,434,4328343.019,988213.686,2407.898,tr,7/11/2023,ds,1,rapid,,
795,435,4328342.533,988213.832,2407.814,tr,7/11/2023,ds,1,rapid,,
796,436,4328341.92,988213.915,2407.795,tr,7/11/2023,ds,1,rapid,,
797,437,4328341.434,988214.017,2407.788,tr,7/11/2023,ds,1,rapid,,
798,438,4328340.804,988214.161,2407.741,tr,7/11/2023,ds,1,rapid,,
799,439,4328340.131,988214.341,2407.757,tr,7/11/2023,ds,1,rapid,,
800,440,4328339.511,988214.482,2407.763,tr,7/11/2023,ds,1,rapid,,
801,441,4328338.945,988214.633,2407.775,tr,7/11/2023,ds,1,rapid,,
802,442,4328338.323,988214.8,2407.774,tr,7/11/2023,ds,1,rapid,,
803,443,4328337.733,988214.912,2407.735,tr,7/11/2023,ds,1,rapid,,
804,444,4328337.126,988215.1,2407.713,tr,7/11/2023,ds,1,rapid,,
805,445,4328336.559,988215.233,2407.729,tr,7/11/2023,ds,1,rapid,,
806,446,4328335.834,988215.376,2407.636,tr,7/11/2023,ds,1,rapid,,
807,447,4328335.252,988215.502,2407.579,tr,7/11/2023,ds,1,rapid,,
808,448,4328334.672,988215.669,2407.514,tr,7/11/2023,ds,1,rapid,,
809,449,4328334.262,988215.745,2407.527,tr,7/11/2023,ds,1,rapid,,
810,450,4328333.625,988215.912,2407.502,tr,7/11/2023,ds,1,rapid,,
811,451,4328332.945,988216.116,2407.577,tr,7/11/2023,ds,1,rapid,,
812,452,4328332.244,988216.282,2407.552,tr,7/11/2023,ds,1,rapid,,
813,453,4328331.664,988216.433,2407.528,tr,7/11/2023,ds,1,rapid,,
814,454,4328330.995,988216.592,2407.564,tr,7/11/2023,ds,1,rapid,,
815,455,4328330.431,988216.733,2407.529,tr,7/11/2023,ds,1,rapid,,
816,456,4328329.882,988216.865,2407.495,tr,7/11/2023,ds,1,rapid,,
817,457,4328329.34,988217.003,2407.505,tr,7/11/2023,ds,1,rapid,,
818,458,4328328.68,988217.139,2407.481,tr,7/11/2023,ds,1,rapid,,
819,459,4328327.957,988217.31,2407.412,tr,7/11/2023,ds,1,rapid,,
820,460,4328327.397,988217.476,2407.438,tr,7/11/2023,ds,1,rapid,,
821,461,4328326.736,988217.703,2407.436,tr,7/11/2023,ds,1,rapid,,
822,462,4328326.147,988217.833,2407.468,tr,7/11/2023,ds,1,rapid,,
823,463,4328325.533,988218.004,2407.461,tr,7/11/2023,ds,1,rapid,,
824,464,4328324.931,988218.151,2407.477,tr,7/11/2023,ds,1,rapid,,
825,465,4328324.308,988217.942,2407.509,tr,7/11/2023,ds,1,rapid,,
826,466,4328323.6,988218.104,2407.703,tr,7/11/2023,ds,1,rapid,,
827,467,4328323.096,988218.21,2408.01,tr,7/11/2023,ds,1,rapid,,
828,468,4328322.508,988218.769,2408.384,tr,7/11/2023,ds,1,rapid,,
829,469,4328322.147,988219.06,2408.606,tr,7/11/2023,ds,1,rapid,,
830,470,4328321.763,988219.137,2408.737,tr,7/11/2023,ds,1,rapid,,
831,471,4328321.275,988219.301,2408.798,tr,7/11/2023,ds,1,rapid,,
832,472,4328320.879,988219.401,2408.827,tr,7/11/2023,ds,1,rapid,,
833,473,4328320.219,988219.471,2409.004,tr,7/11/2023,ds,1,rapid,,
834,474,4328319.466,988219.046,2409.163,tr,7/11/2023,ds,1,rapid,,
835,475,4328318.794,988219.198,2409.142,tr,7/11/2023,ds,1,rapid,,
836,476,4328318.136,988219.14,2409.145,tr,7/11/2023,ds,1,rapid,,
837,477,4328317.333,988219.043,2409.135,tr,7/11/2023,ds,1,rapid,,
838,478,4328316.594,988219.252,2409.179,tr,7/11/2023,ds,1,rapid,,
839,479,4328315.83,988219.28,2409.424,tr,7/11/2023,ds,1,rapid,,
840,480,4328315.193,988219.318,2409.681,tr,7/11/2023,ds,1,rapid,,
841,481,4328314.766,988219.325,2409.835,tr,7/11/2023,ds,1,rapid,,
842,482,4328314.223,988219.302,2410.078,tr,7/11/2023,ds,1,rapid,,
843,483,4328313.918,988219.265,2410.22,tr,7/11/2023,ds,1,rapid,,
844,new_sb_dn_1,4328313.548,988219.294,2410.465,ctl_new,7/11/2023,ds,1,observed control point,sb,
845,1099,4328331.079,987985.167,2411.962,tr,7/12/2023,us,1,topo,,
846,1100,4328331.198,987985.213,2411.949,tr,7/12/2023,us,1,topo,,
847,1101,4328331.377,987985.269,2411.936,tr,7/12/2023,us,1,topo,,
848,1102,4328331.589,987985.278,2411.835,tr,7/12/2023,us,1,topo,,
849,1103,4328331.788,987985.346,2411.684,tr,7/12/2023,us,1,topo,,
850,1104,4328331.983,987985.396,2411.6,tr,7/12/2023,us,1,topo,,
851,1105,4328332.189,987985.457,2411.51,tr,7/12/2023,us,1,topo,,
852,1106,4328332.353,987985.448,2411.117,tr,7/12/2023,us,1,topo,,
853,1107,4328332.496,987985.439,2411.083,tr,7/12/2023,us,1,topo,,
854,1108,4328332.584,987985.555,2411.512,tr,7/12/2023,us,1,topo,,
855,1109,4328332.762,987985.575,2411.575,tr,7/12/2023,us,1,topo,,
856,1110,4328332.928,987985.633,2411.709,tr,7/12/2023,us,1,topo,,
857,1111,4328333.153,987985.711,2411.764,tr,7/12/2023,us,1,topo,,
858,1112,4328333.348,987985.911,2411.533,tr,7/12/2023,us,1,topo,,
859,1113,4328333.702,987985.883,2411.38,tr,7/12/2023,us,1,topo,,
860,1114,4328333.885,987985.948,2411.311,tr,7/12/2023,us,1,topo,,
861,1115,4328334.062,987986.025,2411.229,tr,7/12/2023,us,1,topo,,
862,1116,4328334.291,987986.109,2411.125,tr,7/12/2023,us,1,topo,,
863,1117,4328334.363,987986.077,2410.86,tr,7/12/2023,us,1,topo,,
864,1118,4328334.519,987986.118,2410.77,tr,7/12/2023,us,1,topo,,
865,1119,4328334.684,987986.134,2410.723,tr,7/12/2023,us,1,topo,,
866,1120,4328334.906,987986.193,2410.667,tr,7/12/2023,us,1,topo,,
867,1121,4328335.081,987986.254,2410.65,tr,7/12/2023,us,1,topo,,
868,1122,4328335.263,987986.311,2410.61,tr,7/12/2023,us,1,topo,,
869,1123,4328335.456,987986.296,2410.643,tr,7/12/2023,us,1,topo,,
870,1124,4328335.729,987986.333,2410.889,tr,7/12/2023,us,1,topo,,
871,1125,4328335.569,987986.297,2410.84,tr,7/12/2023,us,1,topo,,
872,1126,4328335.881,987986.38,2410.68,tr,7/12/2023,us,1,topo,,
873,1127,4328336.071,987986.419,2410.579,tr,7/12/2023,us,1,topo,,
874,1128,4328336.242,987986.489,2410.601,tr,7/12/2023,us,1,topo,,
875,1129,4328336.487,987986.537,2410.595,tr,7/12/2023,us,1,topo,,
876,1130,4328336.647,987986.581,2410.556,tr,7/12/2023,us,1,topo,,
877,1131,4328336.788,987986.705,2410.519,tr,7/12/2023,us,1,topo,,
878,1132,4328336.978,987986.836,2410.495,tr,7/12/2023,us,1,topo,,
879,1133,4328337.186,987986.812,2410.48,tr,7/12/2023,us,1,topo,,
880,1134,4328337.41,987986.87,2410.435,tr,7/12/2023,us,1,topo,,
881,1135,4328337.548,987986.963,2410.409,tr,7/12/2023,us,1,topo,,
882,1136,4328337.756,987987.032,2410.381,tr,7/12/2023,us,1,topo,,
883,1137,4328337.954,987987.058,2410.413,tr,7/12/2023,us,1,topo,,
884,1138,4328338.149,987987.103,2410.374,tr,7/12/2023,us,1,topo,,
885,1139,4328338.338,987987.15,2410.385,tr,7/12/2023,us,1,topo,,
886,1140,4328338.533,987987.197,2410.362,tr,7/12/2023,us,1,topo,,
887,1141,4328338.719,987987.248,2410.34,tr,7/12/2023,us,1,topo,,
888,1142,4328338.911,987987.323,2410.335,tr,7/12/2023,us,1,topo,,
889,1143,4328339.097,987987.364,2410.318,tr,7/12/2023,us,1,topo,,
890,1144,4328339.283,987987.461,2410.31,tr,7/12/2023,us,1,topo,,
891,1145,4328339.501,987987.483,2410.31,tr,7/12/2023,us,1,topo,,
892,1146,4328339.704,987987.563,2410.306,tr,7/12/2023,us,1,topo,,
893,1147,4328339.906,987987.587,2410.305,tr,7/12/2023,us,1,topo,,
894,1148,4328340.267,987987.656,2410.303,tr,7/12/2023,us,1,topo,,
895,1149,4328340.488,987987.718,2410.35,tr,7/12/2023,us,1,topo,,
896,1150,4328340.673,987987.774,2410.358,tr,7/12/2023,us,1,topo,,
897,1151,4328340.85,987987.845,2410.365,tr,7/12/2023,us,1,topo,,
898,1152,4328341.047,987987.914,2410.335,tr,7/12/2023,us,1,topo,,
899,1153,4328341.227,987987.975,2410.344,tr,7/12/2023,us,1,topo,,
900,1154,4328341.436,987988.035,2410.296,tr,7/12/2023,us,1,topo,,
901,1155,4328341.601,987988.076,2410.286,tr,7/12/2023,us,1,topo,,
902,1156,4328341.816,987988.085,2410.252,tr,7/12/2023,us,1,topo,,
903,1157,4328341.997,987988.182,2410.255,tr,7/12/2023,us,1,topo,,
904,1158,4328342.189,987988.231,2410.272,tr,7/12/2023,us,1,topo,,
905,1159,4328342.382,987988.316,2410.287,tr,7/12/2023,us,1,topo,,
906,1160,4328342.571,987988.413,2410.25,tr,7/12/2023,us,1,topo,,
907,1161,4328342.934,987988.46,2410.28,tr,7/12/2023,us,1,topo,,
908,1162,4328343.142,987988.5,2410.293,tr,7/12/2023,us,1,topo,,
909,1163,4328343.338,987988.536,2410.322,tr,7/12/2023,us,1,topo,,
910,1164,4328343.546,987988.553,2410.349,tr,7/12/2023,us,1,topo,,
911,1165,4328343.759,987988.61,2410.345,tr,7/12/2023,us,1,topo,,
912,1166,4328343.96,987988.673,2410.331,tr,7/12/2023,us,1,topo,,
913,1167,4328344.158,987988.752,2410.326,tr,7/12/2023,us,1,topo,,
914,1168,4328344.324,987988.812,2410.315,tr,7/12/2023,us,1,topo,,
915,1169,4328344.512,987988.836,2410.324,tr,7/12/2023,us,1,topo,,
916,1170,4328344.729,987988.864,2410.307,tr,7/12/2023,us,1,topo,,
917,1171,4328344.913,987988.962,2410.308,tr,7/12/2023,us,1,topo,,
918,1172,4328345.083,987989.03,2410.307,tr,7/12/2023,us,1,topo,,
919,1173,4328345.28,987989.04,2410.307,tr,7/12/2023,us,1,topo,,
920,1174,4328345.458,987989.127,2410.333,tr,7/12/2023,us,1,topo,,
921,1175,4328345.679,987989.177,2410.347,tr,7/12/2023,us,1,topo,,
922,1176,4328345.854,987989.307,2410.321,tr,7/12/2023,us,1,topo,,
923,1177,4328346.067,987989.27,2410.346,tr,7/12/2023,us,1,topo,,
924,1178,4328346.222,987989.375,2410.369,tr,7/12/2023,us,1,topo,,
925,1179,4328346.454,987989.381,2410.382,tr,7/12/2023,us,1,topo,,
926,1180,4328346.652,987989.458,2410.378,tr,7/12/2023,us,1,topo,,
927,1181,4328346.847,987989.492,2410.339,tr,7/12/2023,us,1,topo,,
928,1182,4328347.059,987989.555,2410.371,tr,7/12/2023,us,1,topo,,
929,1183,4328347.254,987989.634,2410.4,tr,7/12/2023,us,1,topo,,
930,1184,4328347.424,987989.673,2410.534,tr,7/12/2023,us,1,topo,,
931,1185,4328347.643,987989.674,2410.422,tr,7/12/2023,us,1,topo,,
932,1186,4328347.742,987989.683,2410.315,tr,7/12/2023,us,1,topo,,
933,1187,4328347.834,987989.757,2410.277,tr,7/12/2023,us,1,topo,,
934,1188,4328348.004,987989.764,2410.247,tr,7/12/2023,us,1,topo,,
935,1189,4328348.204,987989.831,2410.127,tr,7/12/2023,us,1,topo,,
936,1190,4328348.378,987989.877,2410.138,tr,7/12/2023,us,1,topo,,
937,1191,4328348.569,987990.01,2410.119,tr,7/12/2023,us,1,topo,,
938,1192,4328348.757,987990.052,2410.125,tr,7/12/2023,us,1,topo,,
939,1193,4328348.954,987990.072,2410.173,tr,7/12/2023,us,1,topo,,
940,1194,4328349.054,987990.069,2410.172,tr,7/12/2023,us,1,topo,,
941,1195,4328349.122,987990.054,2410.424,tr,7/12/2023,us,1,topo,,
942,1196,4328349.211,987990.094,2410.463,tr,7/12/2023,us,1,topo,,
943,1197,4328349.327,987990.166,2410.501,tr,7/12/2023,us,1,topo,,
944,1198,4328349.547,987990.224,2410.45,tr,7/12/2023,us,1,topo,,
945,1199,4328349.7,987990.299,2410.441,tr,7/12/2023,us,1,topo,,
946,1200,4328349.93,987990.353,2410.419,tr,7/12/2023,us,1,topo,,
947,1201,4328350.13,987990.374,2410.376,tr,7/12/2023,us,1,topo,,
948,1202,4328350.306,987990.501,2410.366,tr,7/12/2023,us,1,topo,,
949,1203,4328350.421,987990.477,2410.385,tr,7/12/2023,us,1,topo,,
950,1204,4328350.525,987990.543,2410.561,tr,7/12/2023,us,1,topo,,
951,1205,4328350.626,987990.522,2410.622,tr,7/12/2023,us,1,topo,,
952,1206 log,4328350.678,987990.542,2411.046,tr,7/12/2023,us,1,topo,,log
953,1207 log,4328350.829,987990.56,2411.107,tr,7/12/2023,us,1,topo,,log
954,1208 log,4328350.93,987990.57,2411.081,tr,7/12/2023,us,1,topo,,log
955,1209,4328351.046,987990.487,2410.297,tr,7/12/2023,us,1,topo,,
956,1210,4328351.263,987990.586,2410.355,tr,7/12/2023,us,1,topo,,
957,1211,4328351.49,987990.588,2410.372,tr,7/12/2023,us,1,topo,,
958,1212,4328351.497,987990.744,2411.185,tr,7/12/2023,us,1,topo,,
959,1213,4328351.705,987990.752,2411.298,tr,7/12/2023,us,1,topo,,
960,1214,4328351.885,987990.825,2411.437,tr,7/12/2023,us,1,topo,,
961,1215,4328351.998,987990.981,2411.501,tr,7/12/2023,us,1,topo,,
962,1216,4328352.237,987991.009,2411.631,tr,7/12/2023,us,1,topo,,
963,1217,4328352.426,987991.082,2411.635,tr,7/12/2023,us,1,topo,,
964,1218,4328352.609,987991.121,2411.596,tr,7/12/2023,us,1,topo,,
965,1219,4328352.917,987991.213,2411.138,tr,7/12/2023,us,1,topo,,
966,1220,4328352.787,987991.132,2411.471,tr,7/12/2023,us,1,topo,,
967,1221,4328353.002,987991.265,2411.18,tr,7/12/2023,us,1,topo,,
968,1206,4328353.204,987991.243,2411.306,tr,7/12/2023,us,1,rapid,,
969,1207,4328353.397,987991.298,2411.408,tr,7/12/2023,us,1,rapid,,
970,1208,4328353.565,987991.353,2411.463,tr,7/12/2023,us,1,rapid,,
971,1222,4328353.767,987991.393,2411.506,tr,7/12/2023,us,1,rapid,,
972,1223,4328353.928,987991.407,2411.595,tr,7/12/2023,us,1,rapid,,
973,1224,4328353.992,987991.373,2412.244,tr,7/12/2023,us,1,rapid,,
974,1225,4328354.161,987991.443,2412.399,tr,7/12/2023,us,1,rapid,,
975,1226,4328354.371,987991.459,2412.37,tr,7/12/2023,us,1,rapid,,
976,1227,4328354.543,987991.528,2412.4,tr,7/12/2023,us,1,rapid,,
977,1228,4328354.728,987991.556,2412.391,tr,7/12/2023,us,1,rapid,,
978,1229,4328354.88,987991.688,2412.365,tr,7/12/2023,us,1,rapid,,
979,1230,4328355.088,987991.713,2412.325,tr,7/12/2023,us,1,rapid,,
980,1231,4328355.252,987991.777,2412.141,tr,7/12/2023,us,1,rapid,,
981,1232 log,4328355.289,987991.8,2412.457,tr,7/12/2023,us,1,rapid,,log
982,1233 log,4328355.368,987991.827,2412.511,tr,7/12/2023,us,1,rapid,,log
983,1234 log,4328355.432,987991.843,2412.492,tr,7/12/2023,us,1,rapid,,log
984,1235,4328355.539,987991.862,2412.489,tr,7/12/2023,us,1,rapid,,
985,1236,4328355.64,987991.859,2411.889,tr,7/12/2023,us,1,rapid,,
986,1237,4328355.885,987991.943,2411.891,tr,7/12/2023,us,1,rapid,,
987,1238,4328355.977,987991.966,2412.144,tr,7/12/2023,us,1,rapid,,
988,1239,4328356.176,987992.053,2412.135,tr,7/12/2023,us,1,rapid,,
989,1240,4328356.337,987992.097,2412.262,tr,7/12/2023,us,1,rapid,,
990,1241,4328356.505,987992.173,2412.142,tr,7/12/2023,us,1,rapid,,
991,1242,4328358.657,988029.02,2411.643,tr,7/12/2023,us,2,rapid,,
992,1243,4328358.459,988028.99,2411.593,tr,7/12/2023,us,2,rapid,,
993,1244,4328358.253,988028.936,2411.426,tr,7/12/2023,us,2,rapid,,
994,1245,4328357.986,988028.869,2411.298,tr,7/12/2023,us,2,rapid,,
995,1246,4328357.879,988028.852,2411.214,tr,7/12/2023,us,2,rapid,,
996,1247,4328357.673,988028.768,2411.189,tr,7/12/2023,us,2,rapid,,
997,1248,4328357.513,988028.73,2411.098,tr,7/12/2023,us,2,rapid,,
998,1249,4328357.459,988028.697,2411.047,tr,7/12/2023,us,2,rapid,,
999,1250,4328357.282,988028.663,2410.971,tr,7/12/2023,us,2,rapid,,
1000,1251,4328357.117,988028.586,2410.911,tr,7/12/2023,us,2,rapid,,
1001,1252,4328356.904,988028.55,2410.85,tr,7/12/2023,us,2,rapid,,
1002,1253,4328356.718,988028.504,2410.776,tr,7/12/2023,us,2,rapid,,
1003,1232,4328356.536,988028.445,2410.709,tr,7/12/2023,us,2,topo,,
1004,1233,4328356.497,988028.405,2410.579,tr,7/12/2023,us,2,topo,,
1005,1234,4328356.321,988028.394,2410.45,tr,7/12/2023,us,2,topo,,
1006,1254,4328356.135,988028.345,2410.328,tr,7/12/2023,us,2,topo,,
1007,1255,4328355.942,988028.3,2410.279,tr,7/12/2023,us,2,topo,,
1008,1256,4328355.768,988028.22,2410.241,tr,7/12/2023,us,2,topo,,
1009,1257,4328355.572,988028.199,2410.227,tr,7/12/2023,us,2,topo,,
1010,1258,4328355.478,988028.154,2410.243,tr,7/12/2023,us,2,topo,,
1011,1259,4328355.363,988028.1,2410.233,tr,7/12/2023,us,2,topo,,
1012,1260,4328355.123,988028.12,2410.179,tr,7/12/2023,us,2,topo,,
1013,1261,4328354.947,988028.017,2410.084,tr,7/12/2023,us,2,topo,,
1014,1262,4328354.753,988027.963,2410.134,tr,7/12/2023,us,2,topo,,
1015,1263,4328354.59,988027.917,2410.144,tr,7/12/2023,us,2,topo,,
1016,1264,4328354.388,988027.875,2410.189,tr,7/12/2023,us,2,topo,,
1017,1265,4328354.209,988027.824,2410.175,tr,7/12/2023,us,2,topo,,
1018,1266,4328354.024,988027.819,2410.183,tr,7/12/2023,us,2,topo,,
1019,1267,4328353.787,988027.768,2410.263,tr,7/12/2023,us,2,topo,,
1020,1268,4328353.611,988027.673,2410.271,tr,7/12/2023,us,2,topo,,
1021,1269,4328353.434,988027.65,2410.242,tr,7/12/2023,us,2,topo,,
1022,1270,4328353.188,988027.575,2410.302,tr,7/12/2023,us,2,topo,,
1023,1271,4328353.027,988027.552,2410.268,tr,7/12/2023,us,2,topo,,
