"SID","sedstorage_y2025_m3","sedstorage_ci_hi_y2025_m3","sedstorage_ci_lo_y2025_m3"
290261,349804.478418047,3401996.18208309,35968.0512769998
290262,33044.6303692087,71541.84,3385.55636558039
290263,249800.847956588,2431371.51192858,25664.7177667776
290269,41364.472731153,59207.04,4230.16203043861
290271,168346.249028372,1105198.08,17334.0053608413
290272,155438.452088689,1356828,16034.7705254019
290275,111455.247504601,666079.2,11477.8809212781
290278,199500.999360197,246696,20466.8275790691
290286,252137.937310391,999118.8,25885.5374503784
290291,13758.8393969476,135812.729394138,1393.87274223479
290292,163900.735600148,999118.8,16862.8433640007
290294,94242.3271384848,186255.48,9682.12029100048
290295,25596.62163494,248959.398492741,2631.70237030189
290300,25444.5574878232,43171.8,2602.34066506269
290301,11591.4287317692,61674,1146.11827755308
290305,151077.919612003,1466726.99039667,15561.5448162702
290310,1702040.04680354,4403523.6,175016.735412184
290318,25335.2566815577,38237.88,2602.07690892118
290320,733321.797597289,1628193.6,75577.8623057849
290322,335181.913183051,794361.12,34599.1483584404
290330,65779.9359527928,244229.04,6800.41178083247
290362,433213.038419947,3086166.96,44634.4108170256
290387,17058.6171208664,91277.52,1747.31057178585
290397,430789.247101952,779559.36,44117.0602722262
290403,92375.583041884,180088.08,9547.27835539143
290425,22906.0703303579,177621.12,2347.36176492335
290439,79661.2852975327,197356.8,8186.93259318602
290451,996368.44317968,2499030.48,102988.441581495
290452,188072.293866303,300969.12,19356.2038355268
290453,49339.2,49339.2,49339.2
290454,92942.0587197284,182555.04,9571.0573251037
290457,463203.162569967,885638.64,47766.6395754124
290459,66921.4692919216,141850.2,6804.42326725457
290460,119953.51105509,234361.2,12323.4004997674
290461,224836.638522663,1385198.04,23039.5852077423
290462,47381.6980389365,209691.6,4894.98052158805
290463,147001.307008864,246696,15142.6225160065
290464,3130.51683743657,30525.853137542,321.043792791536
290465,143147.29581694,513127.68,14697.7305628305
290466,167777.010131951,1424669.4,17194.2554821144
290469,113553.262883382,1104077.88574507,11678.8350513523
290471,68896.6773581399,251629.92,7075.81922025457
290472,48213.3152901431,136916.28,4938.12392881609
290473,62066.7610978774,86343.6,6382.82283143915
290476,246515.165761773,1713303.72,25393.1639252996
290477,159050.680312626,214625.52,16303.9080163011
290480,563394.343728094,1936563.6,58089.8248708359
290481,315596.365339034,437885.4,32494.5113368132
290482,916238.631804664,5637003.6,94067.7388530219
290483,120918.152693031,487224.6,12417.8784391351
290484,110944.402869529,172687.2,11428.8193182233
290486,69903.3615514845,130748.88,7197.9615808629
290487,106523.432610404,1033181.99414154,10982.8101529505
290488,89229.0785666778,223259.88,9175.20132649639
290489,104782.606595534,1016673.41248569,10799.3329127302
290490,485574.255123421,4698660.76770826,50180.7576446226
290491,1494567.68918281,2466960,153946.560865483
290492,8973.98978344764,89282.6520187608,901.994853563495
290493,275995.386780424,518061.6,28509.7410510356
290530,143837.056891113,1001585.76,14772.9763709836
290531,2731862.70713738,11587311.12,280807.12187152
290532,637686.588183921,4139558.88,65775.4580406433
290533,212045.586050442,666079.2,21770.1364869858
290534,164209.624539396,205991.16,16851.3388328717
290535,49257.4822483242,74008.8,5039.5548675705
290536,183093.089268004,467488.92,18766.887901067
290537,115378.375106748,331806.12,11813.8691999803
290538,784837.689983191,1038590.16,80667.3462892522
290539,50316.7427656089,74008.8,5172.0487214759
290540,365737.494548398,733920.6,37466.0582719436
290541,124099.936441817,296035.2,12773.6762336469
290542,88836.5686352274,742554.96,9051.97627456786
290543,236650.447570325,944845.68,24390.7191637077
290544,148461.989551139,276299.52,15229.5453918196
290548,141595.046451121,555066,14574.1896485452
290550,584378.122107057,2374449,60214.1720462621
290551,122659.441093001,209691.6,12665.6904305508
290552,9081814.40570628,17340261.84,936388.771911027
290553,419734.439885558,724052.76,43352.6816267172
290554,692842.341807862,1269250.92,71552.2171409416
290556,379249.396649299,1601057.04,39143.0319467104
290557,709479.154763753,1640528.4,73439.977676711
290558,619720.945161725,1788546,64156.7544238173
290559,81258.7996237233,103612.32,8345.12270980851
290560,100979.362738928,989035.923202647,10309.8699045645
290561,80683.1524068041,321938.28,8280.87356892528
290562,297451.658858987,1242114.36,30478.7171267315
290565,60615.7058924762,94977.96,6196.84465297434
290566,64949.0986947784,166519.8,6656.37752534968
290567,27552.1002470058,199823.76,2812.68632297493
290568,40906.1277901416,400845.096070767,4174.45868038755
290569,338245.060743045,814096.8,34714.6817103711
290570,89221.975333575,740088,9161.85924526677
290571,489518.50515869,2729691.24,50229.167735542
290572,190201.566129333,524229,19472.9566225682
290599,7355.8965937205,72854.523574063,742.702196693417
290608,164722.843760714,212158.56,16893.0730963695
290610,65521.4646866914,643598.347870828,6670.40608306685
290611,663756.522565714,2837004,68050.3421276077
290615,139695.56275014,1356555.90260612,14385.5850058134
290618,105165.845120544,161585.88,10823.2335079016
290619,496777.724392745,774625.44,51009.2953575265
290620,13985.5095248467,123348,1422.09620069293
290621,425641.977930146,807929.4,43912.3867549381
290622,59190.6579697371,178854.6,6069.63728166148
290624,107920.477330931,266431.68,11045.1811626236
290629,150086.07113328,444052.8,15361.1350892505
290631,79606.3413732599,94977.96,8144.54989450039
290632,126927.168453221,1110132,12961.4836117948
290635,336334.935506141,826431.6,34665.1830830916
290644,49941.3430268026,65374.44,5084.10735544711
290651,89437.6896288302,262731.24,9160.79591046131
290653,141578.15279553,888105.6,14461.4724094737
290654,163859.573487064,407048.4,16835.427426918
290655,229982.021709618,2236779.035493,23646.3814576059
290657,428925.679677821,836299.44,43925.1359429957
290658,98031.3855968773,215859,9999.39607227873
290659,101785.989796678,471189.36,10486.6216503136
290660,85374.4926810193,127048.44,8785.24907153624
290661,160251.527945965,305903.04,16490.7036048881
290663,69525.4681458627,679149.073337141,7117.42224302761
290666,73158.1355779842,468722.4,7513.31405080736
290669,10187.1273294064,99999.7944744654,1037.7777651537
290671,34010.93372262,214625.52,3513.04347570275
290672,46202.9752129518,57973.56,4708.81968781144
290685,48335.1740125321,111013.2,4973.14625438189
290686,1053931.52676366,10195518.5593319,108947.049298409
290687,42900.7907771583,417165.64383428,4411.86343244663
290690,143023.108167774,302202.6,14698.8615062828
290692,31368.7117051061,61674,3209.43937336853
290693,279067.221282748,1534449.12,28733.2233469687
290694,19430.0195968122,148017.6,1995.25375344787
290695,61411.8948450625,119647.56,6275.32143850061
290696,68005.3191034513,246696,6993.48187838909
290697,136631.307722954,923876.52,13944.1317748438
290699,149972.798408682,671013.12,15451.7240124829
290701,298344.035927733,976916.16,30663.0648188295
290703,8397.38786550831,75242.28,858.399288613227
290704,65974.542272335,115947.12,6792.19058192462
290706,70001.800176587,524229,7174.66308420158
290708,499005.261119521,4880525.43058092,51020.3776553875
290709,110241.384758595,271365.6,11379.111339505
290710,668222.191347536,2305374.12,69018.9311202466
290712,115472.742895572,1120976.54696115,11894.9449816535
290713,254164.245888813,497092.44,26194.775162976
290714,197255.941070023,261497.76,20186.1891885726
290715,81755.0794893806,794333.795599063,8414.46386814519
290716,3526.01387328414,35062.0495454865,354.593470597405
290718,47133.9687096933,462798.876939626,4800.3811526452
290720,628808.908358316,1788546,64814.7796629532
290721,482530.212174161,1095330.24,49753.9439105936
290722,33811.0753294457,53039.64,3475.42460192533
290723,220003.068871553,2137457.71297504,22644.3545615381
290725,282627.778680608,2749414.34961019,29052.9004088669
290726,187306.180697466,860969.04,19349.4703189032
290727,187195.044601456,1816841.65550829,19287.3080695287
290728,210124.961734831,395947.08,21662.4478830312
290729,40921.5457241066,180088.08,4203.37672907575
290730,99778.1550572101,391013.16,10252.4570152905
290733,516174.977240706,5023603.07227355,53036.9544122564
290734,407540.386918033,1351894.08,42029.787224207
290735,158304.399386485,333039.6,16357.0014989644
290736,17935.3304200347,175332.038065611,1834.66798666566
290744,41618.5667046202,74008.8,4291.31996583647
290754,19399.6925206629,189674.76697136,1984.17573357605
290756,299049.758705551,1264317,30707.4815683517
290757,70217.076730077,155418.48,7228.44055111855
290758,130385.553905019,890572.56,13299.4254080198
290813,111448.491532621,176387.64,11482.806585736
290814,82119.5651944328,120881.04,8442.59984805972
290819,46961.4105600619,88810.56,4787.22933572937
290823,184658.482985769,1103964.6,18884.2423760751
290829,3978893.54078221,11486165.76,411808.957192185
290830,404369.267889552,1603524,41578.5143589195
290835,34650.9668887075,341567.516546456,3515.23329402724
290843,49863.3947076585,62907.48,5077.32202487507
290854,709674.462723542,3368633.88,72703.1735036263
290855,135400.274452076,197356.8,13915.4289055947
290890,421482.781295948,2454625.2,43533.1417096338
290891,449274.834177232,1356828,46104.7597396172
290896,35319.2898158788,149251.08,3600.61082957875
290901,61511.376874627,170220.24,6356.2428795958
290902,121206.513715519,325268.676,12472.2578817392
290914,18793.1612507573,27136.56,1925.81994855467
290919,270968.161105152,770925,27856.1329279135
290930,152116.759168367,683347.92,15695.4196199187
290941,42660.6746358676,417815.34117943,4355.83134704905
290945,12505.1912243919,24669.6,1281.59910647245
290947,719263.683581591,1217444.76,74044.590258578
290948,141728.024837089,246696,14552.9032379111
290949,52727.4369789728,329339.16,5370.54174843644
290950,32576.1397820292,242995.56,3342.75895646273
290959,116358.330062211,155418.48,11904.9386931127
290960,108749.45151527,299735.64,11101.0252444441
290961,95386.2739507067,265198.2,9743.68400810008
290962,35656.9850508244,91277.52,3666.13037495061
290963,112083.826669243,363876.6,11415.3188532329
290966,312407.513452357,1031189.28,32005.4128232565
290967,62200.1212386439,77709.24,6361.47949968479
290968,78780.405668958,152951.52,8094.31962197078
290969,169588.928042747,330572.64,17448.3714835707
290970,73638.9792126375,378678.36,7520.50881814199
290971,70411.871750392,202290.72,7199.08986639411
290972,493996.338710288,1060792.8,50638.9667959801
290973,300576.996692585,477356.76,30817.3634949184
290974,121192.356122258,210925.08,12422.8486993303
290975,56480.8594027628,78942.72,5799.75048414832
290976,412223.90148585,615506.52,42494.9847799726
290977,36635.5343152868,220792.92,3734.53306538796
290996,203433.643722998,439118.88,20933.8150574761
291007,674155.478308426,4956122.64,69231.7743110342
291008,219442.891663073,2127061.24760023,22639.3023500289
291009,36101.4143656357,61674,3712.02505369462
291014,88171.3195563938,724052.76,8970.14236050015
291019,104111.923914494,425550.6,10624.3584160361
291021,263370.689111661,394713.6,26987.007459126
291030,125681.990270971,330572.64,12963.250076937
291031,10485.197251756,37004.4,1037.03862380303
291034,321579.495106909,962114.4,33266.9061731391
291035,391628.230279746,780792.84,40084.9435768365
291071,36391.423926634,90044.04,3736.41621487873
291072,55791.5429800324,339207,5732.83270491512
291073,39175.7800652723,139383.24,4034.19945939435
291074,54872.9341580114,91277.52,5659.33048615658
291091,308090.749146866,703083.6,31590.2785073132
291092,86257.7037203273,112246.68,8830.45723390757
291097,287658.075963079,2828623.82622027,29253.5076243599
291098,2176401.29515434,6833479.2,222547.829183063
291100,45415.8746285846,148017.6,4673.27160477338
291104,100466.135948166,382378.8,10335.1563659408
291107,87894.3528533686,546431.64,8947.43699085905
291108,75698.7028811014,733920.6,7746.85599510491
291109,181858.457557886,809162.88,18610.2207480045
291110,202467.519061243,321938.28,20748.5306951648
291113,51719.5115553752,61674,5273.36263227181
291114,325657.893127548,456387.6,33395.2440176688
291115,182576.252073905,910308.24,18701.7066941103
291116,12525.0614408864,76475.76,1271.24241571579
291118,101531.739936772,123348,10401.005576434
291120,41040.7049750585,104845.8,4164.39641717326
291123,53480.3839075252,77709.24,5499.27077945437
291127,43668.0990919499,71541.84,4486.18222892236
291129,1818.99306525127,17964.0534245296,184.18648025808
291130,23240.9204041455,66607.92,2363.77098281271
291135,43809.188579865,234361.2,4453.36826578132
291137,29531.7901033422,288390.098781351,3024.121252405
291139,98617.8102820378,129515.4,10108.7581970782
291140,195118.063952271,308370,19994.3574112399
291147,2994.65519682159,29955.1101208826,299.379962606071
291165,81842.8535645379,103612.32,8324.86037985365
291171,29712.8276575408,185022,3012.41225816113
291178,19075.9193056337,184849.818586055,1968.57481461711
291185,22418.1033448008,113480.16,2277.5250473202
291192,245301.881316465,304669.56,25178.4525175109
291194,44053.0675027119,71541.84,4542.28496909156
291195,31153.6549128555,306343.275303383,3168.17861749409
291196,171979.549324039,1037356.68,17552.9162260916
291197,356560.338255628,3482781.77454614,36503.9451355048
291198,104170.745165718,1020721.65650486,10631.247097802
291199,138409.867498764,1356033.23868678,14127.4497368353
291200,37532.3908544043,43171.8,3832.04270870621
291212,44572.7864548611,439397.706737779,4521.49217414163
291213,3921624.59226329,5477884.68,403783.656841067
291217,49127.0097055576,74008.8,5050.04226686886
291218,406930.729229553,3939998.55271104,42028.5987865033
291219,34676.3525955897,93744.48,3562.79794864269
291220,201142.255019401,277533,20629.4728370531
291223,371119.836528646,653744.4,37974.6487423249
291229,181351.025246541,1756496.9652473,18723.7410645575
291236,50912.5144661763,496196.714835298,5223.90425363659
291237,23795.488210344,233072.453581871,2429.39588298332
291242,142778.02080687,524229,14530.8273256093
291243,28954.1471084222,39471.36,2974.45747989194
291244,17176.1407707772,74008.8,1729.67715726951
291245,139525.822334801,817797.24,14245.5809870744
291246,53252.3636440238,80176.2,5425.1816170801
291247,29072.3892880136,93744.48,2965.21883915474
291248,32208.8736558899,39471.36,3286.50213506956
291249,46866.5440602159,77709.24,4786.05575079079
291250,27226.0685594058,130748.88,2773.47110604699
291252,143053.61235168,194889.84,14679.7931834267
291258,108494.282379687,160352.4,11161.0886162202
291259,53419.442529858,78942.72,5494.19522607966
291261,83291.9072894368,120881.04,8507.93846391805
291263,3867199.44471545,19571627.16,400264.388748477
291276,33144.9940532689,324618.50269191,3384.25142646254
291279,73500.6655072218,580969.08,7530.65372627253
291280,291651.240129943,468722.4,29844.9736713539
291281,200419.152639718,319471.32,20523.8910142677
291283,26177.1820077498,33303.96,2679.96415978535
291284,174976.837881681,698149.68,17870.4394899125
291290,73686.9714981416,103612.32,7553.52808703759
291291,65491.9293440129,96211.44,6710.84055335072
291292,35560.5565472575,308370,3643.12296675555
291293,146958.617708502,235594.68,15137.7825341796
291294,17987.2196168319,177623.113536117,1821.49756922459
291295,187393.45417375,331806.12,19136.5763596524
291299,80584.5158163596,786114.327851886,8260.71216269785
291306,8540.80193120185,62907.48,873.450291922037
291308,78935.238133941,178854.6,8059.28736925343
291321,1993300.32491427,13074888,205564.579481849
291326,31482.3312584793,70308.36,3244.12431250193
291328,374808.31032419,2389250.76,38612.2838581821
291329,142772.84671592,333039.6,14758.9067367951
291330,25652.6711750273,43171.8,2625.86023746657
291339,47454.1016470741,95841.396,4863.90241442552
291345,68639.9013231147,133215.84,7086.81311979755
291354,222635.81048805,2154648.76919261,23004.540146116
291355,564125.384408389,801762,57628.6992430198
291359,143792.826475641,297268.68,14618.3909298246
291360,43610.0957157716,234361.2,4447.80103825352
291362,48134.4055146181,96211.44,4939.80486503275
291366,225974.072072884,592070.4,23168.9955260724
291400,22265.6087883084,216618.75722179,2288.61683573601
291404,87722.5322021068,112246.68,8987.47772832205
291406,92511,92511,92511
291408,3551.93849465514,36122.3642478321,349.264709897005
291409,95051.7542983997,222026.4,9698.76263309528
291410,551345.135894849,999118.8,56628.0653533686
291411,6226.74560230107,65451.9756115332,592.378769831108
291418,52103.8633256123,166519.8,5296.04045273359
291419,34053.6279925135,74008.8,3502.86595555994
291422,20696.9416149435,35770.92,2133.97654613555
291427,36379.4231096481,74008.8,3754.43265028227
291440,20864.946430895,30837,2107.2647927576
291441,9653.13677691583,18995.592,991.06676529731
291442,145010.839591348,241762.08,14940.0586971875
291446,48043.4535091455,61674,4902.82261822038
291450,18768.0739399511,30837,1918.22674859199
291451,51603.1397578284,111013.2,5299.95859185996
291454,5271.45082720635,49339.2,539.505964017362
291468,109902.097253787,370044,11308.0747536342
291470,72569.8281160998,160352.4,7487.65892481022
291471,34728.3511213768,61674,3569.02247886043
291472,14826.3347876017,98678.4,1526.82663564084
291475,72193.9563908011,156651.96,7421.63398434668
291476,123241.825239384,288634.32,12639.9164116215
291477,40358.1275153561,72775.32,4130.46813248026
291478,67134.6898079,111013.2,6860.46539237088
291479,154384.191595675,341673.96,15814.7532522616
291480,316880.103239869,2014272.84,32482.8005778354
291481,103667.164110367,223259.88,10694.704440535
291484,34150.5444968726,69074.88,3524.32277852424
291486,32340.1241837496,49339.2,3317.22559266567
291501,32551.6055797604,48105.72,3348.94763231147
291514,98750.4262908661,178854.6,10161.6441741084
291520,51146.6212281151,314537.4,5284.0810597051
291522,38021.1219507903,65374.44,3895.48306729294
291535,70120.0899039039,199823.76,7246.44814714935
291545,37163.5135532919,359804.331957671,3838.54950303432
291546,86136.3316562963,832928.456639912,8907.68897623464
291548,3278888.13965263,31652444.7275094,339661.202314992
291550,17838.746260417,29603.52,1832.61932959359
291561,47962.0293728074,129515.4,4956.52822844842
291570,58388.7814816005,67841.4,5965.43874667289
291571,228638.795192683,896739.96,23526.1357673808
291575,48356.8043677031,228193.8,4984.72992737812
291598,9213.1006089112,55506.6,945.587571347909
291603,333062.906685527,2047576.8,34482.992122981
291615,5033.61719270734,14801.76,517.744571959641
291618,22091.9933872879,217975.108998625,2239.04543076545
291635,64562.5595929605,117180.6,6667.909934537
291638,17469.1763657131,169775.516993756,1797.5037172622
291640,8339.61881291216,22202.64,858.924782436811
291646,52803.94568278,114713.64,5433.67318712216
291647,26978.7064054724,111013.2,2783.32335711252
291649,12867.0471312519,40704.84,1324.21009932695
291662,9278.84317514009,90018.832867579,956.432425595824
291670,26665.6199546379,234361.2,2715.46332094543
291671,17382.6271577549,41938.32,1767.8018817755
291673,29500.351324097,92511,3049.68563939733
291676,67887.6930669213,636475.68,6512.36525898556
291678,894416.142396196,8693307.03666446,92022.5447467729
291681,61075.4852465008,123348,6310.42930798367
291683,10123.0999036861,18502.2,1041.93179740835
291686,11528.9192325684,13568.28,1177.07872153489
291688,83203.3678074541,805778.354686646,8591.44499754484
291690,80183.6361644497,178854.6,8294.326212142
291702,21547.4683615833,115947.12,2192.7759948868
291704,40483.1775561693,92511,4180.72375265043
291706,31216.8006723156,67841.4,3207.46764752172
291715,24651.6364155554,61674,2543.5857318792
291717,14443.0381019027,85110.12,1482.42428861252
291718,10377.8188275837,19735.68,1053.81821000682
291722,5680.13088549871,16035.24,583.765334766071
291723,18384.5400251024,178516.353870727,1893.33528612931
291728,6894.86516757204,35770.92,708.009107600486
291730,385100.445224345,1086695.88,39894.60722142
291731,36995.2782033129,45638.76,3791.61885900123
291734,31329.976466737,64140.96,3218.44765604225
291739,69857.1550617099,161585.88,7152.3852059767
291740,10106.6869985314,24669.6,1026.91940268875
291748,103188.498299816,148017.6,10572.3687983285
291758,16134.7563023597,157318.521385129,1654.7979134588
291769,47106.8264881676,293568.24,4866.34508620438
