"SID","sedstorage_y2025_m3","sedstorage_ci_hi_y2025_m3","sedstorage_ci_lo_y2025_m3"
332098,89216.8388424251,877278.665118612,9073.10829445407
332101,107685.077557806,161585.88,11060.4661234813
332102,18059.9567738002,51436.116,1857.20011687993
332107,21029.8998803933,206723.169013977,2139.36682128486
332108,59478.3358983847,185515.392,6152.85952401825
332110,65520.6613790038,90044.04,6705.52988724734
332111,53172.8803027101,63709.242,5433.06803482765
332118,41950.2173091804,152951.52,4334.06583115947
332119,23328.6947996173,83876.64,2403.35048387938
332120,186.349915472021,2046.81125360748,16.9660445902009
332121,89004.1042007189,460088.04,9213.86583826518
332156,9155.3593425632,25903.08,940.778820280304
332163,79700.5275393084,171453.72,8225.17642223167
332185,20542.659730092,200520.585684862,2104.52641231339
332192,62907.48,62907.48,62907.48
332203,130974.081995485,585903,13510.7672458641
340515,116780.953129335,314537.4,11904.1849774717
340571,135096.754239941,209691.6,13912.3755541868
340578,578782.529972308,889339.08,59735.5167928797
340595,475283.458748226,2126149.476,48966.106546287
340626,33077.6948626653,322908.380202,3388.37256791894
340627,51806.8319063198,505947.624906153,5304.7938166871
340631,37646.7874591362,368085.741376406,3850.40887672977
340633,101285.892243874,979780.262577119,10470.5436101089
340634,72748.2279845616,708518.786921007,7469.53330326269
340635,1147569.25021083,5276827.44,118154.840912123
340648,228786.798785896,1187841.24,23473.2511158788
340649,47607.5783537146,318237.84,4863.72169461889
340674,68477.4464941985,91277.52,7037.63069108341
340675,62854.4964088994,98678.4,6446.2211410646
340702,8453339.18734032,82017861.4223024,871260.749512695
340727,212581.354685955,2072408.38335898,21805.9494079397
340742,19253.2249467203,188389.848866537,1967.65735032582
340745,43241.9142530833,422245.739267567,4428.37659301074
340753,4160497.0140151,9401584.56,429077.821592815
340772,29127.9434735353,284247.138169333,2984.85710871796
340776,52798.9916668892,515292.227650221,5410.00498639879
340839,13338.9759279404,29603.52,1354.73051018091
340843,20093.9587092326,34537.44,2050.64268307396
340858,1902.8820406912,18502.2,185.436917446211
340867,38788.0901555219,66607.92,3997.48836519878
364845,652000.189553939,1116299.4,67380.2936318474
364851,447513.734873279,3816387.12,46108.3575652836
364854,10505.1402157628,61674,1072.94325143024
364860,710529.87242542,3374801.28,73294.7114897138
364868,533711.218611457,1158237.72,55126.9258289431
364869,931933.47292764,1869955.68,95849.6042960301
364873,488379.93396799,3207048,50567.4840382825
364877,131977.561316661,266431.68,13480.0824898164
364878,108065.368516888,123348,11045.3541567526
364880,84618.4483761073,370044,8697.24674284276
364881,226907.681246499,2207907.00175323,23319.4132577952
364899,107490.408033009,370044,11016.9109599269
364901,481436.245324857,4662554.4,49439.6378008007
364910,309784.084835167,1597356.6,31786.4744486532
364913,8043.8502431703,79268.918240794,816.253434139241
364932,86618.6896156551,844595.26406929,8883.30506920491
364949,12990.2094265315,126228.328597387,1336.82781686329
364962,73457.1669062384,719293.205694238,7501.74661344531
364963,376351.582756808,801762,38709.5440105167
364965,92378.0833935885,208458.12,9459.04714811266
364986,92340.2970943953,139383.24,9455.66274092716
364991,30632.3078209652,104845.8,3105.84850703582
364997,92037.3919256412,743788.44,9443.63559715511
364999,691138.364756537,6712261.1084648,71164.1325507956
365002,42654.7168028469,123348,4391.56948315232
365003,276960.302613142,2700274.11413469,28407.1194187425
365011,79952.450286275,123348,8178.87657644371
365016,49609.0681391632,69074.88,5071.54739740206
365017,66026.679948459,113480.16,6758.84639820723
365018,133742.661300477,315770.88,13704.8334949085
365022,35431.2078012065,148017.6,3635.14767959713
365027,75888.185669236,246696,7733.87067182314
365035,225933.510102074,678414,23199.6082382465
365036,96157.2709266695,945620.216820417,9777.94318225843
365037,74741.3649574736,474889.8,7638.68241939
365042,414445.531606608,752422.8,42792.1583301267
365046,28896.9031984887,283558.386917216,2944.82918858828
365049,10496.9661020199,49339.2,1019.01654540556
365052,125792.814414617,431718,12853.9417902084
365053,1315321.76318994,8300086.92,135596.563403497
365055,95442.6555840418,143083.68,9788.60558731073
365058,168265.651982407,431718,17239.4829906902
365060,229493.017861386,1517180.4,23631.557618031
365061,289750.260331741,2810285.06104274,29874.2695273626
365064,16445.1063325278,160669.491062059,1683.21639970643
365068,1497884.06693024,6819910.92,154908.583692674
365071,165344.709500092,801762,16958.64774544
365099,8477.57490841058,51806.16,834.691890366865
365110,25874.2602949485,43171.8,2664.56358547374
365133,56733.3288775803,70308.36,5788.47868961949
365134,63982.9589057571,85110.12,6518.81588783993
365135,607569.436935132,957180.48,62342.0524707912
365259,27344.8254756911,70308.36,2800.24388383043
365306,83440.5128410077,178854.6,8615.81786532039
365342,244452.644857785,573568.2,25104.4482670237
365352,40586.7102807669,187488.96,4149.48938151937
365422,4928.5093877444,8634.36,504.353025702544
365530,90204.2582204017,185022,9321.24959941655
365592,10515.8895348601,23436.12,1078.75349037613
365603,1669.9162582216,4810.572,169.230499838508
368627,1321771.44315903,1924228.8,136169.703768224
368628,2969291.88700328,28875992.9874799,305329.562659411
368629,2940136.21010295,28612082.4594952,302124.144448276
368636,3779.98532275715,37205.9155871184,384.03272207623
368642,66002.5388196923,642162.413315705,6783.85255865682
368650,519603.997513138,740088,53511.7147042573
368651,263659.492188183,1726872,27228.3033276207
368656,47888.1132994393,67841.4,4925.73207281544
368658,309240.025515941,1227312.6,31877.3420193305
368665,70620.5655899691,257797.32,7286.46425465679
368666,39149.9139475666,61674,3999.86973044045
368667,163348.244739022,271365.6,16794.2015447809
368668,41451.1160986597,62907.48,4261.2330722224
368669,46509.1466481801,113480.16,4745.36928852654
368678,38606.9860937045,62907.48,3977.86785500777
368680,85663.1596431905,330572.64,8760.29550422654
368694,958956.10983385,2960352,96207.6655374136
368804,677831.929860704,6639752.11323008,69197.782884574
368839,537377.223777725,687048.36,55225.7209549239
368840,133775.212090826,185022,13740.9629429961
368841,50649.8567538699,246696,5212.49240778627
368845,137963.712104037,193656.36,14104.8992443534
368847,361973.595542826,2367048.12,37092.02680144
368862,131594.045079733,647577,13582.1833981661
368872,39605.0533446702,222026.4,4081.09965851489
368931,67540.7557544253,148017.6,6980.6299366498
368981,56645.3082172648,129515.4,5856.01730807455
369023,21804.8674350798,98678.4,2232.52757932459
369068,1915.30523962996,18845.375655345,194.657523842647
369125,587356.738826104,5695015.48117871,60577.1731059515
369134,39238.594118251,80176.2,4046.75601612643
369338,579.511198189981,5955.18577204637,56.3934093213327
370714,1556682.08099152,7129514.4,159918.22635281
370715,589789.82986755,5550660,60600.7424218619
370716,89893.9233900137,135682.8,9259.29791875042
370717,123908.907006647,193656.36,12694.4064087881
370718,837318.90299188,4706959.68,86180.1774348652
370719,11485.5536003422,113629.832855489,1160.94460575424
370725,96201.5795239378,128281.92,9819.85899340342
370727,181806.256969219,277533,18576.7932401565
370731,116768.922566914,298502.16,11901.8515645747
370737,180946.993915743,262731.24,18502.8192029743
370741,121433.700579249,170220.24,12399.8074493097
370753,39809.7486591911,390373.723366924,4059.74068807482
370755,313111.412362529,1094096.76,32156.0753185747
370756,125434.919423697,324405.24,12855.411777256
370758,26858.1645421425,49339.2,2758.37763589986
370760,151720.044346629,1296387.48,15644.9759268409
370761,52088.0108303238,271365.6,5361.04868642671
370764,130982.85883299,252863.4,13523.7187651199
370766,78263.4590070753,178854.6,8059.87126785275
370767,33834.5473285809,55506.6,3484.82037163326
370775,64249.5860382285,114713.64,6579.74857932196
370777,293862.100229579,590836.92,30249.9037989898
370778,60875.8376403658,109779.72,6240.64899852389
370780,144708.601348564,252863.4,14864.7503631277
370784,97491.0102659765,947352.702768364,10032.6911560041
370789,49171.0644025986,77709.24,5047.78552535112
370792,38701.5194829201,62907.48,3964.20363031809
370793,71045.6444601342,129515.4,7293.7960716166
370798,70395.9867227359,125814.96,7240.75940020917
370799,58871.2046918396,106079.28,6028.38165698627
370800,41091.9660966108,94977.96,4218.81562507252
370803,91015.0423768339,162819.36,9345.98939608899
370806,59912.9695634366,207224.64,6149.13663520834
370807,84597.2736830035,829068.331436444,8632.21816975845
370808,573186.580928942,1856387.4,59145.8124915245
370809,52204.2078532398,133215.84,5360.21439783114
370811,95901.5136509429,168986.76,9887.04547474645
370813,479747.873740757,897973.44,49405.9604649923
370819,55131.0994985909,112246.68,5644.24023410082
370820,245891.718436269,532863.36,25418.131455951
370823,78297.5060453704,152951.52,8013.24006040295
370824,89835.5088648553,165286.32,9179.87237173699
370825,143434.571079555,351541.8,14798.4841659943
370827,104626.153741538,815330.28,10781.403411007
370830,161783.657840959,251629.92,16460.0669479878
370833,137474.158704416,323171.76,14100.0273485391
370843,34174.3122767349,292334.76,3458.88228541865
370847,20525.8225469028,203127.438627841,2074.11364054486
370853,1736347.43379692,10959469.8,178329.9560866
370854,225812.265871843,2209604.63689842,23077.0602879215
370859,47602.1127876922,71541.84,4891.50083533987
370865,174719.786740529,418149.72,17883.8593483237
370867,236873.0191896,423083.64,24450.620290483
370868,10693.4045273603,104719.700684298,1091.95213162899
370877,50137.2008749109,85110.12,5123.07395041372
370880,264384.428694195,731453.64,27155.1680848308
370881,78064.1043878742,128281.92,7964.45751039276
370882,81617.7236139719,138149.76,8265.46854244446
370883,273141.032145371,513127.68,28212.2889173104
370884,39091.1076284879,60440.52,4018.43226921492
370885,429326.820575228,852334.68,43734.2018475047
370886,70007.7608864917,210925.08,7156.16651873409
370888,37102.697798083,77709.24,3810.50883868295
370893,123238.891022248,218325.96,12708.9431913156
370898,31611.4194662843,250396.44,3234.91862660173
370900,530668.84225898,762290.64,54610.510498687
370901,170190.757156868,1655424.89403731,17496.954362567
370902,267553.200034519,2623859.01169789,27282.2261141192
370904,47333.5538104563,76475.76,4827.51829201599
370906,84599.9000726413,172687.2,8654.25299231205
370908,139722.168028105,320704.8,14294.917466359
370910,25671.6903444563,217092.48,2623.05339614346
370911,66679.0520208947,124581.48,6776.22682728956
370912,580943.364327837,2688986.4,59890.1237231842
370913,127073.258276959,180088.08,12988.1074912535
370916,110653.443317834,382378.8,11354.7911627962
370917,122021.30395333,160352.4,12467.5972160861
370918,210659.510415351,2070746.45340027,21430.6436481228
370922,205890.670232678,334273.08,21209.469762039
370925,49905.4580310847,358942.68,5053.22515142639
370930,76701.10406874,131982.36,7826.14020098177
370931,390131.778506574,976916.16,40265.2521445816
370932,137110.431696747,203524.2,14122.3824734444
370934,39518.6357168668,135682.8,4042.78526327323
370935,83675.465574803,160352.4,8569.1369964942
370936,234490.586028207,478590.24,24122.3955351961
370939,4024.45794467376,39767.460513043,407.274227207335
370940,387717.982702414,1055858.88,39719.0497452116
370941,458506.875673258,843700.32,46877.0271169543
370944,451696.169933287,1137268.56,46564.7412558176
370945,209180.089185141,335506.56,21558.08496786
370946,93805.9426894621,154185,9579.49363545433
370947,79882.4278039684,160352.4,8217.79675431087
370948,85867.7498147941,119647.56,8738.76786995518
370950,220126.453082986,409515.36,22556.6336569614
370951,165139.692731922,303436.08,16889.5557625871
370953,75228.4169390014,735084.795690517,7698.85970751446
370954,142142.645719418,198590.28,14495.9975931101
370955,103448.468845337,540264.24,10628.6527016194
370964,177484.20491213,283700.4,18298.6697569356
370965,403439.791322718,3895329.84,41629.5217753737
370966,646429.429306298,1414801.56,66621.5217849493
370986,666697.776429043,6460040.19103749,68805.4426831739
370989,508169.844047796,4928906.45085746,52392.2685435908
370990,895424.418749594,7979382.12,92423.3983431472
371023,240264.060520044,566167.32,24624.4575915787
371038,22986.4582340215,40704.84,2351.68270392955
371039,340195.227086277,648810.48,34991.1389971381
371041,35021.9561143656,57973.56,3600.85853715253
371050,851011.607265485,6171100.44,87963.4488277397
371057,91257.9488714911,148017.6,9413.39526142747
371101,197221.550935687,456387.6,20202.3279561006
371104,164711.724503589,1591950.38622177,17041.9583573421
371106,420510.273199352,647577,43130.1692532389
371107,30750.5374478863,299313.377641192,3159.21580513989
371108,63501.6822126316,622330.874571877,6479.61367272373
371109,9786.71621763342,96787.1483824056,989.592274648523
371125,401033.394145989,2258501.88,41435.7967377192
371135,95684.6973361429,250396.44,9858.75078062509
371140,68625.983627825,120881.04,7075.83034218493
371142,30280.3594764869,51806.16,3100.69779782319
371151,201428.847411779,345374.4,20764.3328315779
371182,20566.1987337516,201452.235226118,2099.59710738087
371189,176099.625915678,333039.6,18082.4031572913
371196,101830.690201464,430484.52,10477.3591485223
371197,93549.7658099579,293568.24,9566.26421293925
371236,101488.536894496,868369.92,10323.1919097649
371237,676339.498031252,951013.08,69567.3125742447
371258,230166.934269799,424317.12,23466.7012978592
371259,50477.4737598683,320704.8,5122.57728421597
371300,115022.474238571,193656.36,11768.2213055638
371305,301931.017374152,2936742.49519224,31041.9927527977
371314,31647.0384610005,312094.482746959,3209.07641345289
371315,87584.8362991027,382378.8,8996.49528089131
371316,12056.9328810385,117929.961453565,1232.67767330787
371319,56075.4584990018,549115.668895507,5726.40196590648
371320,147063.527654839,418149.72,15130.1154607417
371322,140237.990677691,281233.44,14384.4594998474
371323,239495.082610472,2329576.05360747,24621.6020746673
371324,535381.272270744,3103435.68,55220.4029125246
371325,269683.442624679,720352.32,27677.0855265203
371326,49884.9161606858,172687.2,5022.22493575052
371327,265229.776587562,429251.04,27220.9582837446
371328,265556.75720216,460088.04,27164.3197766666
371329,106911.304071228,428017.56,10897.8651140508
371345,62004.9729612987,607061.963654739,6333.15361875969
371350,29047.1292880788,46872.24,2970.50253541222
371352,122426.546559713,1184510.41228882,12653.5479528423
371353,952863.57902855,3305726.4,98361.0018580792
371358,5033.03132612105,49748.915791922,509.185053110826
371359,103834.374871223,1013920.56,10539.0463750854
371364,40564.6280516754,148017.6,4138.32245952071
371369,55244.7187775672,419383.2,5632.0054919247
371370,32612.6373026517,54273.12,3329.88519737457
371371,30188.4327751469,164052.84,3077.20482186603
371372,152999.12169201,405814.92,15670.8798629112
371373,143393.079852529,246696,14808.4564375634
371374,9989.20415387249,97924.4463915408,1018.99171560048
371375,20730.7489439258,203454.496116642,2112.33450220581
371377,260022.715411432,1919294.88,26672.8706408531
371378,102722.050709737,444052.8,10416.421538326
371380,42159.1887313583,90044.04,4270.11913348999
371382,17541.4414423769,174237.56047875,1765.99217201428
371384,250323.750713397,2075946.84,25708.1890885835
371385,37194.3910437783,268898.64,3795.07973867682
371387,86856.9619529615,140616.72,8897.44043610385
371388,24870.0406854363,246556.462832608,2508.62993648308
371389,446354.063203061,839999.88,45548.8567487606
371392,40732.0973921826,397182.770754102,4177.17957608339
371393,154163.921519335,1361761.92,15853.5151366371
371395,96126.3772318213,939546.553048501,9834.82975881603
371396,39797.4529534731,392314.430559629,4037.16289335723
371397,162764.69466415,1588756.607606,16674.8926187212
371399,200935.098897556,1269250.92,20452.3971391284
371400,6267.02927025037,62268.1800231333,630.75002127224
371401,41591.1135209128,410293.362968015,4216.05826474045
371402,90672.3395593845,892035.389115732,9216.53250699192
371406,64024.0931968091,150484.56,6527.2830775566
371408,368171.68697891,3574863.77242331,37917.6381876534
371409,3837224.75629047,34895149.2,394184.280770471
371410,107539.110377519,1059426.44253968,10915.9633896481
371411,364021.643967941,3580913.1015678,37005.0189766141
371414,87367.5052693011,172687.2,8914.61867096674
371416,613875.423790321,1897092.24,63412.462850677
371417,46758.092909504,272599.08,4792.95115777608
371419,64217.1766042268,161585.88,6603.36332966162
371422,193296.949122428,326872.2,19898.2951122763
371423,509844.632944322,1469074.68,52453.0655662985
371424,110992.164436321,152951.52,11368.7281822923
371425,304407.394359858,627841.32,31191.9270067142
371426,37048.8928235354,361457.925888966,3797.45569577428
371427,146957.282144248,944845.68,15125.4734120313
371428,81011.1170877817,146784.12,8327.42696953546
371429,161654.50125233,651277.44,16550.9251948849
371432,163231.293227874,239295.12,16651.2029786345
371433,58681.4108895232,203524.2,6026.09962010389
371434,60693.301234568,171453.72,6163.35520820699
371435,325056.132996108,1180440.36,33109.1970387244
371436,631090.287647315,2557004.04,64732.4849014741
371437,66785.0123416316,650655.343752973,6854.99307167029
371440,76626.9408285758,684581.4,7879.03159937011
371441,97493.4172533428,226960.32,9998.5475190396
371443,59605.5408014384,91277.52,6132.43700146399
371444,219377.152613868,520528.56,22596.7914352927
371445,181050.313094787,300969.12,18431.002937013
371446,185445.570973791,1794439.10043021,19164.7962784307
371450,214405.931115558,1036123.2,21925.6604094025
371451,71178.8965473739,246696,7299.42041854646
371452,12597.4304894462,123226.035608375,1287.83867916339
371454,37498.9109914464,365853.268122669,3843.53085804045
371455,164314.734141023,259030.8,16872.2037604668
371456,38670.7793463793,64140.96,3967.04074334474
371457,25547.4261397478,251881.378303492,2591.18394047958
371458,241151.192001589,937444.8,24813.0176854257
371460,344858.079243698,3357358.11282343,35422.8208082452
371464,2923347.6,2923347.6,2923347.6
371465,57699.6704036629,93744.48,5874.77005811829
371466,302346.111484208,932510.88,31133.7517634754
371472,55935.9150145069,115947.12,5754.94115472966
371474,75384.9045504235,735927.324104602,7722.07206872062
371479,726197.189399601,4933920,74516.7683707783
371480,35446.3565797736,67841.4,3636.75054905255
371488,23240.5625868589,43171.8,2388.37022818745
371489,29797.7924868085,55506.6,3058.78438661827
371492,1614113.9418064,6790307.4,166404.343269503
371495,31409.6694620213,62907.48,3222.62019847174
371496,206553.088328427,1016387.52,21328.7527337642
371497,79696.5113294675,187488.96,8163.38498854398
371498,264084.036791524,783259.8,27157.7594066662
371501,53864.6494961387,138149.76,5520.67190825894
371503,42737.1211659865,313303.92,4387.36219518969
371509,90131.4101972039,203524.2,9235.322817275
371514,55258.8830893385,124581.48,5653.67031452223
371518,58051.1602020502,568506.785014768,5927.69917551037
371519,222409.039845785,296035.2,22825.285062658
371523,146191.442434692,589480.092,14876.2606534136
371525,77829.5702708552,459471.3,8012.41742834797
371526,15548.8716135088,62660.784,1594.41823823819
371527,72869.9296086592,343129.4664,7488.32673857122
371528,61247.1053279502,104969.148,6266.54627899649
371529,25133.0275531667,244662.266279546,2581.8001426771
371530,28001.0020883656,123841.392,2877.68327285479
371532,110554.710383677,643481.8464,11367.0313288686
371533,13073.6987282486,92042.2776,1339.45790918219
371535,42568.6899670328,414150.655285869,4375.44488311519
371536,54373.5212264685,405407.8716,5584.39572053784
371537,99069.50635199,964012.885008126,10181.1575773121
371538,60701.231032449,117180.6,6205.93677210688
371540,114888.288383799,178854.6,11783.6590425641
371542,119096.53893142,445409.628,12194.343417141
371543,12785.0170656735,21832.596,1300.23494861819
371544,48341.4559593003,119524.212,4936.80536607414
371545,128674.355329711,287400.84,13179.454655477
371546,73745.5238840412,186810.546,7537.40921301757
371547,20254.0860932037,34537.44,2069.17885005746
371548,194215.352087741,448246.632,19881.2389730161
371549,45239.8208508289,82643.16,4631.90491149249
371551,29660.063773741,51806.16,3033.47800265945
371553,8998.84213495546,22646.6928,909.9916525769
371554,21658.5854721757,41938.32,2211.12298600046
371555,16241.9639037345,34192.0656,1653.29285747543
371556,15686.2383235984,28123.344,1602.54821810719
371557,21501.0277716862,40704.84,2192.89548329827
371562,48542.7505527238,91721.5728,4953.1060955753
371563,30351.4463462881,61674,3090.84137588379
371564,57216.5861551652,104599.104,5847.53536120526
371565,202183.052436069,495858.96,20698.4500618216
371566,57462.7302183897,86836.992,5867.87165677999
371567,76696.9377578177,158625.528,7848.18986069188
371568,155722.006361064,329215.812,16050.2978722916
371569,184613.753829624,468722.4,19025.5210634725
371580,55079.7300345235,537619.683294579,5642.97914481991
371592,51138.0945857997,104229.06,5211.85276471617
371593,29725.843983561,44405.28,3045.16372544912
371594,45834.0689968827,447524.23035278,4694.1857855495
371595,6824.99715169212,66930.5760214517,695.953761187953
371603,73204.9648025202,192546.228,7451.33813059011
371605,29966.1348277295,290694.773410617,3089.04500063113
371617,275464.337433493,860969.04,28237.1578384112
371619,78172.8674162481,175154.16,8024.15120739597
371625,48554.1774193896,102378.84,4980.17057195349
371626,34067.8637332507,90044.04,3494.92802363404
371633,30497.6914457232,59207.04,3120.30556130032
371634,100606.244673762,186255.48,10306.2597139453
371637,90807.3862432014,883331.987935814,9335.08749704776
371641,34993.3312980163,66607.92,3592.43933519766
371642,47449.55611337,99911.88,4855.50159328651
371648,43513.042617228,141850.2,4483.23357784883
371651,23433.1244856192,46872.24,2392.93474487971
371652,115705.084436449,186255.48,11830.2165642391
371653,32966.220176059,62907.48,3383.23873121056
371656,240691.333504777,2350180.72452572,24650.1545263074
371657,92467.2802645266,261497.76,9510.42557699757
371658,53104.4003944289,69074.88,5415.78381739839
371663,32367.6241556342,109779.72,3316.81953229261
371664,46014.7567621068,64140.96,4691.82925993668
371666,40118.1975366222,80176.2,4136.08170642052
371668,65837.5001203267,150484.56,6708.5315751615
371679,23591.0051386645,40704.84,2416.03182802584
371682,166553.707444994,224493.36,17070.0301055005
371683,19759.5562452763,193426.397999184,2018.54590195018
371687,111403.19257428,209691.6,11423.6510094525
371695,38007.214171144,76475.76,3898.67926494097
371697,12449.3189201268,73034.3508,1277.63447560385
371698,2119.39961478865,20941.4848419899,214.495522216249
371705,30453.1665481764,301749.883265886,3073.39092487335
371706,6287.84967086857,20796.4728,643.737679356844
371717,50843.7722275318,77585.892,5184.48672914406
371720,254573.221315676,2469286.3762979,26245.4471190997
371724,38843.1415979634,83876.64,3967.34233406283
371727,392303.80513284,532863.36,40370.9242852957
371731,65653.1807552245,131982.36,6714.17142736442
371735,58000.6403426808,85110.12,5950.78131340042
371738,544036.66991946,5254611.80131689,56326.8818722021
371739,7515.3027716652,27444.93,766.270028306064
371740,26919.3340507537,56740.08,2738.77343001125
371745,11502.1072635521,52916.292,1179.88928080635
371746,61026.2842647224,182555.04,6217.27199411577
371755,10383.0055858474,42431.712,1063.41794479448
371756,101688.391160059,144317.16,10351.6776067382
371757,37304.3139796987,72775.32,3819.94031119761
371762,250023.839464685,432951.48,25522.4211871325
371766,37488.2363138313,125814.96,3850.85221331777
371767,53118.7177248562,518382.219989387,5443.08439589368
371770,76053.323264318,198590.28,7832.63904626064
371780,574584.396972161,3003523.8,59537.5124323028
371782,30760.0927126013,217092.48,3149.34652819071
371785,93735.5408654629,914433.532225661,9608.51862021677
371791,112505.282852654,162819.36,11454.2633162132
371796,269420.676016832,897973.44,27683.7491587216
371804,39626.8932062025,402333.584234399,3902.95696583195
371805,15119.3772422641,147963.381186196,1544.94690754755
371811,136928.637139139,308370,14142.6316856078
371813,22948.6893308998,63918.9336,2366.45151353405
371821,34736.0372785926,80176.2,3591.03311655829
371823,55830.7533155605,373744.44,5773.26613043636
371826,39595.3666254399,165286.32,4094.24051745165
371835,165092.708849204,1606233.90627028,16968.6385082334
371836,32154.8555937747,220792.92,3298.95098008212
371844,22498.3259379229,70308.36,2312.241056335
371845,61517.1566814207,598980.3519525,6318.00451188518
371846,25174.3058072754,62907.48,2602.23997391473
371847,55527.475466774,162819.36,5745.86870847553
371856,117429.221433914,388546.2,12118.8647300502
371863,30547.4381554182,305515.870238229,3054.32898504248
371865,1490615.25970896,14395100.4378967,154353.480343056
371867,15658.9056468235,70308.36,1607.1376534069
371873,27467.9392250497,67841.4,2821.59734889477
371888,19989.4504703683,54273.12,2064.85000152342
371896,18367.9582010993,61674,1894.70258259927
371905,22839.6845657382,69074.88,2348.6407958147
371907,10754.2624463832,105087.543495563,1100.55061635893
371911,59947.0080054275,182555.04,6203.17890565693
371917,86285.4008193225,312070.44,8924.02024325264
371924,13501.2664983966,40704.84,1386.76137739864
371998,11581.965640749,114450.733359869,1172.04952878465
372002,28315.0652083002,125814.96,2921.57858161151
372005,23360.33266694,36757.704,2384.65838024921
372006,25019.4737545891,73540.0776,2543.49510104417
372012,5464.50329251293,54114.6487178809,551.80615492045
372015,30199.5615200894,86343.6,3099.54097039842
372019,13061.7291416418,55506.6,1344.61707574045
372023,78330.9366972043,303855.4632,8008.29891912176
372032,15334.5137534192,39471.36,1572.78761389935
372034,15115.1303652783,35770.92,1550.76582559765
372035,11413.9049070343,30837,1166.87429400567
372051,53941.2567584205,267665.16,5541.56216246037
372057,55831.386239108,127418.484,5713.23172893766
372058,36950.5949327792,99911.88,3730.34300940568
372059,201753.22968867,681867.744,20668.2522643607
372060,89982.0194661682,150237.864,9210.87341808641
372061,47982.7345162595,81125.9796,4905.90775376102
372069,19715.6972452684,65374.44,2017.876899837
372070,25807.6965105914,61674,2650.47458350543
372075,269492.572829513,662378.76,27496.7878320063
372090,3643533.81604316,12159645.84,375777.212699267
372094,24072.9349366146,234118.447761767,2475.26925794489
372102,12878.6160386027,27136.56,1294.85440117212
372103,51878.1074505405,86343.6,5287.95986536481
374987,57455.072035554,192422.88,5889.51857864034
403015,162475.676345959,1576667.29978529,16743.1298966318
403020,158629.936748963,709251,16209.2778041433
438964,146797.536155715,1065726.72,15054.5830614923
438984,100116.976789808,123348,10254.5093305191
439004,34311.9674880686,48105.72,3527.80915737186
439036,45619.8140382818,103612.32,4696.79886610684
439056,163088.992326975,1099030.68,16635.6520399104
439170,121710.485059416,236828.16,12576.2454577867
439202,98678.4,98678.4,98678.4
439214,21284.6887961816,101145.36,2180.44623712275
439253,132405.628665012,1285530.63775914,13637.3649816206
439276,103468.034371672,1017500.08206172,10521.5069025303
439279,119272.996006277,386079.24,12166.6728957701
439308,73624.1603607667,149251.08,7493.33209518297
439309,12598.5290048382,22202.64,1294.33708736194
439312,84418.6283986466,818000.17041928,8712.10676772348
439321,129727.357626783,172687.2,13299.0982516006
439323,76299.6663433386,141850.2,7882.76645178416
439363,103020.041437171,185022,10613.8123211306
439367,19481.1667979119,40704.84,1940.90863291702
439372,270423.676579755,1657797.12,27800.3902312172
439373,105625.77933528,166519.8,10875.4427784663
439374,18725.6989807158,24669.6,1921.45896032983
439384,24989.3237449248,61674,2575.83691282292
439390,17242.0613078454,49339.2,1763.22011727615
439436,24858.2501526446,243904.816659993,2533.49896534788
439457,225874.117153424,2183292.69215111,23367.9693901104
439485,141759.151759842,185022,14542.87532029
443834,82940.2006360719,808459.409880795,8508.87106696694
443847,17874.4440379207,175695.42540117,1818.46367903573
443854,738010.117268222,2220264,76296.913595458
443862,58896.3354509034,576621.445225534,6015.69427961284
443896,7865.20609420919,76234.8188319844,811.459485995806
454927,51035.5868524852,498853.779520264,5221.23161597046
454960,90119.1672828393,886194.692505815,9164.42445484301
454961,173971.208926532,1472775.12,17775.5742817198
454990,195444.583104068,345374.4,19947.6204366639
454993,31112.8787395864,61674,3181.35247008103
455030,60193.7445754241,296035.2,6126.25307482897
455046,39961.191794216,392877.643300374,4064.61624082085
455050,23313.9249678438,229916.5220813,2364.07150075997
455054,116667.156877297,209691.6,11940.9709590995
455056,31060.3353011699,305796.877353256,3154.85376231173
455065,20782.786153618,204541.218112856,2111.67315953258
455433,162069.909615442,204757.68,16631.2964337
455461,6735.98564087893,66132.7535851841,686.097283030601
455462,3642.36244793123,36041.9547850181,368.093359009882
455503,34338.945874299,159118.92,3492.48694869637
455506,52066.1636258004,86343.6,5329.84932143625
458509,11031.5993427775,30837,1114.07925079112
461874,9672202.57205288,94133585.5463175,993816.415808311
468950,217688.176500097,2116257.83361421,22392.4237563277
468954,57551.2991152899,185022,5884.79891095054
468955,377665.055947578,555066,38766.9686479844
468962,99289.5012023114,576035.16,10242.0079303315
468974,30100.5534459075,64140.96,3065.88179368752
468977,318360.552229968,894273,32857.0331801714
468994,851144.052724549,1366695.84,87739.5215062498
468995,78115.3921439721,197356.8,8068.79892058023
468996,266619.309197481,1233480,27371.7069842581
469002,107136.969939151,543717.984,11023.1797187125
469013,17341.9444651949,169372.373152075,1775.63218981336
469014,491251.2675159,884405.16,50601.73903445
469015,53186.6438649924,61674,5417.06378410681
469041,73456.8652973864,717706.647998604,7518.26818710039
469099,39739.7334697852,87577.08,4092.04819274827
469109,38433.2302673172,61674,3960.55034959815
469110,16081.444390312,30837,1656.83498981941
469168,112669.839893967,308370,11545.5227418981
