Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
143,,468346.602,4313386.357,2422.225,,-105.36538695,38.96887738,2408.199,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:33:50.6 UTC-06:00,2025-07-11 11:33:53.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.583,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0
144,,468345.684,4313386.704,2422.254,,-105.36539756,38.96888047,2408.228,Global,0.011,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 11:34:00.6 UTC-06:00,2025-07-11 11:34:03.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.410,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
145,,468344.735,4313387.018,2422.302,,-105.36540853,38.96888327,2408.276,Global,0.010,0.011,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 11:34:09.2 UTC-06:00,2025-07-11 11:34:12.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,107.206,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,4,0
146,,468343.813,4313387.429,2422.249,,-105.36541919,38.96888694,2408.224,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:34:18.6 UTC-06:00,2025-07-11 11:34:21.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,108.096,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,4,0
147,,468342.864,4313387.745,2422.252,,-105.36543016,38.96888975,2408.227,Global,0.010,0.010,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 11:34:28.0 UTC-06:00,2025-07-11 11:34:31.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,108.909,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
148,,468341.981,4313388.084,2422.185,,-105.36544037,38.96889278,2408.160,Global,0.010,0.010,0.012,0.014,1.734,m,FIX,RTK,2025-07-11 11:34:39.0 UTC-06:00,2025-07-11 11:34:42.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.713,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
149,,468341.015,4313388.497,2422.124,,-105.36545154,38.96889646,2408.099,Global,0.010,0.010,0.015,0.014,1.734,m,FIX,RTK,2025-07-11 11:34:52.8 UTC-06:00,2025-07-11 11:34:55.8 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.630,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
150,,468340.118,4313388.868,2422.134,,-105.36546191,38.96889977,2408.109,Global,0.010,0.010,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 11:35:05.0 UTC-06:00,2025-07-11 11:35:08.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.464,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
151,,468339.122,4313389.180,2422.132,,-105.36547342,38.96890254,2408.107,Global,0.010,0.010,0.010,0.014,1.734,m,FIX,RTK,2025-07-11 11:35:18.4 UTC-06:00,2025-07-11 11:35:21.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.316,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
152,,468338.220,4313389.488,2422.007,,-105.36548385,38.96890529,2407.981,Global,0.011,0.012,0.011,0.017,1.734,m,FIX,RTK,2025-07-11 11:35:36.2 UTC-06:00,2025-07-11 11:35:39.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,113.115,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,9,5,0
153,,468337.304,4313389.883,2421.973,,-105.36549444,38.96890882,2407.948,Global,0.010,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 11:35:48.6 UTC-06:00,2025-07-11 11:35:51.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,113.989,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
154,,468336.331,4313390.266,2422.004,,-105.36550569,38.96891223,2407.979,Global,0.010,0.011,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 11:35:58.6 UTC-06:00,2025-07-11 11:36:01.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,114.893,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
155,,468335.377,4313390.608,2422.072,,-105.36551671,38.96891528,2408.047,Global,0.012,0.010,0.013,0.015,1.734,m,FIX,RTK,2025-07-11 11:36:09.2 UTC-06:00,2025-07-11 11:36:12.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,115.759,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
156,,468334.481,4313390.945,2422.125,,-105.36552708,38.96891829,2408.100,Global,0.011,0.012,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:36:20.6 UTC-06:00,2025-07-11 11:36:23.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,116.577,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
157,,468333.510,4313391.217,2422.069,,-105.36553830,38.96892070,2408.043,Global,0.011,0.011,0.015,0.015,1.734,m,FIX,RTK,2025-07-11 11:36:31.2 UTC-06:00,2025-07-11 11:36:34.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,117.402,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
158,,468332.627,4313391.667,2422.194,,-105.36554851,38.96892473,2408.169,Global,0.010,0.011,0.015,0.015,1.734,m,FIX,RTK,2025-07-11 11:36:42.4 UTC-06:00,2025-07-11 11:36:45.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,118.312,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
159,,468331.749,4313392.040,2422.203,,-105.36555866,38.96892806,2408.178,Global,0.011,0.015,0.015,0.019,1.734,m,FIX,RTK,2025-07-11 11:36:52.0 UTC-06:00,2025-07-11 11:36:55.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.165,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0
160,,468330.820,4313392.380,2422.170,,-105.36556940,38.96893108,2408.145,Global,0.010,0.011,0.013,0.015,1.734,m,FIX,RTK,2025-07-11 11:37:03.2 UTC-06:00,2025-07-11 11:37:06.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,120.016,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0
161,,468329.862,4313392.714,2422.285,,-105.36558048,38.96893406,2408.260,Global,0.010,0.011,0.018,0.015,1.734,m,FIX,RTK,2025-07-11 11:37:16.0 UTC-06:00,2025-07-11 11:37:19.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,120.883,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0
162,,468328.948,4313393.083,2422.376,,-105.36559104,38.96893735,2408.351,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:37:49.0 UTC-06:00,2025-07-11 11:37:52.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,121.742,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
163,,468327.932,4313393.393,2422.627,,-105.36560279,38.96894011,2408.602,Global,0.012,0.011,0.014,0.016,1.734,m,FIX,RTK,2025-07-11 11:37:59.8 UTC-06:00,2025-07-11 11:38:02.8 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,122.642,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0
164,,468326.974,4313393.769,2422.906,,-105.36561386,38.96894347,2408.881,Global,0.011,0.010,0.015,0.016,1.734,m,FIX,RTK,2025-07-11 11:38:11.2 UTC-06:00,2025-07-11 11:38:14.2 UTC-06:00,16,1.4,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,123.533,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
165,,468326.030,4313394.066,2423.121,,-105.36562477,38.96894610,2409.096,Global,0.010,0.011,0.027,0.015,1.734,m,FIX,RTK,2025-07-11 11:38:38.4 UTC-06:00,2025-07-11 11:38:41.4 UTC-06:00,16,1.6,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,124.377,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
166,,468325.239,4313394.298,2423.327,,-105.36563392,38.96894817,2409.302,Global,0.011,0.011,0.030,0.016,1.734,m,FIX,RTK,2025-07-11 11:39:22.0 UTC-06:00,2025-07-11 11:39:25.0 UTC-06:00,16,1.5,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,125.068,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
167,,468324.181,4313394.836,2423.660,,-105.36564615,38.96895297,2409.635,Global,0.010,0.010,0.019,0.015,1.734,m,FIX,RTK,2025-07-11 11:39:45.4 UTC-06:00,2025-07-11 11:39:48.4 UTC-06:00,16,1.4,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.163,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
168,,468323.281,4313395.180,2423.923,,-105.36565655,38.96895605,2409.898,Global,0.011,0.011,0.019,0.016,1.734,m,FIX,RTK,2025-07-11 11:40:12.8 UTC-06:00,2025-07-11 11:40:42.8 UTC-06:00,151,1.5,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.004,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0
169,,468323.284,4313395.176,2423.930,,-105.36565652,38.96895601,2409.905,Global,0.011,0.011,0.022,0.016,1.734,m,FIX,RTK,2025-07-11 11:40:53.0 UTC-06:00,2025-07-11 11:40:56.0 UTC-06:00,16,1.4,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,10,5,0
170,,468323.248,4313395.044,2423.925,,-105.36565693,38.96895482,2409.900,Global,0.010,0.010,0.016,0.015,1.734,m,FIX,RTK,2025-07-11 11:41:03.8 UTC-06:00,2025-07-11 11:41:06.8 UTC-06:00,16,1.4,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.926,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,10,5,0
171,,468323.394,4313395.133,2423.921,,-105.36565525,38.96895562,2409.896,Global,0.011,0.013,0.021,0.018,1.734,m,FIX,RTK,2025-07-11 11:41:20.2 UTC-06:00,2025-07-11 11:41:23.2 UTC-06:00,16,1.7,2.0,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.916,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,9,5,0
172,,468323.315,4313395.285,2423.910,,-105.36565617,38.96895699,2409.885,Global,0.010,0.011,0.016,0.015,1.734,m,FIX,RTK,2025-07-11 11:41:29.0 UTC-06:00,2025-07-11 11:41:32.0 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.066,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,9,5,0
173,,468323.102,4313395.188,2423.989,,-105.36565863,38.96895611,2409.964,Global,0.011,0.012,0.022,0.016,1.734,m,FIX,RTK,2025-07-11 11:41:51.6 UTC-06:00,2025-07-11 11:41:54.6 UTC-06:00,16,1.6,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.137,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,10,5,0
174,,468323.281,4313395.178,2423.912,,-105.36565656,38.96895603,2409.887,Global,0.010,0.011,0.030,0.015,1.734,m,FIX,RTK,2025-07-11 11:42:04.4 UTC-06:00,2025-07-11 11:42:07.4 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,10,5,0
175,,468526.503,4313316.461,2428.742,,-105.36330710,38.96825401,2414.713,Global,0.010,0.011,0.021,0.015,1.734,m,FIX,RTK,2025-07-11 11:53:02.4 UTC-06:00,2025-07-11 11:53:32.4 UTC-06:00,149,1.4,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.990,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0
176,,468526.495,4313316.469,2428.741,,-105.36330720,38.96825409,2414.712,Global,0.012,0.013,0.024,0.018,1.734,m,FIX,RTK,2025-07-11 11:53:48.6 UTC-06:00,2025-07-11 11:53:51.6 UTC-06:00,16,1.5,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0
177,,468526.397,4313316.427,2428.714,,-105.36330833,38.96825370,2414.685,Global,0.010,0.010,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 11:54:03.8 UTC-06:00,2025-07-11 11:54:06.8 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.883,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
178,,468526.427,4313316.639,2428.632,,-105.36330799,38.96825562,2414.603,Global,0.010,0.010,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 11:54:18.8 UTC-06:00,2025-07-11 11:54:21.8 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.940,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
179,,468526.652,4313316.547,2428.748,,-105.36330539,38.96825480,2414.719,Global,0.010,0.010,0.018,0.015,1.734,m,FIX,RTK,2025-07-11 11:54:28.0 UTC-06:00,2025-07-11 11:54:31.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,120.157,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0
180,,468526.543,4313316.310,2428.789,,-105.36330664,38.96825265,2414.760,Global,0.010,0.012,0.014,0.016,1.734,m,FIX,RTK,2025-07-11 11:54:39.2 UTC-06:00,2025-07-11 11:54:42.2 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,120.016,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0
181,,468526.511,4313316.464,2428.750,,-105.36330701,38.96825404,2414.721,Global,0.011,0.010,0.015,0.015,1.734,m,FIX,RTK,2025-07-11 11:54:51.4 UTC-06:00,2025-07-11 11:54:54.4 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0
182,,468298.256,4313309.610,2422.882,,-105.36594146,38.96818405,2408.857,Global,0.011,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 12:14:43.0 UTC-06:00,2025-07-11 12:15:13.0 UTC-06:00,151,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.972,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
183,,468298.258,4313309.612,2422.883,,-105.36594143,38.96818407,2408.858,Global,0.010,0.010,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:15:25.8 UTC-06:00,2025-07-11 12:15:28.8 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.970,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
184,,468298.107,4313309.541,2422.817,,-105.36594317,38.96818342,2408.791,Global,0.010,0.011,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:15:38.0 UTC-06:00,2025-07-11 12:15:41.0 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.114,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
185,,468298.206,4313309.754,2422.792,,-105.36594204,38.96818534,2408.767,Global,0.010,0.010,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:15:48.2 UTC-06:00,2025-07-11 12:15:51.4 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.036,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
186,,468298.428,4313309.680,2422.805,,-105.36593948,38.96818468,2408.780,Global,0.011,0.010,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:16:03.2 UTC-06:00,2025-07-11 12:16:06.2 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.801,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
187,,468298.298,4313309.475,2422.835,,-105.36594097,38.96818283,2408.810,Global,0.010,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:16:17.4 UTC-06:00,2025-07-11 12:16:20.4 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.919,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
188,,468298.252,4313309.603,2422.891,,-105.36594150,38.96818398,2408.866,Global,0.010,0.010,0.010,0.014,1.734,m,FIX,RTK,2025-07-11 12:16:28.0 UTC-06:00,2025-07-11 12:16:31.0 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.973,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
189,,468298.129,4313309.839,2422.793,,-105.36594293,38.96818611,2408.768,Global,0.010,0.010,0.010,0.014,1.734,m,FIX,RTK,2025-07-11 12:17:02.0 UTC-06:00,2025-07-11 12:17:05.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.119,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
190,,468298.070,4313310.028,2422.762,,-105.36594362,38.96818781,2408.737,Global,0.010,0.011,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:17:11.0 UTC-06:00,2025-07-11 12:17:14.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.193,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
191,,468298.009,4313310.209,2422.725,,-105.36594434,38.96818944,2408.699,Global,0.010,0.010,0.012,0.014,1.734,m,FIX,RTK,2025-07-11 12:17:21.0 UTC-06:00,2025-07-11 12:17:24.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.277,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
192,,468297.930,4313310.392,2422.699,,-105.36594526,38.96819108,2408.674,Global,0.010,0.010,0.010,0.014,1.734,m,FIX,RTK,2025-07-11 12:17:32.6 UTC-06:00,2025-07-11 12:17:35.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.371,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
193,,468297.877,4313310.606,2422.679,,-105.36594587,38.96819301,2408.654,Global,0.010,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:17:42.4 UTC-06:00,2025-07-11 12:17:45.4 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.445,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
194,,468297.782,4313310.781,2422.647,,-105.36594699,38.96819458,2408.621,Global,0.010,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:17:54.8 UTC-06:00,2025-07-11 12:17:57.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.555,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
195,,468297.721,4313310.964,2422.610,,-105.36594769,38.96819623,2408.585,Global,0.010,0.010,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:18:04.8 UTC-06:00,2025-07-11 12:18:07.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.636,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
196,,468297.630,4313311.174,2422.600,,-105.36594875,38.96819812,2408.575,Global,0.011,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:18:13.8 UTC-06:00,2025-07-11 12:18:16.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.739,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
197,,468297.573,4313311.341,2422.557,,-105.36594942,38.96819962,2408.531,Global,0.010,0.011,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:18:27.2 UTC-06:00,2025-07-11 12:18:30.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.821,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
198,,468297.462,4313311.524,2422.323,,-105.36595071,38.96820127,2408.298,Global,0.010,0.010,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:18:47.8 UTC-06:00,2025-07-11 12:18:50.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.958,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
199,,468297.349,4313311.700,2422.289,,-105.36595202,38.96820285,2408.264,Global,0.010,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:19:00.2 UTC-06:00,2025-07-11 12:19:03.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.089,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
200,,468297.306,4313311.973,2422.205,,-105.36595253,38.96820531,2408.180,Global,0.010,0.010,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:19:12.8 UTC-06:00,2025-07-11 12:19:15.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.165,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
201,,468297.254,4313312.206,2422.225,,-105.36595314,38.96820741,2408.200,Global,0.010,0.010,0.010,0.014,1.734,m,FIX,RTK,2025-07-11 12:19:41.2 UTC-06:00,2025-07-11 12:19:44.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.239,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
202,,468297.187,4313312.394,2422.213,,-105.36595392,38.96820909,2408.187,Global,0.010,0.010,0.010,0.014,1.734,m,FIX,RTK,2025-07-11 12:19:52.6 UTC-06:00,2025-07-11 12:19:55.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.326,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
203,,468297.155,4313312.590,2422.195,,-105.36595430,38.96821086,2408.169,Global,0.010,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:20:03.6 UTC-06:00,2025-07-11 12:20:06.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.384,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
204,,468297.061,4313312.810,2422.154,,-105.36595540,38.96821284,2408.129,Global,0.010,0.010,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:20:15.0 UTC-06:00,2025-07-11 12:20:18.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.498,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,0,0
205,,468297.015,4313312.956,2422.127,,-105.36595593,38.96821415,2408.102,Global,0.012,0.010,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 12:20:26.6 UTC-06:00,2025-07-11 12:20:29.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.558,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
206,,468296.916,4313313.177,2422.093,,-105.36595709,38.96821614,2408.068,Global,0.011,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 12:20:42.0 UTC-06:00,2025-07-11 12:20:45.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.681,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0
207,,468296.842,4313313.384,2422.058,,-105.36595795,38.96821801,2408.033,Global,0.011,0.012,0.010,0.016,1.734,m,FIX,RTK,2025-07-11 12:20:49.6 UTC-06:00,2025-07-11 12:20:52.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.788,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
208,,468296.776,4313313.553,2422.041,,-105.36595872,38.96821953,2408.016,Global,0.010,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:21:05.2 UTC-06:00,2025-07-11 12:21:08.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.873,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0
