Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
50,,468380.463,4313373.192,2420.908,,-105.36499547,38.96875997,2406.882,Global,0.011,0.015,0.010,0.019,1.734,m,FIX,RTK,2025-07-11 11:12:50.2 UTC-06:00,2025-07-11 11:12:53.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,77.953,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
51,,468380.264,4313373.273,2420.891,,-105.36499777,38.96876070,2406.865,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:13:02.4 UTC-06:00,2025-07-11 11:13:05.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.101,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
52,,468380.102,4313373.353,2420.860,,-105.36499966,38.96876141,2406.833,Global,0.011,0.010,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 11:13:25.8 UTC-06:00,2025-07-11 11:13:28.8 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.229,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
53,,468380.003,4313373.520,2420.845,,-105.36500081,38.96876291,2406.819,Global,0.010,0.013,0.010,0.017,1.734,m,FIX,RTK,2025-07-11 11:13:41.0 UTC-06:00,2025-07-11 11:13:44.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.419,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
54,,468379.837,4313373.548,2420.844,,-105.36500272,38.96876315,2406.818,Global,0.011,0.011,0.010,0.016,1.734,m,FIX,RTK,2025-07-11 11:13:51.4 UTC-06:00,2025-07-11 11:13:54.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.508,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
55,,468379.561,4313373.698,2420.885,,-105.36500591,38.96876449,2406.859,Global,0.011,0.014,0.010,0.018,1.734,m,FIX,RTK,2025-07-11 11:14:10.0 UTC-06:00,2025-07-11 11:14:13.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.745,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
56,,468379.429,4313373.608,2420.871,,-105.36500744,38.96876368,2406.845,Global,0.010,0.011,0.010,0.015,1.734,m,FIX,RTK,2025-07-11 11:14:33.8 UTC-06:00,2025-07-11 11:14:36.8 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.709,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,5,0
57,,468379.238,4313373.826,2420.933,,-105.36500964,38.96876564,2406.907,Global,0.010,0.017,0.010,0.020,1.734,m,FIX,RTK,2025-07-11 11:14:49.6 UTC-06:00,2025-07-11 11:14:52.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,78.987,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
58,,468379.097,4313373.828,2420.946,,-105.36501128,38.96876566,2406.920,Global,0.011,0.012,0.013,0.016,1.734,m,FIX,RTK,2025-07-11 11:15:00.6 UTC-06:00,2025-07-11 11:15:03.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.032,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
59,,468378.790,4313373.838,2421.033,,-105.36501482,38.96876573,2407.007,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:15:18.0 UTC-06:00,2025-07-11 11:15:21.0 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.149,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
60,,468378.558,4313373.891,2421.060,,-105.36501749,38.96876620,2407.033,Global,0.011,0.016,0.011,0.019,1.734,m,FIX,RTK,2025-07-11 11:15:29.4 UTC-06:00,2025-07-11 11:15:32.4 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.259,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
61,,468378.422,4313373.942,2421.074,,-105.36501907,38.96876665,2407.048,Global,0.012,0.011,0.010,0.017,1.734,m,FIX,RTK,2025-07-11 11:15:39.4 UTC-06:00,2025-07-11 11:15:42.4 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.380,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
62,,468378.339,4313374.092,2421.146,,-105.36502004,38.96876801,2407.120,Global,0.014,0.014,0.012,0.020,1.734,m,FIX,RTK,2025-07-11 11:16:31.0 UTC-06:00,2025-07-11 11:16:34.0 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.527,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
63,,468378.040,4313374.076,2421.239,,-105.36502348,38.96876785,2407.213,Global,0.010,0.010,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 11:16:42.6 UTC-06:00,2025-07-11 11:16:45.6 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.626,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
64,,468377.952,4313374.122,2421.205,,-105.36502450,38.96876826,2407.179,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 11:16:56.0 UTC-06:00,2025-07-11 11:16:59.0 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.713,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
65,,468377.721,4313374.250,2421.202,,-105.36502718,38.96876940,2407.176,Global,0.014,0.011,0.011,0.018,1.734,m,FIX,RTK,2025-07-11 11:17:06.0 UTC-06:00,2025-07-11 11:17:09.0 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,79.911,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,9,6,0
