,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
367,367,368,,468299.629,4313305.369,2423.295,,-105.36592541,38.96814588,2409.27,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 13:10:32.4 UTC-06:00,2025-07-11 13:10:35.4 UTC-06:00,16,1.5,1.9,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,108.307,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4313304.286,468300.717,2419.945,POINT Z (468300.717 4313304.286 2419.945)
368,368,369,,468299.776,4313304.885,2423.281,,-105.36592369,38.96814153,2409.255,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 13:10:59.2 UTC-06:00,2025-07-11 13:11:02.2 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,108.147,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,5,0,4313303.802,468300.864,2419.931,POINT Z (468300.864 4313303.802 2419.931)
369,369,370,,468299.945,4313304.445,2423.243,,-105.36592172,38.96813757,2409.218,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:11:21.2 UTC-06:00,2025-07-11 13:11:24.2 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,107.96,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4313303.362000001,468301.033,2419.893,POINT Z (468301.033 4313303.362000001 2419.893)
370,370,371,,468300.128,4313303.936,2423.341,,-105.36591959,38.96813299,2409.316,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:11:43.4 UTC-06:00,2025-07-11 13:11:46.4 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,107.748,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,5,0,4313302.853,468301.216,2419.991,POINT Z (468301.216 4313302.853 2419.991)
371,371,372,,468300.356,4313303.54,2423.317,,-105.36591694,38.96812942,2409.291,Global,0.017,0.011,0.01,0.02,1.734,m,FIX,RTK,2025-07-11 13:11:59.6 UTC-06:00,2025-07-11 13:12:02.6 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,107.505,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4313302.457,468301.444,2419.967,POINT Z (468301.444 4313302.457 2419.967)
372,372,373,,468300.555,4313303.043,2423.27,,-105.36591461,38.96812495,2409.244,Global,0.013,0.012,0.011,0.017,1.734,m,FIX,RTK,2025-07-11 13:12:18.0 UTC-06:00,2025-07-11 13:12:21.0 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,107.314,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4313301.96,468301.643,2419.92,POINT Z (468301.643 4313301.96 2419.92)
373,373,374,,468300.712,4313302.558,2423.291,,-105.36591278,38.96812059,2409.266,Global,0.011,0.011,0.01,0.016,1.734,m,FIX,RTK,2025-07-11 13:12:37.6 UTC-06:00,2025-07-11 13:12:40.6 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,107.129,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,5,0,4313301.475000001,468301.8,2419.9410000000003,POINT Z (468301.8 4313301.475000001 2419.9410000000003)
374,374,375,,468300.892,4313302.107,2423.262,,-105.36591067,38.96811653,2409.236,Global,0.011,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:12:57.2 UTC-06:00,2025-07-11 13:13:00.2 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.952,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,6,5,0,4313301.024,468301.98,2419.9120000000003,POINT Z (468301.98 4313301.024 2419.9120000000003)
375,375,376,,468301.007,4313301.627,2423.195,,-105.36590933,38.96811221,2409.169,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:13:21.4 UTC-06:00,2025-07-11 13:13:24.4 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.834,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,7,5,0,4313300.544000001,468302.095,2419.8450000000003,POINT Z (468302.095 4313300.544000001 2419.8450000000003)
376,376,377,,468301.231,4313301.202,2423.304,,-105.36590672,38.96810839,2409.279,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:13:51.0 UTC-06:00,2025-07-11 13:13:54.0 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.612,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,5,0,4313300.119,468302.319,2419.954,POINT Z (468302.319 4313300.119 2419.954)
377,377,378,,468301.385,4313300.738,2423.199,,-105.36590493,38.96810421,2409.174,Global,0.012,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 13:14:14.6 UTC-06:00,2025-07-11 13:14:17.6 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.453,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4313299.655,468302.473,2419.849,POINT Z (468302.473 4313299.655 2419.849)
378,378,379,,468301.534,4313300.235,2423.188,,-105.36590319,38.96809969,2409.162,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:14:28.4 UTC-06:00,2025-07-11 13:14:31.4 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.299,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,7,5,0,4313299.152000001,468302.622,2419.838,POINT Z (468302.622 4313299.152000001 2419.838)
379,379,380,,468301.738,4313299.751,2423.171,,-105.36590081,38.96809533,2409.146,Global,0.011,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:14:49.0 UTC-06:00,2025-07-11 13:14:52.0 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,106.1,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,7,5,0,4313298.6680000005,468302.826,2419.821,POINT Z (468302.826 4313298.6680000005 2419.821)
380,380,381,,468301.898,4313299.315,2423.146,,-105.36589894,38.96809141,2409.121,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:15:04.4 UTC-06:00,2025-07-11 13:15:07.4 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.938,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,7,7,5,0,4313298.232000001,468302.986,2419.7960000000003,POINT Z (468302.986 4313298.232000001 2419.7960000000003)
381,381,382,,468302.101,4313298.851,2423.153,,-105.36589658,38.96808723,2409.127,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:15:21.0 UTC-06:00,2025-07-11 13:15:24.0 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.737,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,6,5,0,4313297.768,468303.189,2419.803,POINT Z (468303.189 4313297.768 2419.803)
382,382,383,,468302.298,4313298.386,2423.142,,-105.36589428,38.96808306,2409.117,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:15:35.0 UTC-06:00,2025-07-11 13:15:38.0 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.558,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313297.303,468303.386,2419.792,POINT Z (468303.386 4313297.303 2419.792)
383,383,384,,468302.42,4313297.926,2423.097,,-105.36589285,38.96807891,2409.072,Global,0.012,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 13:15:51.6 UTC-06:00,2025-07-11 13:15:54.6 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.451,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313296.843,468303.508,2419.7470000000003,POINT Z (468303.508 4313296.843 2419.7470000000003)
384,384,385,,468302.653,4313297.459,2423.054,,-105.36589013,38.96807472,2409.028,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:16:08.2 UTC-06:00,2025-07-11 13:16:11.2 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.228,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313296.376,468303.741,2419.704,POINT Z (468303.741 4313296.376 2419.704)
385,385,386,,468302.795,4313296.974,2423.02,,-105.36588848,38.96807035,2408.994,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:16:27.4 UTC-06:00,2025-07-11 13:16:30.4 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,105.107,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313295.891000001,468303.883,2419.67,POINT Z (468303.883 4313295.891000001 2419.67)
386,386,387,,468302.99,4313296.485,2423.061,,-105.3658862,38.96806594,2409.035,Global,0.011,0.012,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 13:16:43.2 UTC-06:00,2025-07-11 13:16:46.2 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,104.922,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313295.402000001,468304.078,2419.7110000000002,POINT Z (468304.078 4313295.402000001 2419.7110000000002)
387,387,388,,468303.107,4313296.048,2423.074,,-105.36588483,38.96806201,2409.048,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 13:17:11.8 UTC-06:00,2025-07-11 13:17:14.8 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,104.833,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313294.965000001,468304.195,2419.724,POINT Z (468304.195 4313294.965000001 2419.724)
388,388,389,,468303.33,4313295.636,2423.016,,-105.36588224,38.96805831,2408.991,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:17:34.6 UTC-06:00,2025-07-11 13:17:37.6 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,104.621,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313294.553,468304.418,2419.666,POINT Z (468304.418 4313294.553 2419.666)
389,389,390,,468303.545,4313295.139,2422.995,,-105.36587974,38.96805384,2408.969,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:17:52.8 UTC-06:00,2025-07-11 13:17:55.8 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,104.432,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313294.056000001,468304.633,2419.645,POINT Z (468304.633 4313294.056000001 2419.645)
390,390,391,,468303.691,4313294.647,2423.001,,-105.36587802,38.96804941,2408.975,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:18:09.6 UTC-06:00,2025-07-11 13:18:12.6 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,104.315,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313293.564,468304.779,2419.6510000000003,POINT Z (468304.779 4313293.564 2419.6510000000003)
391,391,392,,468303.951,4313294.194,2422.943,,-105.365875,38.96804533,2408.917,Global,0.01,0.011,0.01,0.016,1.734,m,FIX,RTK,2025-07-11 13:18:23.0 UTC-06:00,2025-07-11 13:18:26.0 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,104.08,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313293.1110000005,468305.039,2419.5930000000003,POINT Z (468305.039 4313293.1110000005 2419.5930000000003)
392,392,393,,468304.076,4313293.759,2422.904,,-105.36587354,38.96804142,2408.879,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 13:18:49.2 UTC-06:00,2025-07-11 13:18:52.2 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.981,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313292.676,468305.164,2419.554,POINT Z (468305.164 4313292.676 2419.554)
393,393,394,,468304.346,4313293.319,2422.825,,-105.36587041,38.96803746,2408.8,Global,0.01,0.012,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 13:19:03.6 UTC-06:00,2025-07-11 13:19:06.6 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.744,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313292.2360000005,468305.434,2419.475,POINT Z (468305.434 4313292.2360000005 2419.475)
394,394,395,,468304.547,4313292.855,2422.774,,-105.36586806,38.96803329,2408.749,Global,0.012,0.01,0.01,0.016,1.734,m,FIX,RTK,2025-07-11 13:19:21.4 UTC-06:00,2025-07-11 13:19:24.4 UTC-06:00,16,1.4,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.571,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313291.772000001,468305.635,2419.424,POINT Z (468305.635 4313291.772000001 2419.424)
395,395,396,,468304.692,4313292.379,2422.698,,-105.36586637,38.96802901,2408.673,Global,0.011,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:19:39.0 UTC-06:00,2025-07-11 13:19:42.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.467,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,4313291.296,468305.77999999997,2419.348,POINT Z (468305.77999999997 4313291.296 2419.348)
396,396,397,,468304.959,4313291.952,2422.591,,-105.36586327,38.96802517,2408.565,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:19:58.2 UTC-06:00,2025-07-11 13:20:01.2 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.255,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,4313290.869,468306.04699999996,2419.241,POINT Z (468306.04699999996 4313290.869 2419.241)
397,397,398,,468305.141,4313291.553,2422.517,,-105.36586115,38.96802158,2408.491,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:20:15.0 UTC-06:00,2025-07-11 13:20:18.0 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.101,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,5,0,4313290.470000001,468306.229,2419.167,POINT Z (468306.229 4313290.470000001 2419.167)
398,398,399,,468305.294,4313291.093,2422.507,,-105.36585936,38.96801745,2408.481,Global,0.011,0.014,0.01,0.018,1.734,m,FIX,RTK,2025-07-11 13:20:28.8 UTC-06:00,2025-07-11 13:20:31.8 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,103.0,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,4313290.010000001,468306.382,2419.157,POINT Z (468306.382 4313290.010000001 2419.157)
399,399,400,,468305.472,4313290.624,2422.473,,-105.36585728,38.96801322,2408.447,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:20:51.4 UTC-06:00,2025-07-11 13:20:54.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.862,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313289.541,468306.56,2419.123,POINT Z (468306.56 4313289.541 2419.123)
400,400,401,,468305.643,4313290.146,2422.434,,-105.36585528,38.96800892,2408.409,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:21:05.6 UTC-06:00,2025-07-11 13:21:08.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.736,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313289.063,468306.73099999997,2419.0840000000003,POINT Z (468306.73099999997 4313289.063 2419.0840000000003)
401,401,402,,468305.822,4313289.718,2422.446,,-105.3658532,38.96800507,2408.421,Global,0.011,0.012,0.01,0.016,1.734,m,FIX,RTK,2025-07-11 13:21:21.6 UTC-06:00,2025-07-11 13:21:24.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.608,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313288.635000001,468306.91,2419.096,POINT Z (468306.91 4313288.635000001 2419.096)
402,402,403,,468305.928,4313289.224,2422.459,,-105.36585195,38.96800062,2408.433,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:21:34.4 UTC-06:00,2025-07-11 13:21:37.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.548,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,4313288.141000001,468307.016,2419.109,POINT Z (468307.016 4313288.141000001 2419.109)
403,403,404,,468306.158,4313288.761,2422.466,,-105.36584927,38.96799646,2408.44,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 13:21:58.6 UTC-06:00,2025-07-11 13:22:01.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.374,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313287.678,468307.246,2419.116,POINT Z (468307.246 4313287.678 2419.116)
404,404,405,,468306.33,4313288.317,2422.422,,-105.36584727,38.96799247,2408.397,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:22:21.4 UTC-06:00,2025-07-11 13:22:24.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.26,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313287.234,468307.418,2419.072,POINT Z (468307.418 4313287.234 2419.072)
405,405,406,,468306.519,4313287.84,2422.414,,-105.36584506,38.96798817,2408.388,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:22:37.4 UTC-06:00,2025-07-11 13:22:40.4 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,102.128,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313286.757,468307.60699999996,2419.0640000000003,POINT Z (468307.60699999996 4313286.757 2419.0640000000003)
406,406,407,,468306.707,4313287.38,2422.661,,-105.36584288,38.96798403,2408.635,Global,0.011,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:22:58.4 UTC-06:00,2025-07-11 13:23:01.4 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.991,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,4313286.297,468307.795,2419.311,POINT Z (468307.795 4313286.297 2419.311)
407,407,408,,468306.874,4313286.891,2422.397,,-105.36584093,38.96797963,2408.371,Global,0.011,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 13:23:13.0 UTC-06:00,2025-07-11 13:23:16.0 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.905,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313285.808,468307.962,2419.047,POINT Z (468307.962 4313285.808 2419.047)
408,408,409,,468307.109,4313286.431,2422.383,,-105.36583819,38.9679755,2408.358,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 13:23:29.6 UTC-06:00,2025-07-11 13:23:32.6 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.725,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,4313285.348,468308.197,2419.033,POINT Z (468308.197 4313285.348 2419.033)
409,409,410,,468307.271,4313285.995,2422.414,,-105.36583631,38.96797157,2408.388,Global,0.011,0.011,0.01,0.016,1.734,m,FIX,RTK,2025-07-11 13:23:49.8 UTC-06:00,2025-07-11 13:23:52.8 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.623,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,4313284.9120000005,468308.359,2419.0640000000003,POINT Z (468308.359 4313284.9120000005 2419.0640000000003)
410,410,411,,468307.462,4313285.531,2422.418,,-105.36583407,38.9679674,2408.392,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:24:02.2 UTC-06:00,2025-07-11 13:24:05.2 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.503,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313284.448000001,468308.55,2419.068,POINT Z (468308.55 4313284.448000001 2419.068)
411,411,412,,468307.658,4313285.065,2422.381,,-105.3658318,38.9679632,2408.356,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:24:14.0 UTC-06:00,2025-07-11 13:24:17.0 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.386,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313283.982000001,468308.746,2419.031,POINT Z (468308.746 4313283.982000001 2419.031)
412,412,413,,468307.829,4313284.577,2422.405,,-105.36582979,38.96795881,2408.38,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:24:33.6 UTC-06:00,2025-07-11 13:24:36.6 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.292,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313283.494,468308.917,2419.0550000000003,POINT Z (468308.917 4313283.494 2419.0550000000003)
413,413,414,,468308.03,4313284.116,2422.419,,-105.36582745,38.96795467,2408.393,Global,0.011,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 13:24:52.4 UTC-06:00,2025-07-11 13:24:55.4 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.157,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313283.033000001,468309.118,2419.069,POINT Z (468309.118 4313283.033000001 2419.069)
414,414,415,,468308.216,4313283.67,2422.436,,-105.36582528,38.96795066,2408.411,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:25:05.0 UTC-06:00,2025-07-11 13:25:08.0 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,101.052,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313282.587,468309.304,2419.0860000000002,POINT Z (468309.304 4313282.587 2419.0860000000002)
415,415,416,,468308.382,4313283.206,2422.486,,-105.36582334,38.96794648,2408.46,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:25:18.6 UTC-06:00,2025-07-11 13:25:21.6 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,100.965,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313282.123000001,468309.47,2419.136,POINT Z (468309.47 4313282.123000001 2419.136)
416,416,417,,468308.582,4313282.741,2422.511,,-105.36582102,38.9679423,2408.485,Global,0.011,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 13:25:37.6 UTC-06:00,2025-07-11 13:25:40.6 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,100.84,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,4,0,4313281.658000001,468309.67,2419.161,POINT Z (468309.67 4313281.658000001 2419.161)
417,417,418,,468308.767,4313282.289,2422.525,,-105.36581886,38.96793823,2408.499,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 13:25:56.0 UTC-06:00,2025-07-11 13:25:59.0 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,100.753,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313281.206,468309.855,2419.175,POINT Z (468309.855 4313281.206 2419.175)
418,418,419,,468308.952,4313281.772,2422.486,,-105.3658167,38.96793358,2408.46,Global,0.01,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 13:26:14.2 UTC-06:00,2025-07-11 13:26:17.2 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,100.653,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313280.689,468310.04,2419.136,POINT Z (468310.04 4313280.689 2419.136)
419,419,420,,468309.152,4313281.355,2422.457,,-105.36581437,38.96792983,2408.431,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 13:26:29.8 UTC-06:00,2025-07-11 13:26:32.8 UTC-06:00,16,1.3,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,100.546,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313280.272000001,468310.24,2419.107,POINT Z (468310.24 4313280.272000001 2419.107)
