,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
166,166,167,,468324.181,4313394.836,2423.66,,-105.36564615,38.96895297,2409.635,Global,0.01,0.01,0.019,0.015,1.734,m,FIX,RTK,2025-07-11 11:39:45.4 UTC-06:00,2025-07-11 11:39:48.4 UTC-06:00,16,1.4,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.163,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0,4313393.7530000005,468325.269,2420.31,POINT Z (468325.269 4313393.7530000005 2420.31)
167,167,168,,468323.281,4313395.18,2423.923,,-105.36565655,38.96895605,2409.898,Global,0.011,0.011,0.019,0.016,1.734,m,FIX,RTK,2025-07-11 11:40:12.8 UTC-06:00,2025-07-11 11:40:42.8 UTC-06:00,151,1.5,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.004,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0,4313394.097,468324.369,2420.573,POINT Z (468324.369 4313394.097 2420.573)
168,168,169,,468323.284,4313395.176,2423.93,,-105.36565652,38.96895601,2409.905,Global,0.011,0.011,0.022,0.016,1.734,m,FIX,RTK,2025-07-11 11:40:53.0 UTC-06:00,2025-07-11 11:40:56.0 UTC-06:00,16,1.4,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,10,5,0,4313394.093,468324.372,2420.58,POINT Z (468324.372 4313394.093 2420.58)
169,169,170,,468323.248,4313395.044,2423.925,,-105.36565693,38.96895482,2409.9,Global,0.01,0.01,0.016,0.015,1.734,m,FIX,RTK,2025-07-11 11:41:03.8 UTC-06:00,2025-07-11 11:41:06.8 UTC-06:00,16,1.4,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.926,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,10,5,0,4313393.961,468324.336,2420.5750000000003,POINT Z (468324.336 4313393.961 2420.5750000000003)
170,170,171,,468323.394,4313395.133,2423.921,,-105.36565525,38.96895562,2409.896,Global,0.011,0.013,0.021,0.018,1.734,m,FIX,RTK,2025-07-11 11:41:20.2 UTC-06:00,2025-07-11 11:41:23.2 UTC-06:00,16,1.7,2.0,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,126.916,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,9,5,0,4313394.050000001,468324.48199999996,2420.571,POINT Z (468324.48199999996 4313394.050000001 2420.571)
171,171,172,,468323.315,4313395.285,2423.91,,-105.36565617,38.96895699,2409.885,Global,0.01,0.011,0.016,0.015,1.734,m,FIX,RTK,2025-07-11 11:41:29.0 UTC-06:00,2025-07-11 11:41:32.0 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.066,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,9,5,0,4313394.2020000005,468324.403,2420.56,POINT Z (468324.403 4313394.2020000005 2420.56)
172,172,173,,468323.102,4313395.188,2423.989,,-105.36565863,38.96895611,2409.964,Global,0.011,0.012,0.022,0.016,1.734,m,FIX,RTK,2025-07-11 11:41:51.6 UTC-06:00,2025-07-11 11:41:54.6 UTC-06:00,16,1.6,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.137,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,10,5,0,4313394.105,468324.19,2420.639,POINT Z (468324.19 4313394.105 2420.639)
173,173,174,,468323.281,4313395.178,2423.912,,-105.36565656,38.96895603,2409.887,Global,0.01,0.011,0.03,0.015,1.734,m,FIX,RTK,2025-07-11 11:42:04.4 UTC-06:00,2025-07-11 11:42:07.4 UTC-06:00,16,1.5,1.8,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,127.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,10,5,0,4313394.095000001,468324.369,2420.562,POINT Z (468324.369 4313394.095000001 2420.562)
174,174,175,,468526.503,4313316.461,2428.742,,-105.3633071,38.96825401,2414.713,Global,0.01,0.011,0.021,0.015,1.734,m,FIX,RTK,2025-07-11 11:53:02.4 UTC-06:00,2025-07-11 11:53:32.4 UTC-06:00,149,1.4,1.6,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.99,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0,4313315.3780000005,468527.591,2425.3920000000003,POINT Z (468527.591 4313315.3780000005 2425.3920000000003)
175,175,176,,468526.495,4313316.469,2428.741,,-105.3633072,38.96825409,2414.712,Global,0.012,0.013,0.024,0.018,1.734,m,FIX,RTK,2025-07-11 11:53:48.6 UTC-06:00,2025-07-11 11:53:51.6 UTC-06:00,16,1.5,1.7,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0,4313315.386,468527.583,2425.391,POINT Z (468527.583 4313315.386 2425.391)
176,176,177,,468526.397,4313316.427,2428.714,,-105.36330833,38.9682537,2414.685,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 11:54:03.8 UTC-06:00,2025-07-11 11:54:06.8 UTC-06:00,16,1.2,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.883,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0,4313315.3440000005,468527.485,2425.364,POINT Z (468527.485 4313315.3440000005 2425.364)
177,177,178,,468526.427,4313316.639,2428.632,,-105.36330799,38.96825562,2414.603,Global,0.01,0.01,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 11:54:18.8 UTC-06:00,2025-07-11 11:54:21.8 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.94,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0,4313315.556000001,468527.515,2425.282,POINT Z (468527.515 4313315.556000001 2425.282)
178,178,179,,468526.652,4313316.547,2428.748,,-105.36330539,38.9682548,2414.719,Global,0.01,0.01,0.018,0.015,1.734,m,FIX,RTK,2025-07-11 11:54:28.0 UTC-06:00,2025-07-11 11:54:31.0 UTC-06:00,16,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,120.157,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,9,5,0,4313315.464000001,468527.74,2425.398,POINT Z (468527.74 4313315.464000001 2425.398)
179,179,180,,468526.543,4313316.31,2428.789,,-105.36330664,38.96825265,2414.76,Global,0.01,0.012,0.014,0.016,1.734,m,FIX,RTK,2025-07-11 11:54:39.2 UTC-06:00,2025-07-11 11:54:42.2 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,120.016,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0,4313315.227,468527.631,2425.4390000000003,POINT Z (468527.631 4313315.227 2425.4390000000003)
180,180,181,,468526.511,4313316.464,2428.75,,-105.36330701,38.96825404,2414.721,Global,0.011,0.01,0.015,0.015,1.734,m,FIX,RTK,2025-07-11 11:54:51.4 UTC-06:00,2025-07-11 11:54:54.4 UTC-06:00,16,1.3,1.5,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,119.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,10,5,0,4313315.381,468527.599,2425.4,POINT Z (468527.599 4313315.381 2425.4)
181,181,182,,468298.256,4313309.61,2422.882,,-105.36594146,38.96818405,2408.857,Global,0.011,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 12:14:43.0 UTC-06:00,2025-07-11 12:15:13.0 UTC-06:00,151,1.2,1.4,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.972,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.527000001,468299.344,2419.532,POINT Z (468299.344 4313308.527000001 2419.532)
182,182,183,,468298.258,4313309.612,2422.883,,-105.36594143,38.96818407,2408.858,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:15:25.8 UTC-06:00,2025-07-11 12:15:28.8 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.97,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.529,468299.34599999996,2419.533,POINT Z (468299.34599999996 4313308.529 2419.533)
183,183,184,,468298.107,4313309.541,2422.817,,-105.36594317,38.96818342,2408.791,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:15:38.0 UTC-06:00,2025-07-11 12:15:41.0 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.114,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.458000001,468299.195,2419.467,POINT Z (468299.195 4313308.458000001 2419.467)
184,184,185,,468298.206,4313309.754,2422.792,,-105.36594204,38.96818534,2408.767,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:15:48.2 UTC-06:00,2025-07-11 12:15:51.4 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.036,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.671,468299.294,2419.442,POINT Z (468299.294 4313308.671 2419.442)
185,185,186,,468298.428,4313309.68,2422.805,,-105.36593948,38.96818468,2408.78,Global,0.011,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:16:03.2 UTC-06:00,2025-07-11 12:16:06.2 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.801,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.597,468299.516,2419.455,POINT Z (468299.516 4313308.597 2419.455)
186,186,187,,468298.298,4313309.475,2422.835,,-105.36594097,38.96818283,2408.81,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:16:17.4 UTC-06:00,2025-07-11 12:16:20.4 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.919,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.392,468299.386,2419.485,POINT Z (468299.386 4313308.392 2419.485)
187,187,188,,468298.252,4313309.603,2422.891,,-105.3659415,38.96818398,2408.866,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 12:16:28.0 UTC-06:00,2025-07-11 12:16:31.0 UTC-06:00,16,1.2,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,109.973,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.5200000005,468299.33999999997,2419.541,POINT Z (468299.33999999997 4313308.5200000005 2419.541)
188,188,189,,468298.129,4313309.839,2422.793,,-105.36594293,38.96818611,2408.768,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 12:17:02.0 UTC-06:00,2025-07-11 12:17:05.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.119,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.756,468299.217,2419.443,POINT Z (468299.217 4313308.756 2419.443)
189,189,190,,468298.07,4313310.028,2422.762,,-105.36594362,38.96818781,2408.737,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:17:11.0 UTC-06:00,2025-07-11 12:17:14.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.193,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313308.945,468299.158,2419.4120000000003,POINT Z (468299.158 4313308.945 2419.4120000000003)
190,190,191,,468298.009,4313310.209,2422.725,,-105.36594434,38.96818944,2408.699,Global,0.01,0.01,0.012,0.014,1.734,m,FIX,RTK,2025-07-11 12:17:21.0 UTC-06:00,2025-07-11 12:17:24.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.277,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313309.126,468299.097,2419.375,POINT Z (468299.097 4313309.126 2419.375)
191,191,192,,468297.93,4313310.392,2422.699,,-105.36594526,38.96819108,2408.674,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 12:17:32.6 UTC-06:00,2025-07-11 12:17:35.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.371,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313309.309,468299.018,2419.349,POINT Z (468299.018 4313309.309 2419.349)
192,192,193,,468297.877,4313310.606,2422.679,,-105.36594587,38.96819301,2408.654,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:17:42.4 UTC-06:00,2025-07-11 12:17:45.4 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.445,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313309.523,468298.96499999997,2419.329,POINT Z (468298.96499999997 4313309.523 2419.329)
193,193,194,,468297.782,4313310.781,2422.647,,-105.36594699,38.96819458,2408.621,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:17:54.8 UTC-06:00,2025-07-11 12:17:57.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.555,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313309.698000001,468298.87,2419.297,POINT Z (468298.87 4313309.698000001 2419.297)
194,194,195,,468297.721,4313310.964,2422.61,,-105.36594769,38.96819623,2408.585,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:18:04.8 UTC-06:00,2025-07-11 12:18:07.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.636,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313309.881,468298.809,2419.26,POINT Z (468298.809 4313309.881 2419.26)
195,195,196,,468297.63,4313311.174,2422.6,,-105.36594875,38.96819812,2408.575,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:18:13.8 UTC-06:00,2025-07-11 12:18:16.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.739,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313310.091,468298.718,2419.25,POINT Z (468298.718 4313310.091 2419.25)
196,196,197,,468297.573,4313311.341,2422.557,,-105.36594942,38.96819962,2408.531,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:18:27.2 UTC-06:00,2025-07-11 12:18:30.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.821,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313310.258,468298.66099999996,2419.207,POINT Z (468298.66099999996 4313310.258 2419.207)
197,197,198,,468297.462,4313311.524,2422.323,,-105.36595071,38.96820127,2408.298,Global,0.01,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:18:47.8 UTC-06:00,2025-07-11 12:18:50.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,110.958,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313310.441000001,468298.55,2418.973,POINT Z (468298.55 4313310.441000001 2418.973)
198,198,199,,468297.349,4313311.7,2422.289,,-105.36595202,38.96820285,2408.264,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:19:00.2 UTC-06:00,2025-07-11 12:19:03.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.089,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313310.617000001,468298.437,2418.9390000000003,POINT Z (468298.437 4313310.617000001 2418.9390000000003)
199,199,200,,468297.306,4313311.973,2422.205,,-105.36595253,38.96820531,2408.18,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:19:12.8 UTC-06:00,2025-07-11 12:19:15.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.165,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313310.890000001,468298.394,2418.855,POINT Z (468298.394 4313310.890000001 2418.855)
200,200,201,,468297.254,4313312.206,2422.225,,-105.36595314,38.96820741,2408.2,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 12:19:41.2 UTC-06:00,2025-07-11 12:19:44.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.239,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313311.123000001,468298.342,2418.875,POINT Z (468298.342 4313311.123000001 2418.875)
201,201,202,,468297.187,4313312.394,2422.213,,-105.36595392,38.96820909,2408.187,Global,0.01,0.01,0.01,0.014,1.734,m,FIX,RTK,2025-07-11 12:19:52.6 UTC-06:00,2025-07-11 12:19:55.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.326,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313311.311000001,468298.27499999997,2418.8630000000003,POINT Z (468298.27499999997 4313311.311000001 2418.8630000000003)
202,202,203,,468297.155,4313312.59,2422.195,,-105.3659543,38.96821086,2408.169,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:20:03.6 UTC-06:00,2025-07-11 12:20:06.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.384,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313311.507,468298.243,2418.8450000000003,POINT Z (468298.243 4313311.507 2418.8450000000003)
203,203,204,,468297.061,4313312.81,2422.154,,-105.3659554,38.96821284,2408.129,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:20:15.0 UTC-06:00,2025-07-11 12:20:18.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.498,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,0,0,4313311.727,468298.149,2418.804,POINT Z (468298.149 4313311.727 2418.804)
204,204,205,,468297.015,4313312.956,2422.127,,-105.36595593,38.96821415,2408.102,Global,0.012,0.01,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 12:20:26.6 UTC-06:00,2025-07-11 12:20:29.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.558,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313311.873000001,468298.103,2418.777,POINT Z (468298.103 4313311.873000001 2418.777)
205,205,206,,468296.916,4313313.177,2422.093,,-105.36595709,38.96821614,2408.068,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:20:42.0 UTC-06:00,2025-07-11 12:20:45.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.681,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,4313312.0940000005,468298.004,2418.743,POINT Z (468298.004 4313312.0940000005 2418.743)
206,206,207,,468296.842,4313313.384,2422.058,,-105.36595795,38.96821801,2408.033,Global,0.011,0.012,0.01,0.016,1.734,m,FIX,RTK,2025-07-11 12:20:49.6 UTC-06:00,2025-07-11 12:20:52.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.788,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313312.301,468297.93,2418.708,POINT Z (468297.93 4313312.301 2418.708)
207,207,208,,468296.776,4313313.553,2422.041,,-105.36595872,38.96821953,2408.016,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:21:05.2 UTC-06:00,2025-07-11 12:21:08.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.873,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313312.470000001,468297.864,2418.6910000000003,POINT Z (468297.864 4313312.470000001 2418.6910000000003)
208,208,209,,468296.711,4313313.746,2422.037,,-105.36595948,38.96822127,2408.012,Global,0.012,0.01,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 12:21:13.4 UTC-06:00,2025-07-11 12:21:16.4 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,111.958,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313312.663000001,468297.799,2418.687,POINT Z (468297.799 4313312.663000001 2418.687)
209,209,210,,468296.613,4313313.942,2422.036,,-105.36596062,38.96822302,2408.01,Global,0.01,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:21:21.6 UTC-06:00,2025-07-11 12:21:24.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.077,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313312.859,468297.701,2418.686,POINT Z (468297.701 4313312.859 2418.686)
210,210,211,,468296.55,4313314.114,2422.01,,-105.36596136,38.96822458,2407.985,Global,0.012,0.01,0.011,0.016,1.734,m,FIX,RTK,2025-07-11 12:21:30.4 UTC-06:00,2025-07-11 12:21:33.4 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.176,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313313.031,468297.638,2418.6600000000003,POINT Z (468297.638 4313313.031 2418.6600000000003)
211,211,212,,468296.473,4313314.29,2421.995,,-105.36596225,38.96822616,2407.97,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-11 12:21:40.0 UTC-06:00,2025-07-11 12:21:43.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.264,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0,4313313.207,468297.561,2418.645,POINT Z (468297.561 4313313.207 2418.645)
212,212,213,,468296.417,4313314.472,2422.011,,-105.36596291,38.96822779,2407.986,Global,0.01,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-11 12:21:48.4 UTC-06:00,2025-07-11 12:21:51.4 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.343,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,8,5,0,4313313.389,468297.505,2418.661,POINT Z (468297.505 4313313.389 2418.661)
213,213,214,,468296.319,4313314.683,2421.979,,-105.36596405,38.96822969,2407.954,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:21:58.2 UTC-06:00,2025-07-11 12:22:01.2 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.472,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313313.600000001,468297.407,2418.629,POINT Z (468297.407 4313313.600000001 2418.629)
214,214,215,,468296.21,4313314.805,2421.957,,-105.36596531,38.96823078,2407.932,Global,0.011,0.01,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 12:22:07.0 UTC-06:00,2025-07-11 12:22:10.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.597,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4313313.722,468297.298,2418.607,POINT Z (468297.298 4313313.722 2418.607)
215,215,216,,468296.109,4313315.01,2421.918,,-105.36596648,38.96823263,2407.893,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:22:19.8 UTC-06:00,2025-07-11 12:22:22.8 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.721,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313313.927,468297.197,2418.568,POINT Z (468297.197 4313313.927 2418.568)
216,216,217,,468296.006,4313315.189,2421.866,,-105.36596768,38.96823424,2407.841,Global,0.01,0.01,0.012,0.015,1.734,m,FIX,RTK,2025-07-11 12:22:46.6 UTC-06:00,2025-07-11 12:22:49.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.848,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313314.106000001,468297.094,2418.516,POINT Z (468297.094 4313314.106000001 2418.516)
217,217,218,,468295.909,4313315.368,2421.876,,-105.36596881,38.96823585,2407.85,Global,0.01,0.011,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:23:00.0 UTC-06:00,2025-07-11 12:23:03.0 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,112.964,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313314.285,468296.997,2418.5260000000003,POINT Z (468296.997 4313314.285 2418.5260000000003)
218,218,219,,468295.834,4313315.557,2421.871,,-105.36596969,38.96823755,2407.846,Global,0.011,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-11 12:23:06.6 UTC-06:00,2025-07-11 12:23:09.6 UTC-06:00,16,1.1,1.3,468407.689,4313300.453,2428.563,-105.36467784,38.96810549,2414.536,113.068,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,4313314.474,468296.92199999996,2418.521,POINT Z (468296.92199999996 4313314.474 2418.521)
