,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
224,224,225,,466213.968,4311982.516,2456.394,,-105.38993487,38.95614741,2442.402,Global,0.012,0.011,0.015,0.017,1.734,m,FIX,RTK,2025-07-16 12:16:37.2 UTC-06:00,2025-07-16 12:16:40.2 UTC-06:00,16,1.5,1.8,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.06,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311981.165,466215.573,2452.979,POINT Z (466215.573 4311981.165 2452.979)
225,225,226,,466213.885,4311982.455,2456.392,,-105.38993583,38.95614686,2442.4,Global,0.011,0.012,0.016,0.017,1.734,m,FIX,RTK,2025-07-16 12:16:55.2 UTC-06:00,2025-07-16 12:16:58.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.138,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311981.104,466215.49,2452.977,POINT Z (466215.49 4311981.104 2452.977)
226,226,227,,466213.651,4311982.481,2456.444,,-105.38993853,38.95614708,2442.452,Global,0.012,0.01,0.013,0.016,1.734,m,FIX,RTK,2025-07-16 12:17:04.2 UTC-06:00,2025-07-16 12:17:07.2 UTC-06:00,15,2.1,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.166,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311981.13,466215.256,2453.029,POINT Z (466215.256 4311981.13 2453.029)
227,227,228,,466213.415,4311982.413,2456.477,,-105.38994125,38.95614646,2442.484,Global,0.012,0.012,0.012,0.017,1.734,m,FIX,RTK,2025-07-16 12:17:18.0 UTC-06:00,2025-07-16 12:17:21.0 UTC-06:00,16,2.3,2.8,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.285,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311981.062,466215.01999999996,2453.062,POINT Z (466215.01999999996 4311981.062 2453.062)
228,228,229,,466213.251,4311982.336,2456.513,,-105.38994313,38.95614576,2442.52,Global,0.011,0.012,0.017,0.017,1.734,m,FIX,RTK,2025-07-16 12:17:27.2 UTC-06:00,2025-07-16 12:17:30.2 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.389,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.985,466214.85599999997,2453.098,POINT Z (466214.85599999997 4311980.985 2453.098)
229,229,230,,466213.06,4311982.353,2456.492,,-105.38994535,38.9561459,2442.5,Global,0.011,0.011,0.01,0.015,1.734,m,FIX,RTK,2025-07-16 12:17:36.4 UTC-06:00,2025-07-16 12:17:39.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.423,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,5,0,4311981.002,466214.665,2453.077,POINT Z (466214.665 4311981.002 2453.077)
230,230,231,,466212.779,4311982.293,2456.449,,-105.38994858,38.95614536,2442.457,Global,0.012,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:17:47.0 UTC-06:00,2025-07-16 12:17:50.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.566,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.942,466214.38399999996,2453.034,POINT Z (466214.38399999996 4311980.942 2453.034)
231,231,232,,466212.651,4311982.258,2456.412,,-105.38995007,38.95614504,2442.42,Global,0.013,0.019,0.015,0.023,1.734,m,FIX,RTK,2025-07-16 12:17:56.8 UTC-06:00,2025-07-16 12:17:59.8 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.648,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.907000001,466214.256,2452.997,POINT Z (466214.256 4311980.907000001 2452.997)
232,232,233,,466212.427,4311982.247,2456.379,,-105.38995264,38.95614492,2442.386,Global,0.011,0.011,0.014,0.015,1.734,m,FIX,RTK,2025-07-16 12:18:05.8 UTC-06:00,2025-07-16 12:18:08.8 UTC-06:00,16,1.5,1.8,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.707,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.896000001,466214.032,2452.964,POINT Z (466214.032 4311980.896000001 2452.964)
233,233,234,,466212.269,4311982.208,2456.361,,-105.38995447,38.95614456,2442.369,Global,0.011,0.012,0.011,0.017,1.734,m,FIX,RTK,2025-07-16 12:18:14.6 UTC-06:00,2025-07-16 12:18:17.6 UTC-06:00,16,1.4,1.7,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.799,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.857,466213.87399999995,2452.946,POINT Z (466213.87399999995 4311980.857 2452.946)
234,234,235,,466212.043,4311982.138,2456.37,,-105.38995707,38.95614393,2442.378,Global,0.011,0.01,0.011,0.015,1.734,m,FIX,RTK,2025-07-16 12:18:22.8 UTC-06:00,2025-07-16 12:18:25.8 UTC-06:00,16,1.4,1.7,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.915,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.7870000005,466213.648,2452.955,POINT Z (466213.648 4311980.7870000005 2452.955)
235,235,236,,466211.843,4311982.133,2456.357,,-105.38995938,38.95614388,2442.365,Global,0.013,0.013,0.011,0.018,1.734,m,FIX,RTK,2025-07-16 12:18:31.4 UTC-06:00,2025-07-16 12:18:34.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,67.967,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.782000001,466213.448,2452.942,POINT Z (466213.448 4311980.782000001 2452.942)
236,236,237,,466211.615,4311982.121,2456.352,,-105.38996201,38.95614376,2442.359,Global,0.011,0.015,0.013,0.019,1.734,m,FIX,RTK,2025-07-16 12:18:40.0 UTC-06:00,2025-07-16 12:18:43.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.069,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.7700000005,466213.22,2452.937,POINT Z (466213.22 4311980.7700000005 2452.937)
237,237,238,,466211.439,4311982.029,2456.342,,-105.38996404,38.95614293,2442.35,Global,0.012,0.012,0.015,0.017,1.734,m,FIX,RTK,2025-07-16 12:18:50.4 UTC-06:00,2025-07-16 12:18:53.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.193,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.678,466213.044,2452.927,POINT Z (466213.044 4311980.678 2452.927)
238,238,239,,466211.255,4311982.055,2456.373,,-105.38996616,38.95614315,2442.381,Global,0.013,0.011,0.012,0.017,1.734,m,FIX,RTK,2025-07-16 12:19:00.0 UTC-06:00,2025-07-16 12:19:03.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.214,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.704,466212.86,2452.958,POINT Z (466212.86 4311980.704 2452.958)
239,239,240,,466211.062,4311982.017,2456.337,,-105.38996839,38.9561428,2442.344,Global,0.012,0.013,0.018,0.017,1.734,m,FIX,RTK,2025-07-16 12:19:08.6 UTC-06:00,2025-07-16 12:19:11.6 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.304,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.666,466212.66699999996,2452.922,POINT Z (466212.66699999996 4311980.666 2452.922)
240,240,241,,466210.834,4311981.938,2456.342,,-105.38997102,38.95614208,2442.35,Global,0.013,0.012,0.011,0.018,1.734,m,FIX,RTK,2025-07-16 12:19:18.6 UTC-06:00,2025-07-16 12:19:21.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.442,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.587,466212.43899999995,2452.927,POINT Z (466212.43899999995 4311980.587 2452.927)
241,241,242,,466210.652,4311981.911,2456.385,,-105.38997311,38.95614183,2442.392,Global,0.01,0.012,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:19:27.8 UTC-06:00,2025-07-16 12:19:30.8 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.523,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.5600000005,466212.257,2452.9700000000003,POINT Z (466212.257 4311980.5600000005 2452.9700000000003)
242,242,243,,466210.468,4311981.885,2456.441,,-105.38997524,38.95614159,2442.449,Global,0.012,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:19:36.8 UTC-06:00,2025-07-16 12:19:39.8 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.581,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.534,466212.073,2453.026,POINT Z (466212.073 4311980.534 2453.026)
243,243,244,,466210.196,4311981.821,2456.455,,-105.38997837,38.956141,2442.463,Global,0.012,0.015,0.01,0.019,1.734,m,FIX,RTK,2025-07-16 12:19:47.0 UTC-06:00,2025-07-16 12:19:50.0 UTC-06:00,16,1.4,1.7,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.726,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.470000001,466211.801,2453.04,POINT Z (466211.801 4311980.470000001 2453.04)
244,244,245,,466210.051,4311981.829,2456.46,,-105.38998004,38.95614107,2442.468,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:19:56.0 UTC-06:00,2025-07-16 12:19:59.0 UTC-06:00,16,1.4,1.7,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.744,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.478,466211.65599999996,2453.045,POINT Z (466211.65599999996 4311980.478 2453.045)
245,245,246,,466209.829,4311981.788,2456.487,,-105.3899826,38.95614068,2442.495,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:20:04.2 UTC-06:00,2025-07-16 12:20:07.2 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.848,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.437,466211.434,2453.072,POINT Z (466211.434 4311980.437 2453.072)
246,246,247,,466209.608,4311981.731,2456.523,,-105.38998516,38.95614016,2442.531,Global,0.011,0.012,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:20:13.0 UTC-06:00,2025-07-16 12:20:16.0 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,68.957,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.38,466211.213,2453.108,POINT Z (466211.213 4311980.38 2453.108)
247,247,248,,466209.427,4311981.739,2456.589,,-105.38998725,38.95614023,2442.596,Global,0.015,0.011,0.011,0.018,1.734,m,FIX,RTK,2025-07-16 12:20:24.4 UTC-06:00,2025-07-16 12:20:27.4 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.0,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.388,466211.032,2453.174,POINT Z (466211.032 4311980.388 2453.174)
248,248,249,,466209.271,4311981.72,2456.786,,-105.38998904,38.95614005,2442.794,Global,0.01,0.012,0.01,0.016,1.734,m,FIX,RTK,2025-07-16 12:20:35.4 UTC-06:00,2025-07-16 12:20:38.4 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.369,466210.876,2453.371,POINT Z (466210.876 4311980.369 2453.371)
249,249,250,,466209.096,4311981.659,2457.179,,-105.38999106,38.9561395,2443.187,Global,0.012,0.012,0.012,0.017,1.734,m,FIX,RTK,2025-07-16 12:21:04.2 UTC-06:00,2025-07-16 12:21:07.2 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.042,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.308,466210.701,2453.764,POINT Z (466210.701 4311980.308 2453.764)
250,250,251,,466208.935,4311981.639,2457.217,,-105.38999292,38.95613931,2443.224,Global,0.011,0.011,0.015,0.016,1.734,m,FIX,RTK,2025-07-16 12:21:35.8 UTC-06:00,2025-07-16 12:21:38.8 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.116,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.288000001,466210.54,2453.802,POINT Z (466210.54 4311980.288000001 2453.802)
251,251,252,,466208.733,4311981.646,2457.225,,-105.38999525,38.95613937,2443.233,Global,0.015,0.013,0.011,0.02,1.734,m,FIX,RTK,2025-07-16 12:21:48.0 UTC-06:00,2025-07-16 12:21:51.0 UTC-06:00,16,2.0,2.6,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.166,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.295,466210.338,2453.81,POINT Z (466210.338 4311980.295 2453.81)
252,252,253,,466208.523,4311981.588,2457.204,,-105.38999766,38.95613884,2443.212,Global,0.011,0.011,0.02,0.015,1.734,m,FIX,RTK,2025-07-16 12:21:58.6 UTC-06:00,2025-07-16 12:22:01.6 UTC-06:00,16,1.8,2.2,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.287,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.237000001,466210.12799999997,2453.789,POINT Z (466210.12799999997 4311980.237000001 2453.789)
253,253,254,,466208.34,4311981.55,2457.223,,-105.38999978,38.95613849,2443.231,Global,0.011,0.013,0.013,0.016,1.734,m,FIX,RTK,2025-07-16 12:22:06.6 UTC-06:00,2025-07-16 12:22:09.6 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.376,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.199,466209.945,2453.808,POINT Z (466209.945 4311980.199 2453.808)
254,254,255,,466208.126,4311981.514,2457.199,,-105.39000225,38.95613815,2443.207,Global,0.013,0.011,0.014,0.017,1.734,m,FIX,RTK,2025-07-16 12:22:15.6 UTC-06:00,2025-07-16 12:22:18.6 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.486,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.163000001,466209.73099999997,2453.784,POINT Z (466209.73099999997 4311980.163000001 2453.784)
255,255,256,,466207.923,4311981.488,2457.315,,-105.39000459,38.95613791,2443.322,Global,0.012,0.011,0.012,0.016,1.734,m,FIX,RTK,2025-07-16 12:22:26.2 UTC-06:00,2025-07-16 12:22:29.2 UTC-06:00,16,1.5,1.8,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.548,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311980.137,466209.528,2453.9,POINT Z (466209.528 4311980.137 2453.9)
256,256,257,,466207.681,4311981.453,2457.093,,-105.39000738,38.95613758,2443.101,Global,0.01,0.01,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 12:22:40.2 UTC-06:00,2025-07-16 12:22:43.2 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.706,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.102,466209.28599999996,2453.678,POINT Z (466209.28599999996 4311980.102 2453.678)
257,257,258,,466207.519,4311981.417,2457.036,,-105.39000925,38.95613726,2443.044,Global,0.011,0.011,0.012,0.016,1.734,m,FIX,RTK,2025-07-16 12:23:03.4 UTC-06:00,2025-07-16 12:23:06.4 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.797,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,6,0,4311980.066000001,466209.12399999995,2453.621,POINT Z (466209.12399999995 4311980.066000001 2453.621)
258,258,259,,466207.335,4311981.396,2456.936,,-105.39001137,38.95613706,2442.944,Global,0.011,0.01,0.01,0.015,1.734,m,FIX,RTK,2025-07-16 12:23:13.2 UTC-06:00,2025-07-16 12:23:16.2 UTC-06:00,16,1.6,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,69.901,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311980.045,466208.94,2453.521,POINT Z (466208.94 4311980.045 2453.521)
259,259,260,,466207.176,4311981.354,2456.831,,-105.3900132,38.95613667,2442.839,Global,0.013,0.011,0.012,0.017,1.734,m,FIX,RTK,2025-07-16 12:23:23.2 UTC-06:00,2025-07-16 12:23:26.2 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.021,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311980.0030000005,466208.78099999996,2453.416,POINT Z (466208.78099999996 4311980.0030000005 2453.416)
260,260,261,,466206.995,4311981.292,2456.779,,-105.39001529,38.95613611,2442.787,Global,0.01,0.01,0.011,0.014,1.734,m,FIX,RTK,2025-07-16 12:23:33.0 UTC-06:00,2025-07-16 12:23:36.0 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.14,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.941000001,466208.6,2453.364,POINT Z (466208.6 4311979.941000001 2453.364)
261,261,262,,466206.743,4311981.278,2456.769,,-105.3900182,38.95613598,2442.777,Global,0.011,0.011,0.012,0.015,1.734,m,FIX,RTK,2025-07-16 12:23:42.6 UTC-06:00,2025-07-16 12:23:45.6 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.24,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.927,466208.348,2453.354,POINT Z (466208.348 4311979.927 2453.354)
262,262,263,,466206.566,4311981.233,2456.794,,-105.39002023,38.95613556,2442.801,Global,0.023,0.01,0.02,0.025,1.734,m,FIX,RTK,2025-07-16 12:23:55.6 UTC-06:00,2025-07-16 12:23:58.6 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.346,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,6,0,4311979.882,466208.171,2453.379,POINT Z (466208.171 4311979.882 2453.379)
263,263,264,,466206.305,4311981.148,2456.828,,-105.39002324,38.95613478,2442.836,Global,0.012,0.01,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:24:05.0 UTC-06:00,2025-07-16 12:24:08.0 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.497,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311979.797,466207.91,2453.413,POINT Z (466207.91 4311979.797 2453.413)
264,264,265,,466206.15,4311981.185,2456.833,,-105.39002504,38.95613511,2442.841,Global,0.02,0.01,0.013,0.023,1.734,m,FIX,RTK,2025-07-16 12:24:14.8 UTC-06:00,2025-07-16 12:24:17.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.513,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311979.834,466207.755,2453.418,POINT Z (466207.755 4311979.834 2453.418)
265,265,266,,466205.936,4311981.09,2456.853,,-105.39002749,38.95613424,2442.861,Global,0.011,0.015,0.014,0.019,1.734,m,FIX,RTK,2025-07-16 12:24:22.8 UTC-06:00,2025-07-16 12:24:25.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.67,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311979.739,466207.54099999997,2453.438,POINT Z (466207.54099999997 4311979.739 2453.438)
266,266,267,,466205.742,4311981.102,2456.781,,-105.39002975,38.95613435,2442.789,Global,0.014,0.011,0.011,0.018,1.734,m,FIX,RTK,2025-07-16 12:24:31.8 UTC-06:00,2025-07-16 12:24:34.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.74,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,6,0,4311979.751,466207.347,2453.366,POINT Z (466207.347 4311979.751 2453.366)
267,267,268,,466205.539,4311981.053,2456.807,,-105.39003208,38.9561339,2442.815,Global,0.012,0.013,0.012,0.018,1.734,m,FIX,RTK,2025-07-16 12:24:39.8 UTC-06:00,2025-07-16 12:24:42.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.856,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311979.7020000005,466207.144,2453.392,POINT Z (466207.144 4311979.7020000005 2453.392)
268,268,269,,466205.346,4311980.969,2456.861,,-105.3900343,38.95613313,2442.869,Global,0.012,0.011,0.01,0.017,1.734,m,FIX,RTK,2025-07-16 12:24:47.8 UTC-06:00,2025-07-16 12:24:50.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,70.982,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.618,466206.951,2453.446,POINT Z (466206.951 4311979.618 2453.446)
269,269,270,,466205.126,4311980.927,2456.954,,-105.39003684,38.95613275,2442.962,Global,0.018,0.013,0.013,0.022,1.734,m,FIX,RTK,2025-07-16 12:24:56.6 UTC-06:00,2025-07-16 12:24:59.6 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.086,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311979.576,466206.73099999997,2453.539,POINT Z (466206.73099999997 4311979.576 2453.539)
270,270,271,,466204.933,4311980.91,2456.961,,-105.39003907,38.95613258,2442.969,Global,0.011,0.011,0.011,0.016,1.734,m,FIX,RTK,2025-07-16 12:25:04.6 UTC-06:00,2025-07-16 12:25:07.6 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.156,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.559,466206.538,2453.546,POINT Z (466206.538 4311979.559 2453.546)
271,271,272,,466204.718,4311980.9,2456.959,,-105.39004155,38.95613249,2442.967,Global,0.013,0.017,0.01,0.021,1.734,m,FIX,RTK,2025-07-16 12:25:13.2 UTC-06:00,2025-07-16 12:25:16.2 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.25,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.549000001,466206.323,2453.544,POINT Z (466206.323 4311979.549000001 2453.544)
272,272,273,,466204.558,4311980.871,2457.013,,-105.39004339,38.95613222,2443.021,Global,0.019,0.016,0.012,0.025,1.734,m,FIX,RTK,2025-07-16 12:25:21.8 UTC-06:00,2025-07-16 12:25:24.8 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.333,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.5200000005,466206.163,2453.598,POINT Z (466206.163 4311979.5200000005 2453.598)
273,273,274,,466204.394,4311980.83,2457.131,,-105.39004528,38.95613185,2443.139,Global,0.011,0.014,0.01,0.018,1.734,m,FIX,RTK,2025-07-16 12:25:38.2 UTC-06:00,2025-07-16 12:25:41.2 UTC-06:00,16,1.7,2.0,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.397,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.479,466205.99899999995,2453.716,POINT Z (466205.99899999995 4311979.479 2453.716)
274,274,275,,466204.19,4311980.834,2457.202,,-105.39004764,38.95613187,2443.21,Global,0.012,0.011,0.013,0.017,1.734,m,FIX,RTK,2025-07-16 12:25:48.2 UTC-06:00,2025-07-16 12:25:51.2 UTC-06:00,16,2.0,2.5,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.458,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.483,466205.795,2453.7870000000003,POINT Z (466205.795 4311979.483 2453.7870000000003)
275,275,276,,466204.009,4311980.793,2457.366,,-105.39004973,38.9561315,2443.374,Global,0.011,0.013,0.012,0.017,1.734,m,FIX,RTK,2025-07-16 12:26:09.2 UTC-06:00,2025-07-16 12:26:12.2 UTC-06:00,16,1.5,1.8,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.531,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,5,5,0,4311979.442,466205.614,2453.951,POINT Z (466205.614 4311979.442 2453.951)
276,276,277,,466203.843,4311980.718,2457.433,,-105.39005164,38.95613082,2443.441,Global,0.014,0.011,0.011,0.017,1.734,m,FIX,RTK,2025-07-16 12:26:20.8 UTC-06:00,2025-07-16 12:26:23.8 UTC-06:00,16,1.5,1.8,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.649,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,5,5,5,0,4311979.367000001,466205.448,2454.018,POINT Z (466205.448 4311979.367000001 2454.018)
277,277,278,,466203.722,4311980.711,2457.807,,-105.39005303,38.95613075,2443.815,Global,0.014,0.01,0.013,0.017,1.734,m,FIX,RTK,2025-07-16 12:26:41.2 UTC-06:00,2025-07-16 12:26:44.2 UTC-06:00,16,1.4,1.7,466230.237,4312045.952,2472.344,-105.38975024,38.95671967,2458.352,71.636,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,5,5,0,4311979.36,466205.327,2454.392,POINT Z (466205.327 4311979.36 2454.392)
