Name,Code,Easting,Northing,OriginalElevation ,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,
193,,466259.84,4312180.865,2455.829,2435.829,,-105.3894152,38.95793654,2441.838,Global,0.011,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:45:38.2 UTC-06:00,2025-03-31 11:45:41.2 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,139.292,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,
194,,466260.171,4312180.497,2455.836,2435.836,,-105.3894114,38.95793324,2441.845,Global,0.013,0.014,0.01,0.019,1.934,m,FIX,2025-03-31 11:45:57.0 UTC-06:00,2025-03-31 11:46:00.0 UTC-06:00,16,1.4,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,139.039,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,7,0,
195,,466260.505,4312180.112,2455.828,2435.828,,-105.3894075,38.95792978,2441.837,Global,0.011,0.013,0.01,0.017,1.934,m,FIX,2025-03-31 11:46:20.0 UTC-06:00,2025-03-31 11:46:23.0 UTC-06:00,16,1.4,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,138.704,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
196,,466260.852,4312179.745,2455.807,2435.807,,-105.3894035,38.95792649,2441.816,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:46:39.2 UTC-06:00,2025-03-31 11:46:42.2 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,138.437,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,
197,,466261.159,4312179.356,2455.838,2435.838,,-105.3894,38.95792299,2441.847,Global,0.013,0.016,0.01,0.02,1.934,m,FIX,2025-03-31 11:46:58.6 UTC-06:00,2025-03-31 11:47:01.6 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,138.118,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,6,0,
198,,466229.177,4311984.875,2456.156,2436.156,,-105.3897595,38.95616925,2442.163,Global,0.011,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:58:31.6 UTC-06:00,2025-03-31 11:59:01.6 UTC-06:00,151,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,61.98,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,6,0,
199,,466229.185,4311984.873,2456.155,2436.155,,-105.3897594,38.95616923,2442.162,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:59:29.6 UTC-06:00,2025-03-31 11:59:32.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,61.981,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,4,7,6,0,
200,,466229.206,4311984.751,2456.05,2436.05,,-105.3897591,38.95616813,2442.057,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 11:59:57.4 UTC-06:00,2025-03-31 12:00:00.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.122,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,4,7,5,0,
201,,466229.026,4311984.839,2455.922,2435.922,,-105.3897612,38.95616892,2441.93,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:00:14.6 UTC-06:00,2025-03-31 12:00:17.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.066,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,
202,,466229.161,4311985.026,2456.071,2436.071,,-105.3897597,38.95617061,2442.079,Global,0.011,0.011,0.012,0.015,1.934,m,FIX,2025-03-31 12:00:34.6 UTC-06:00,2025-03-31 12:00:37.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,61.851,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,4,7,5,0,
203,,466229.311,4311984.889,2456.126,2436.126,,-105.3897579,38.95616939,2442.134,Global,0.01,0.012,0.01,0.016,1.934,m,FIX,2025-03-31 12:00:50.0 UTC-06:00,2025-03-31 12:00:53.0 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,61.98,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,4,7,5,0,
204,,466229.214,4311984.875,2456.072,2436.072,,-105.389759,38.95616925,2442.08,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:01:22.0 UTC-06:00,2025-03-31 12:01:25.0 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.002,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,6,0,
205,,466229.194,4311984.9,2456.166,2436.166,,-105.3897593,38.95616948,2442.174,Global,0.012,0.012,0.011,0.017,1.934,m,FIX,2025-03-31 12:01:47.4 UTC-06:00,2025-03-31 12:01:50.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,61.943,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,4,7,5,0,
206,,466229.065,4311984.866,2455.948,2435.948,,-105.3897608,38.95616917,2441.955,Global,0.011,0.01,0.013,0.015,1.934,m,FIX,2025-03-31 12:02:21.2 UTC-06:00,2025-03-31 12:02:24.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.034,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,
207,,466228.894,4311984.772,2455.838,2435.838,,-105.3897627,38.95616832,2441.845,Global,0.011,0.012,0.012,0.016,1.934,m,FIX,2025-03-31 12:03:03.6 UTC-06:00,2025-03-31 12:03:06.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.136,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,
208,,466228.685,4311984.725,2455.652,2435.652,,-105.3897651,38.95616789,2441.66,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:03:21.8 UTC-06:00,2025-03-31 12:03:24.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.244,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,4,7,5,0,
209,,466228.503,4311984.695,2455.596,2435.596,,-105.3897672,38.9561676,2441.604,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:03:35.6 UTC-06:00,2025-03-31 12:03:38.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.287,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,
210,,466228.33,4311984.628,2455.502,2435.502,,-105.3897692,38.95616699,2441.51,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:03:58.2 UTC-06:00,2025-03-31 12:04:01.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.378,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,4,7,6,0,
211,,466228.114,4311984.6,2455.467,2435.467,,-105.3897717,38.95616673,2441.474,Global,0.02,0.012,0.01,0.023,1.934,m,FIX,2025-03-31 12:04:19.6 UTC-06:00,2025-03-31 12:04:22.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.423,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,
212,,466227.886,4311984.634,2455.379,2435.379,,-105.3897743,38.95616703,2441.386,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:04:46.6 UTC-06:00,2025-03-31 12:04:49.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.404,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,
213,,466227.705,4311984.537,2455.382,2435.382,,-105.3897764,38.95616615,2441.389,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:05:13.2 UTC-06:00,2025-03-31 12:05:16.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.517,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,4,7,6,0,
214,,466227.506,4311984.488,2455.555,2435.555,,-105.3897787,38.9561657,2441.563,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:06:03.8 UTC-06:00,2025-03-31 12:06:06.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.526,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,6,0,
215,,466227.319,4311984.517,2455.633,2435.633,,-105.3897809,38.95616595,2441.64,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:06:22.2 UTC-06:00,2025-03-31 12:06:25.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.498,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,
216,,466227.11,4311984.456,2455.308,2435.308,,-105.3897833,38.95616539,2441.315,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:06:51.2 UTC-06:00,2025-03-31 12:06:54.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.633,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,
217,,466226.944,4311984.4,2455.434,2435.434,,-105.3897852,38.95616489,2441.442,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:07:17.4 UTC-06:00,2025-03-31 12:07:20.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.664,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,
218,,466226.722,4311984.381,2455.449,2435.449,,-105.3897878,38.95616471,2441.456,Global,0.011,0.012,0.01,0.016,1.934,m,FIX,2025-03-31 12:07:46.4 UTC-06:00,2025-03-31 12:07:49.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.704,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,5,7,5,0,
219,,466226.558,4311984.396,2455.422,2435.422,,-105.3897897,38.95616484,2441.43,Global,0.01,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 12:08:04.2 UTC-06:00,2025-03-31 12:08:07.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.679,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,5,0,
220,,466226.328,4311984.314,2455.21,2435.21,,-105.3897923,38.95616409,2441.218,Global,0.011,0.012,0.012,0.016,1.934,m,FIX,2025-03-31 12:08:25.4 UTC-06:00,2025-03-31 12:08:28.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.834,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,5,0,
221,,466226.123,4311984.278,2455.189,2435.189,,-105.3897947,38.95616375,2441.197,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:08:45.2 UTC-06:00,2025-03-31 12:08:48.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.884,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,5,0,
222,,466225.995,4311984.105,2455.422,2435.422,,-105.3897962,38.95616219,2441.43,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:10:20.6 UTC-06:00,2025-03-31 12:10:23.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.013,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,5,7,5,0,
223,,466225.802,4311984.138,2455.354,2435.354,,-105.3897984,38.95616248,2441.362,Global,0.01,0.014,0.011,0.017,1.934,m,FIX,2025-03-31 12:10:46.0 UTC-06:00,2025-03-31 12:10:49.0 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.001,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,5,0,
224,,466225.578,4311984.168,2455.165,2435.165,,-105.389801,38.95616274,2441.173,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:11:15.4 UTC-06:00,2025-03-31 12:11:18.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.032,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,5,0,
225,,466225.36,4311984.199,2455.288,2435.288,,-105.3898035,38.95616301,2441.296,Global,0.011,0.012,0.011,0.016,1.934,m,FIX,2025-03-31 12:11:39.4 UTC-06:00,2025-03-31 12:11:42.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.002,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
226,,466225.17,4311984.22,2455.201,2435.201,,-105.3898057,38.9561632,2441.208,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:12:02.0 UTC-06:00,2025-03-31 12:12:05.0 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,62.996,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,6,0,
227,,466224.986,4311984.114,2455.16,2435.16,,-105.3898078,38.95616224,2441.168,Global,0.012,0.012,0.01,0.016,1.934,m,FIX,2025-03-31 12:12:20.8 UTC-06:00,2025-03-31 12:12:23.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.131,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,7,5,0,
228,,466224.821,4311984.098,2455.279,2435.279,,-105.3898097,38.95616209,2441.287,Global,0.012,0.013,0.011,0.017,1.934,m,FIX,2025-03-31 12:12:44.0 UTC-06:00,2025-03-31 12:12:47.0 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.136,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
229,,466224.583,4311984.134,2455.28,2435.28,,-105.3898125,38.9561624,2441.288,Global,0.01,0.011,0.013,0.015,1.934,m,FIX,2025-03-31 12:13:00.8 UTC-06:00,2025-03-31 12:13:03.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.115,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
230,,466224.351,4311984.094,2455.147,2435.147,,-105.3898151,38.95616203,2441.155,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:13:20.2 UTC-06:00,2025-03-31 12:13:23.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.211,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
231,,466224.182,4311984.046,2455.127,2435.127,,-105.3898171,38.95616159,2441.135,Global,0.011,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:13:38.8 UTC-06:00,2025-03-31 12:13:41.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.277,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
232,,466224.017,4311983.928,2455.091,2435.091,,-105.389819,38.95616052,2441.099,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:13:59.4 UTC-06:00,2025-03-31 12:14:02.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.405,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
233,,466223.768,4311983.964,2455.096,2435.096,,-105.3898218,38.95616084,2441.104,Global,0.011,0.012,0.01,0.016,1.934,m,FIX,2025-03-31 12:14:26.6 UTC-06:00,2025-03-31 12:14:29.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.407,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
234,,466223.613,4311983.864,2455.055,2435.055,,-105.3898236,38.95615993,2441.062,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:14:53.8 UTC-06:00,2025-03-31 12:14:56.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.521,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
235,,466223.42,4311983.824,2455.093,2435.093,,-105.3898259,38.95615956,2441.101,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:15:29.0 UTC-06:00,2025-03-31 12:15:32.0 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.572,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
236,,466223.213,4311983.754,2455.078,2435.078,,-105.3898282,38.95615892,2441.086,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:15:56.2 UTC-06:00,2025-03-31 12:15:59.2 UTC-06:00,16,1.5,1.8,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.664,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
237,,466223.024,4311983.699,2455.069,2435.069,,-105.3898304,38.95615842,2441.076,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2025-03-31 12:16:15.4 UTC-06:00,2025-03-31 12:16:18.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.741,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
238,,466222.801,4311983.732,2454.966,2434.966,,-105.389833,38.9561587,2440.974,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:16:41.2 UTC-06:00,2025-03-31 12:16:44.2 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.759,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
239,,466222.622,4311983.712,2454.968,2434.968,,-105.3898351,38.95615852,2440.976,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:17:03.4 UTC-06:00,2025-03-31 12:17:06.4 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.8,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
240,,466222.426,4311983.635,2454.952,2434.952,,-105.3898373,38.95615782,2440.96,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 12:17:27.6 UTC-06:00,2025-03-31 12:17:30.6 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,63.898,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
241,,466222.262,4311983.552,2454.922,2434.922,,-105.3898392,38.95615706,2440.929,Global,0.01,0.01,0.011,0.015,1.934,m,FIX,2025-03-31 12:17:51.8 UTC-06:00,2025-03-31 12:17:54.8 UTC-06:00,16,1.4,1.7,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.006,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
242,,466222.062,4311983.5,2454.882,2434.882,,-105.3898415,38.95615658,2440.89,Global,0.011,0.011,0.012,0.015,1.934,m,FIX,2025-03-31 12:18:15.8 UTC-06:00,2025-03-31 12:18:18.8 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.081,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
243,,466221.837,4311983.53,2454.818,2434.818,,-105.3898441,38.95615685,2440.826,Global,0.01,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:18:41.4 UTC-06:00,2025-03-31 12:18:44.4 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.099,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
244,,466221.623,4311983.435,2454.786,2434.786,,-105.3898466,38.95615598,2440.794,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:19:23.0 UTC-06:00,2025-03-31 12:19:26.0 UTC-06:00,16,1.4,1.6,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.219,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
245,,466221.493,4311983.402,2454.766,2434.766,,-105.3898481,38.95615568,2440.774,Global,0.012,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:21:24.0 UTC-06:00,2025-03-31 12:21:27.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.272,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
246,,466221.28,4311983.374,2454.826,2434.826,,-105.3898505,38.95615542,2440.834,Global,0.011,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 12:21:53.4 UTC-06:00,2025-03-31 12:21:56.4 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.323,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
247,,466221.069,4311983.412,2454.852,2434.852,,-105.389853,38.95615576,2440.859,Global,0.014,0.011,0.011,0.018,1.934,m,FIX,2025-03-31 12:22:29.4 UTC-06:00,2025-03-31 12:22:32.4 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.313,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
248,,466220.799,4311983.539,2454.752,2434.752,,-105.3898561,38.95615689,2440.759,Global,0.013,0.012,0.011,0.018,1.934,m,FIX,2025-03-31 12:23:01.8 UTC-06:00,2025-03-31 12:23:04.8 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.252,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
249,,466220.611,4311983.466,2454.954,2434.954,,-105.3898583,38.95615623,2440.961,Global,0.012,0.012,0.011,0.017,1.934,m,FIX,2025-03-31 12:23:53.4 UTC-06:00,2025-03-31 12:23:56.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.297,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,5,0,
250,,466220.439,4311983.381,2455.263,2435.263,,-105.3898602,38.95615545,2441.27,Global,0.011,0.013,0.013,0.017,1.934,m,FIX,2025-03-31 12:24:50.6 UTC-06:00,2025-03-31 12:24:53.6 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.333,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
251,,466220.295,4311983.265,2455.425,2435.425,,-105.3898619,38.9561544,2441.432,Global,0.012,0.013,0.011,0.018,1.934,m,FIX,2025-03-31 12:25:21.0 UTC-06:00,2025-03-31 12:25:24.0 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.445,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
252,,466220.078,4311983.244,2455.421,2435.421,,-105.3898644,38.9561542,2441.429,Global,0.013,0.012,0.01,0.017,1.934,m,FIX,2025-03-31 12:25:57.2 UTC-06:00,2025-03-31 12:26:00.2 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.505,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
253,,466219.888,4311983.208,2455.369,2435.369,,-105.3898666,38.95615388,2441.376,Global,0.011,0.011,0.011,0.015,1.934,m,FIX,2025-03-31 12:26:26.6 UTC-06:00,2025-03-31 12:26:29.6 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.579,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
254,,466219.703,4311983.179,2455.282,2435.282,,-105.3898687,38.95615361,2441.29,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 12:26:49.4 UTC-06:00,2025-03-31 12:26:52.4 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.644,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
255,,466219.508,4311983.146,2455.169,2435.169,,-105.389871,38.9561533,2441.177,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:27:19.4 UTC-06:00,2025-03-31 12:27:22.4 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.733,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
256,,466219.271,4311983.16,2455.029,2435.029,,-105.3898737,38.95615341,2441.036,Global,0.01,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 12:27:57.6 UTC-06:00,2025-03-31 12:28:00.6 UTC-06:00,16,1.3,1.5,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.792,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,7,5,0,
257,,466219.077,4311983.083,2455.072,2435.072,,-105.3898759,38.95615272,2441.079,Global,0.011,0.01,0.013,0.015,1.934,m,FIX,2025-03-31 12:28:19.4 UTC-06:00,2025-03-31 12:28:22.4 UTC-06:00,16,1.2,1.4,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,64.89,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,7,5,0,
