Name,Code,Easting,Northing,OriginalElevation ,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,
62,,466243.616,4312199.216,2453.931,2433.931,,-105.3896034,38.95810128,2439.94,Global,0.015,0.012,0.01,0.02,1.934,m,FIX,2025-03-31 11:00:27.2 UTC-06:00,2025-03-31 11:00:30.2 UTC-06:00,16,1.1,1.3,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,155.139,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,6,0,
63,,466243.624,4312199.517,2453.909,2433.909,,-105.3896033,38.958104,2439.919,Global,0.017,0.011,0.01,0.02,1.934,m,FIX,2025-03-31 11:00:35.2 UTC-06:00,2025-03-31 11:00:38.2 UTC-06:00,16,1.1,1.3,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,155.434,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,6,0,
64,,466243.552,4312199.697,2453.908,2433.908,,-105.3896042,38.95810562,2439.918,Global,0.014,0.013,0.01,0.019,1.934,m,FIX,2025-03-31 11:00:46.2 UTC-06:00,2025-03-31 11:00:49.2 UTC-06:00,16,1.1,1.3,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,155.629,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,8,6,8,6,0,
65,,466243.298,4312199.941,2453.906,2433.906,,-105.3896071,38.9581078,2439.916,Global,0.015,0.012,0.011,0.019,1.934,m,FIX,2025-03-31 11:01:31.0 UTC-06:00,2025-03-31 11:01:34.0 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,155.839,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,8,7,0,
66,,466242.949,4312200.103,2453.893,2433.893,,-105.3896111,38.95810925,2439.903,Global,0.013,0.012,0.011,0.018,1.934,m,FIX,2025-03-31 11:01:48.0 UTC-06:00,2025-03-31 11:01:51.0 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,155.977,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,8,7,0,
67,,466242.819,4312200.218,2453.947,2433.947,,-105.3896126,38.95811028,2439.956,Global,0.012,0.02,0.012,0.024,1.934,m,FIX,2025-03-31 11:01:58.0 UTC-06:00,2025-03-31 11:02:01.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.049,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,8,7,0,
68,,466242.738,4312200.436,2453.953,2433.953,,-105.3896136,38.95811224,2439.962,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:02:10.6 UTC-06:00,2025-03-31 11:02:13.6 UTC-06:00,16,1.1,1.3,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.268,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,8,7,0,
69,,466242.562,4312200.521,2454.001,2434.001,,-105.3896156,38.958113,2440.01,Global,0.013,0.014,0.01,0.02,1.934,m,FIX,2025-03-31 11:02:29.8 UTC-06:00,2025-03-31 11:02:32.8 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.335,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,8,7,0,
70,,466242.442,4312200.685,2454.031,2434.031,,-105.389617,38.95811447,2440.04,Global,0.016,0.013,0.011,0.021,1.934,m,FIX,2025-03-31 11:02:39.0 UTC-06:00,2025-03-31 11:02:42.0 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.5,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,8,7,0,
71,,466242.316,4312200.809,2454.053,2434.053,,-105.3896185,38.95811559,2440.063,Global,0.011,0.016,0.011,0.02,1.934,m,FIX,2025-03-31 11:02:49.4 UTC-06:00,2025-03-31 11:02:52.4 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.614,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
72,,466242.196,4312201.04,2454.055,2434.055,,-105.3896199,38.95811767,2440.064,Global,0.014,0.015,0.011,0.021,1.934,m,FIX,2025-03-31 11:02:57.8 UTC-06:00,2025-03-31 11:03:00.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.829,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
73,,466241.989,4312201.086,2454.09,2434.09,,-105.3896223,38.95811807,2440.1,Global,0.014,0.016,0.01,0.021,1.934,m,FIX,2025-03-31 11:03:05.4 UTC-06:00,2025-03-31 11:03:08.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.857,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
74,,466241.843,4312201.214,2454.075,2434.075,,-105.389624,38.95811921,2440.085,Global,0.011,0.014,0.01,0.018,1.934,m,FIX,2025-03-31 11:03:13.0 UTC-06:00,2025-03-31 11:03:16.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,156.975,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
75,,466241.673,4312201.331,2453.991,2433.991,,-105.3896259,38.95812027,2440.001,Global,0.011,0.012,0.01,0.016,1.934,m,FIX,2025-03-31 11:03:25.0 UTC-06:00,2025-03-31 11:03:28.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,157.078,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
76,,466241.603,4312201.557,2453.985,2433.985,,-105.3896268,38.9581223,2439.994,Global,0.022,0.016,0.011,0.027,1.934,m,FIX,2025-03-31 11:03:45.0 UTC-06:00,2025-03-31 11:03:48.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,157.299,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
77,,466241.439,4312201.708,2453.956,2433.956,,-105.3896287,38.95812365,2439.965,Global,0.014,0.01,0.01,0.018,1.934,m,FIX,2025-03-31 11:03:55.2 UTC-06:00,2025-03-31 11:03:58.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,157.435,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
78,,466241.262,4312201.848,2453.972,2433.972,,-105.3896307,38.95812491,2439.982,Global,0.011,0.011,0.012,0.016,1.934,m,FIX,2025-03-31 11:04:04.6 UTC-06:00,2025-03-31 11:04:07.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,157.557,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
79,,466241.17,4312202.021,2453.934,2433.934,,-105.3896318,38.95812647,2439.944,Global,0.011,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:04:19.6 UTC-06:00,2025-03-31 11:04:22.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,157.725,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
80,,466241.065,4312202.264,2453.945,2433.945,,-105.389633,38.95812865,2439.955,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 11:04:37.2 UTC-06:00,2025-03-31 11:04:40.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,157.959,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
81,,466240.964,4312202.523,2453.949,2433.949,,-105.3896342,38.95813098,2439.959,Global,0.019,0.012,0.014,0.022,1.934,m,FIX,2025-03-31 11:04:47.2 UTC-06:00,2025-03-31 11:04:50.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,158.21,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
82,,466240.862,4312202.676,2453.949,2433.949,,-105.3896354,38.95813235,2439.958,Global,0.017,0.011,0.01,0.02,1.934,m,FIX,2025-03-31 11:05:01.2 UTC-06:00,2025-03-31 11:05:04.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,158.367,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
83,,466240.748,4312202.798,2453.986,2433.986,,-105.3896367,38.95813345,2439.996,Global,0.012,0.013,0.01,0.018,1.934,m,FIX,2025-03-31 11:05:09.4 UTC-06:00,2025-03-31 11:05:12.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,158.468,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
84,,466240.581,4312203.081,2454.058,2434.058,,-105.3896386,38.95813599,2440.068,Global,0.013,0.017,0.011,0.021,1.934,m,FIX,2025-03-31 11:05:21.6 UTC-06:00,2025-03-31 11:05:24.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,158.733,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
85,,466240.429,4312203.29,2454.14,2434.14,,-105.3896404,38.95813787,2440.149,Global,0.011,0.016,0.011,0.019,1.934,m,FIX,2025-03-31 11:05:42.0 UTC-06:00,2025-03-31 11:05:45.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,158.935,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
86,,466240.169,4312203.34,2454.195,2434.195,,-105.3896434,38.95813831,2440.205,Global,0.013,0.012,0.01,0.017,1.934,m,FIX,2025-03-31 11:06:04.4 UTC-06:00,2025-03-31 11:06:07.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,158.938,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
87,,466240.031,4312203.511,2454.215,2434.215,,-105.389645,38.95813984,2440.225,Global,0.013,0.022,0.012,0.026,1.934,m,FIX,2025-03-31 11:06:12.0 UTC-06:00,2025-03-31 11:06:15.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.127,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
88,,466239.781,4312203.569,2454.159,2434.159,,-105.3896479,38.95814036,2440.169,Global,0.014,0.011,0.01,0.018,1.934,m,FIX,2025-03-31 11:06:23.6 UTC-06:00,2025-03-31 11:06:26.6 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.15,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
89,,466239.644,4312203.71,2454.157,2434.157,,-105.3896495,38.95814162,2440.166,Global,0.015,0.012,0.01,0.019,1.934,m,FIX,2025-03-31 11:06:31.0 UTC-06:00,2025-03-31 11:06:34.0 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.284,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
90,,466239.507,4312203.849,2454.117,2434.117,,-105.389651,38.95814287,2440.127,Global,0.018,0.012,0.011,0.021,1.934,m,FIX,2025-03-31 11:06:42.0 UTC-06:00,2025-03-31 11:06:45.0 UTC-06:00,16,1.1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.423,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
91,,466239.472,4312204.153,2454.109,2434.109,,-105.3896515,38.95814561,2440.118,Global,0.015,0.012,0.011,0.019,1.934,m,FIX,2025-03-31 11:06:55.2 UTC-06:00,2025-03-31 11:06:58.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.72,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
92,,466239.371,4312204.259,2454.062,2434.062,,-105.3896526,38.95814656,2440.071,Global,0.016,0.011,0.01,0.02,1.934,m,FIX,2025-03-31 11:07:05.0 UTC-06:00,2025-03-31 11:07:08.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.827,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
93,,466239.185,4312204.461,2454.045,2434.045,,-105.3896548,38.95814837,2440.055,Global,0.015,0.012,0.01,0.019,1.934,m,FIX,2025-03-31 11:07:18.0 UTC-06:00,2025-03-31 11:07:21.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.019,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
94,,466239.144,4312204.432,2454.054,2434.054,,-105.3896553,38.95814811,2440.063,Global,0.011,0.013,0.01,0.017,1.934,m,FIX,2025-03-31 11:07:53.2 UTC-06:00,2025-03-31 11:07:56.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.991,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,6,7,0,
95,,466239.165,4312204.431,2454.005,2434.005,,-105.389655,38.9581481,2440.015,Global,0.013,0.016,0.011,0.02,1.934,m,FIX,2025-03-31 11:08:08.2 UTC-06:00,2025-03-31 11:08:11.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,159.976,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
96,,466239.107,4312204.687,2453.977,2433.977,,-105.3896557,38.95815041,2439.987,Global,0.014,0.013,0.01,0.019,1.934,m,FIX,2025-03-31 11:08:28.8 UTC-06:00,2025-03-31 11:08:31.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.257,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
97,,466238.986,4312204.849,2454.029,2434.029,,-105.3896571,38.95815187,2440.039,Global,0.013,0.012,0.01,0.018,1.934,m,FIX,2025-03-31 11:08:40.4 UTC-06:00,2025-03-31 11:08:43.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.378,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
98,,466238.806,4312205.029,2454.074,2434.074,,-105.3896592,38.95815348,2440.084,Global,0.017,0.02,0.011,0.026,1.934,m,FIX,2025-03-31 11:08:49.2 UTC-06:00,2025-03-31 11:08:52.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.569,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
99,,466238.618,4312205.226,2454.105,2434.105,,-105.3896614,38.95815524,2440.114,Global,0.012,0.014,0.01,0.018,1.934,m,FIX,2025-03-31 11:09:17.8 UTC-06:00,2025-03-31 11:09:20.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.746,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
100,,466238.511,4312205.39,2454.114,2434.114,,-105.3896626,38.95815672,2440.124,Global,0.015,0.015,0.01,0.022,1.934,m,FIX,2025-03-31 11:09:27.4 UTC-06:00,2025-03-31 11:09:30.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.917,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
101,,466238.28,4312205.38,2454.095,2434.095,,-105.3896653,38.95815662,2440.104,Global,0.015,0.012,0.01,0.019,1.934,m,FIX,2025-03-31 11:09:37.6 UTC-06:00,2025-03-31 11:09:40.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,160.887,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
102,,466238.191,4312205.652,2454.071,2434.071,,-105.3896663,38.95815907,2440.081,Global,0.012,0.012,0.01,0.017,1.934,m,FIX,2025-03-31 11:09:56.4 UTC-06:00,2025-03-31 11:09:59.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.138,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
103,,466237.943,4312205.707,2454.149,2434.149,,-105.3896692,38.95815955,2440.159,Global,0.014,0.014,0.01,0.02,1.934,m,FIX,2025-03-31 11:10:05.2 UTC-06:00,2025-03-31 11:10:08.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.183,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
104,,466237.888,4312205.828,2454.106,2434.106,,-105.3896698,38.95816064,2440.116,Global,0.015,0.014,0.01,0.02,1.934,m,FIX,2025-03-31 11:10:18.0 UTC-06:00,2025-03-31 11:10:21.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.306,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
105,,466237.759,4312205.995,2454.164,2434.164,,-105.3896713,38.95816214,2440.174,Global,0.012,0.014,0.01,0.018,1.934,m,FIX,2025-03-31 11:10:26.8 UTC-06:00,2025-03-31 11:10:29.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.468,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
106,,466237.635,4312206.173,2454.161,2434.161,,-105.3896728,38.95816374,2440.171,Global,0.011,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 11:10:34.6 UTC-06:00,2025-03-31 11:10:37.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.641,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
107,,466237.446,4312206.237,2454.164,2434.164,,-105.389675,38.95816431,2440.174,Global,0.02,0.016,0.01,0.026,1.934,m,FIX,2025-03-31 11:10:45.4 UTC-06:00,2025-03-31 11:10:48.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.687,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
108,,466237.261,4312206.397,2454.156,2434.156,,-105.3896771,38.95816575,2440.166,Global,0.016,0.017,0.01,0.023,1.934,m,FIX,2025-03-31 11:11:10.8 UTC-06:00,2025-03-31 11:11:13.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.833,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
109,,466237.015,4312206.533,2454.216,2434.216,,-105.3896799,38.95816696,2440.226,Global,0.022,0.011,0.01,0.024,1.934,m,FIX,2025-03-31 11:11:27.2 UTC-06:00,2025-03-31 11:11:30.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,161.955,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
110,,466236.966,4312206.784,2454.233,2434.233,,-105.3896805,38.95816922,2440.243,Global,0.013,0.012,0.01,0.018,1.934,m,FIX,2025-03-31 11:11:45.0 UTC-06:00,2025-03-31 11:11:48.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,162.193,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
111,,466236.799,4312206.957,2454.311,2434.311,,-105.3896825,38.95817078,2440.32,Global,0.011,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:11:53.2 UTC-06:00,2025-03-31 11:11:56.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,162.361,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
112,,466236.795,4312206.96,2454.315,2434.315,,-105.3896825,38.9581708,2440.325,Global,0.012,0.01,0.01,0.016,1.934,m,FIX,2025-03-31 11:12:29.8 UTC-06:00,2025-03-31 11:12:32.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,162.363,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
113,,466236.634,4312207.16,2454.399,2434.399,,-105.3896844,38.9581726,2440.409,Global,0.013,0.015,0.011,0.02,1.934,m,FIX,2025-03-31 11:12:46.2 UTC-06:00,2025-03-31 11:12:49.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,162.542,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
114,,466236.462,4312207.363,2454.519,2434.519,,-105.3896864,38.95817441,2440.529,Global,0.013,0.02,0.011,0.024,1.934,m,FIX,2025-03-31 11:12:55.4 UTC-06:00,2025-03-31 11:12:58.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,162.751,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
115,,466236.243,4312207.548,2454.633,2434.633,,-105.3896889,38.95817608,2440.643,Global,0.011,0.019,0.01,0.022,1.934,m,FIX,2025-03-31 11:13:06.4 UTC-06:00,2025-03-31 11:13:09.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,162.922,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
116,,466236.151,4312207.682,2454.684,2434.684,,-105.38969,38.95817729,2440.694,Global,0.012,0.011,0.011,0.016,1.934,m,FIX,2025-03-31 11:13:24.0 UTC-06:00,2025-03-31 11:13:27.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.025,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
117,,466236.066,4312207.717,2454.744,2434.744,,-105.389691,38.95817759,2440.754,Global,0.015,0.011,0.012,0.019,1.934,m,FIX,2025-03-31 11:13:41.0 UTC-06:00,2025-03-31 11:13:44.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.055,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
118,,466235.917,4312207.858,2454.908,2434.908,,-105.3896927,38.95817886,2440.918,Global,0.011,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 11:13:52.6 UTC-06:00,2025-03-31 11:13:55.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.175,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
119,,466235.784,4312207.987,2454.924,2434.924,,-105.3896942,38.95818002,2440.934,Global,0.013,0.014,0.01,0.019,1.934,m,FIX,2025-03-31 11:14:09.8 UTC-06:00,2025-03-31 11:14:12.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.291,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
120,,466235.621,4312208.205,2455.189,2435.189,,-105.3896961,38.95818197,2441.199,Global,0.012,0.011,0.01,0.016,1.934,m,FIX,2025-03-31 11:14:25.4 UTC-06:00,2025-03-31 11:14:28.4 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.49,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
121,,466235.422,4312208.46,2455.282,2435.282,,-105.3896984,38.95818426,2441.292,Global,0.012,0.012,0.01,0.016,1.934,m,FIX,2025-03-31 11:14:35.6 UTC-06:00,2025-03-31 11:14:38.6 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.718,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
122,,466235.298,4312208.62,2455.374,2435.374,,-105.3896999,38.9581857,2441.384,Global,0.011,0.014,0.01,0.018,1.934,m,FIX,2025-03-31 11:14:44.0 UTC-06:00,2025-03-31 11:14:47.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.856,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
123,,466235.175,4312208.749,2455.429,2435.429,,-105.3897013,38.95818686,2441.439,Global,0.012,0.011,0.01,0.017,1.934,m,FIX,2025-03-31 11:14:53.8 UTC-06:00,2025-03-31 11:14:56.8 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,163.992,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
124,,466235.057,4312208.901,2455.466,2435.466,,-105.3897027,38.95818822,2441.476,Global,0.012,0.016,0.01,0.02,1.934,m,FIX,2025-03-31 11:15:03.2 UTC-06:00,2025-03-31 11:15:06.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.132,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
125,,466234.89,4312209.045,2455.541,2435.541,,-105.3897046,38.95818952,2441.551,Global,0.01,0.013,0.01,0.016,1.934,m,FIX,2025-03-31 11:15:16.0 UTC-06:00,2025-03-31 11:15:19.0 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.26,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
126,,466234.748,4312209.16,2455.622,2435.622,,-105.3897062,38.95819055,2441.632,Global,0.01,0.01,0.01,0.015,1.934,m,FIX,2025-03-31 11:16:21.2 UTC-06:00,2025-03-31 11:16:24.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.379,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
127,,466234.661,4312209.051,2455.573,2435.573,,-105.3897072,38.95818956,2441.582,Global,0.011,0.011,0.01,0.015,1.934,m,FIX,2025-03-31 11:16:39.2 UTC-06:00,2025-03-31 11:16:42.2 UTC-06:00,16,1,1.2,466230.063,4312045.505,2470.689,-105.3897522,38.95671563,2456.697,164.268,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,9,6,7,7,0,
