siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO21,N@0715OW,"1987-10-27 00:00","1987-11-03 00:00",198710,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-04-21
CO21,N@0718OW,"1987-11-03 00:00","1987-11-10 00:00",198711,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-04-21
CO21,N@0723OW,"1987-11-10 00:00","1987-11-17 00:00",198711,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-04-21
CO21,N@0726OW,"1987-11-17 00:00","1987-11-24 00:00",198711,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-04-21
CO21,N@0730OW,"1987-11-24 00:00","1987-12-01 00:00",198711,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-05-25
CO21,N@0734OW,"1987-12-01 00:00","1987-12-08 00:00",198712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-05-25
CO21,N@0740OW,"1987-12-08 00:00","1987-12-15 00:00",198712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-05-25
CO21,N@0741OW,"1987-12-15 00:00","1987-12-22 00:00",198712,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,-9.000,-9.990,-9.990,"  ","np          ",1988-05-25
CO21,NG0436OW,"1987-12-22 18:25","1987-12-29 17:50",198712,5.120,3.700," ",.020," ",.005," ",.003," ",.024,<,.020," ",.380," ",.040," ",.150,0,-9,997.000,17.530,17.530,"w ","            ",1988-06-23
CO21,NG0527OW,"1987-12-29 17:50","1988-01-05 17:15",198801,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1988-06-23
CO21,NG0765OW,"1988-01-05 17:15","1988-01-12 17:00",198801,5.980,9.500," ",.280," ",.054," ",.255," ",.635,<,.110,<,.160," ",.920," ",.600,0,-9,17.100,.510,.510,wa,"            ",1988-06-23
CO21,NG1029OW,"1988-01-12 17:00","1988-01-19 17:15",198801,4.850,7.100," ",.050," ",.005,<,.003," ",.045,<,.020," ",.970," ",.040," ",.120,0,-9,95.100,1.520,1.520,"w ","            ",1988-06-23
CO21,NG1179OW,"1988-01-19 17:15","1988-01-26 16:45",198801,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.000,.760,.760,"  ","v           ",1988-06-23
CO21,NG1505OW,"1988-01-26 17:15","1988-02-02 18:00",198801,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1988-07-19
CO21,NG1615OW,"1988-02-02 18:00","1988-02-09 16:50",198802,4.510,16.200," ",.090," ",.018," ",.004," ",.093,<,.020," ",2.010," ",.080," ",.180,0,-9,85.400,1.780,1.780,"w ","            ",1988-07-19
CO21,NG1799OW,"1988-02-09 16:50","1988-02-16 16:52",198802,4.620,17.900," ",.360," ",.050," ",.027," ",.368,<,.090,<,.140," ",.360," ",.550,0,-9,28.200,1.270,1.270,wa,"            ",1988-07-19
CO21,NG2135OW,"1988-02-16 16:52","1988-02-23 16:55",198802,5.120,10.000," ",.170," ",.029," ",.101," ",.305," ",.140," ",1.050," ",.180," ",.470,0,-9,50.500,2.030,2.030,"w ","            ",1988-08-18
CO21,NG2376OW,"1988-02-23 17:20","1988-03-01 17:00",198802,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1988-08-18
CO21,NG2511OW,"1988-03-01 17:00","1988-03-08 17:15",198803,5.460,5.300," ",.180," ",.016," ",.007," ",.078," ",.080," ",.890," ",.070," ",.540,0,-9,201.700,4.570,4.570,"w ","            ",1988-08-18
CO21,NG2664OW,"1988-03-08 17:15","1988-03-15 17:00",198803,5.080,5.400," ",.100," ",.015,<,.003," ",.049," ",.050," ",.910,<,.030," ",.310,0,-9,403.300,8.890,8.890,"w ","            ",1988-08-18
CO21,NG2859OW,"1988-03-15 17:15","1988-03-22 17:00",198803,6.100,7.400," ",.520," ",.075," ",.024," ",.134,<,.020," ",1.290," ",.140," ",.450,0,-9,72.500,2.790,2.790,"w ","            ",1988-08-18
CO21,NG3191OW,"1988-03-22 17:15","1988-03-29 16:30",198803,7.350,33.800," ",3.940," ",.319," ",.325," ",1.500,<,.020," ",2.460," ",.900," ",2.990,0,-9,83.400,2.540,2.540,"w ","            ",1988-09-21
CO21,NG3313OW,"1988-03-29 16:30","1988-04-05 17:10",198804,5.780,5.700," ",.340," ",.036," ",.010," ",.143," ",.070," ",1.070," ",.090," ",.420,0,-9,192.800,6.860,6.860,"w ","            ",1988-09-21
CO21,NG3558OW,"1988-04-05 17:10","1988-04-12 17:35",198804,3.840,67.200," ",.320," ",.032," ",.024," ",.241,<,.160,<,.240,<,.240," ",.480,0,-9,12.700,2.290,2.290,wa,"            ",1988-09-21
CO21,NG3740OW,"1988-04-12 17:35","1988-04-19 17:05",198804,5.880,7.000," ",.280," ",.043," ",.032," ",.044," ",.340," ",1.070," ",.060," ",.980,0,-9,613.500,9.650,9.650,"w ","            ",1988-09-21
CO21,NG4011OW,"1988-04-19 17:10","1988-04-26 17:20",198804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,4.300,.510,.510,"  ","v           ",1988-11-08
CO21,NG4276OW,"1988-04-26 17:20","1988-05-03 17:00",198804,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.100,1.270,1.270,"  ","v           ",1988-11-08
CO21,NG4378OW,"1988-05-03 17:00","1988-05-10 17:50",198805,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1988-11-08
CO21,NG4611OW,"1988-05-10 17:55","1988-05-17 17:10",198805,4.920,8.200," ",.170," ",.024," ",.005," ",.035,<,.020," ",.440," ",.070," ",.530,0,-9,275.900,3.810,3.810,"w ","            ",1988-11-22
CO21,NG4892OW,"1988-05-17 17:10","1988-05-24 16:40",198805,5.010,5.200," ",.050," ",.008," ",.010," ",.011,<,.020," ",.510,<,.030," ",.320,0,-9,1575.300,-9.990,23.203,"w ","            ",1988-11-22
CO21,NG5059OW,"1988-05-24 17:00","1988-05-31 17:15",198805,4.890,15.700," ",.670," ",.106," ",.058," ",.351,<,.020," ",2.460," ",.250," ",2.090,0,-9,104.700,1.780,1.780,"w ","            ",1988-11-22
CO21,NG6547OW,"1988-05-31 17:15","1988-06-07 16:05",198806,4.890,13.400," ",.520," ",.089," ",.006," ",.110,<,.020," ",.930," ",.210," ",1.250,0,-9,177.700,2.030,2.030,"w ","            ",1989-01-16
CO21,NG5465OW,"1988-06-07 16:45","1988-06-14 17:12",198806,5.630,14.600," ",.790," ",.120," ",.113," ",.101," ",.390," ",2.300," ",.160," ",2.270,0,-9,1010.300,9.400,9.400,"w ","            ",1988-11-22
CO21,NG5697OW,"1988-06-14 17:15","1988-06-21 15:40",198806,4.790,14.700," ",.370," ",.056," ",.119," ",.063,<,.020," ",1.270," ",.110," ",1.560,0,-9,1210.400,17.780,17.780,"w ","            ",1988-12-28
CO21,NG5931OW,"1988-06-21 16:00","1988-06-28 16:30",198806,4.720,15.000," ",.290," ",.026," ",.014," ",.081,<,.020," ",1.790," ",.110," ",1.460,0,-9,768.800,10.410,10.410,"w ","            ",1988-12-28
CO21,NG6056OW,"1988-06-28 17:10","1988-07-05 18:00",198807,4.630,14.600," ",.260," ",.057," ",.014," ",.049,<,.020," ",1.530," ",.050," ",1.250,0,-9,978.700,14.730,14.730,"w ","            ",1988-12-28
CO21,NG6321OW,"1988-07-05 18:10","1988-07-12 17:00",198807,5.840,12.400," ",.510," ",.106," ",.169," ",.090,<,.020," ",2.140," ",.160," ",1.600,0,-9,1832.500,40.640,40.640,"w ","            ",1989-01-16
CO21,NG6566OW,"1988-07-12 17:15","1988-07-19 16:40",198807,5.020,21.700," ",1.150," ",.180," ",.056," ",.301," ",.150," ",4.010," ",.330," ",2.940,0,-9,260.400,2.540,2.540,"w ","            ",1989-01-16
CO21,NG6761OW,"1988-07-19 16:50","1988-07-26 18:05",198807,5.860,13.300," ",.930," ",.117," ",.067," ",.168,<,.020," ",1.510," ",.340," ",1.390,0,-9,82.100,.760,.760,"w ","            ",1989-01-16
CO21,NG7016OW,"1988-07-26 18:07","1988-08-02 17:45",198807,4.360,25.500," ",.340," ",.048," ",.034," ",.051," ",.470," ",2.790," ",.130," ",2.220,0,-9,1654.600,25.650,25.650,"w ","            ",1989-01-16
CO21,NG7195OW,"1988-08-02 17:45","1988-08-09 16:55",198808,4.860,9.200," ",.110," ",.018," ",.029," ",.020,<,.020," ",1.060," ",.050," ",.760,0,-9,3528.400,52.320,52.320,"w ","            ",1989-03-01
CO21,NG7397OW,"1988-08-09 17:45","1988-08-16 16:15",198808,4.800,15.900," ",.610," ",.096," ",.031," ",.188,<,.020," ",2.450," ",.190," ",1.760,0,-9,167.200,2.030,2.030,"w ","            ",1989-03-01
CO21,NG7609OW,"1988-08-16 16:22","1988-08-23 18:50",198808,4.820,7.800," ",.060," ",.008,<,.003," ",.028,<,.020," ",.740," ",.040," ",.560,0,-9,1380.400,20.070,20.070,"w ","            ",1989-03-01
CO21,NG7812OW,"1988-08-23 18:50","1988-08-30 16:21",198808,4.730,20.600," ",.670," ",.123," ",.036," ",.173," ",.370," ",3.130," ",.180," ",2.700,0,-9,169.600,1.780,1.780,"w ","            ",1989-03-01
CO21,NG7952OW,"1988-08-30 16:21","1988-09-06 17:05",198809,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,0,-9,.000,-7.000,.127,"t ","            ",1989-04-12
CO21,NG8192OW,"1988-09-06 17:10","1988-09-13 16:15",198809,5.110,8.100," ",.170," ",.026," ",.028," ",.047," ",.220," ",1.060," ",.100," ",.960,0,-9,789.400,13.210,13.210,"w ","            ",1989-04-11
CO21,NG8414OW,"1988-09-13 16:31","1988-09-20 14:26",198809,4.430,26.400," ",.430," ",.069," ",.061," ",.290," ",.310," ",3.530," ",.310," ",2.530,0,-9,72.700,1.020,1.020,"w ","            ",1989-04-11
CO21,NG8663OW,"1988-09-20 14:50","1988-09-27 14:05",198809,6.820,18.900," ",.870," ",.116," ",.119," ",.466,<,.070,<,.100," ",.310," ",1.500,0,-9,27.600,.510,.510,wa,"            ",1989-04-11
CO21,NG8802OW,"1988-09-27 14:20","1988-10-04 16:04",198809,6.530,14.600," ",.560," ",.053," ",.037," ",.190," ",1.020," ",2.550," ",.170," ",1.220,0,-9,123.500,1.270,1.270,"w ","            ",1989-04-11
CO21,NG9035OW,"1988-10-04 16:18","1988-10-11 14:58",198810,4.480,23.800," ",.360," ",.045," ",.023," ",.191," ",.320," ",2.760," ",.340," ",2.180,0,-9,111.800,1.270,1.270,"w ","            ",1989-04-11
CO21,NG9232OW,"1988-10-11 15:08","1988-10-18 14:58",198810,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.100,.000,.000,"d ","            ",1989-04-11
CO21,NG9385OW,"1988-10-18 15:07","1988-10-25 15:20",198810,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000,<,-9.000,<,-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1989-04-11
CO21,NG9632OW,"1988-10-25 15:40","1988-11-01 18:00",198810,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1989-05-08
CO21,NG9826OW,"1988-11-01 18:10","1988-11-08 16:24",198811,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1989-05-08
CO21,NH0085OW,"1988-11-08 16:26","1988-11-15 16:12",198811,5.120,6.800," ",.150," ",.024," ",.019," ",.171," ",.040," ",.920," ",.080," ",.770,0,-9,108.200,2.540,2.540,"w ","            ",1989-05-08
CO21,NH0352OW,"1988-11-15 16:21","1988-11-22 15:20",198811,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000,<,-9.000,<,-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1989-05-08
CO21,NH0436OW,"1988-11-22 15:31","1988-11-29 16:30",198811,6.550,12.500," ",.110,<,.026," ",.111," ",.343,<,.170,<,.260," ",.510,<,.260,0,-9,12.500,1.020,1.020,wa,"            ",1989-05-08
CO21,NH0801OW,"1988-11-29 16:33","1988-12-06 16:20",198812,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.800,.000,.000,"d ","            ",1989-05-15
CO21,NH0987OW,"1988-12-06 16:26","1988-12-13 16:35",198812,5.550,11.600,<,.140,<,.046,<,.046," ",.413,<,.310,<,.460," ",.460,<,.460,0,-9,7.900,1.780,1.780,wa,"            ",1989-05-15
CO21,NH1140OW,"1988-12-13 16:44","1988-12-20 16:15",198812,6.190,5.500," ",.160," ",.025," ",.007," ",.090,<,.020," ",1.190," ",.090," ",.460,0,-9,131.100,2.030,2.030,"w ","            ",1989-05-15
CO21,NH1348OW,"1988-12-20 16:21","1988-12-27 16:28",198812,6.470,11.200," ",.340," ",.117," ",.046," ",.429,<,.020," ",.300," ",.390," ",1.310,0,-9,40.000,1.020,1.020,"w ","            ",1989-05-15
CO21,NH1462OW,"1988-12-27 16:28","1989-01-03 17:00",198812,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.700,.000,.000,"d ","            ",1989-05-15
CO21,NH1844OW,"1989-01-03 17:03","1989-01-10 17:40",198901,6.290,2.600," ",.030," ",.006,<,.003," ",.051,<,.020,<,.030," ",.040," ",.100,0,-9,126.700,1.270,1.270,"w ","            ",1989-06-19
CO21,NH2011OW,"1989-01-10 17:48","1989-01-17 16:00",198901,5.860,3.300," ",.060," ",.010,<,.003," ",.051," ",.060," ",.770," ",.080," ",.140,0,-9,135.000,3.300,3.300,"w ","            ",1989-06-19
CO21,NH2186OW,"1989-01-17 16:31","1989-01-24 17:54",198901,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.400,.000,.000,"d ","            ",1989-06-19
CO21,NH2355OW,"1989-01-24 17:59","1989-01-31 16:32",198901,5.850,5.100," ",.090," ",.014," ",.008," ",.061," ",.100," ",1.300," ",.130," ",.340,0,-9,95.000,2.790,2.790,"w ","            ",1989-06-19
CO21,NH2580OW,"1989-01-31 16:42","1989-02-07 16:31",198902,5.520,3.500," ",.080," ",.019," ",.009," ",.028," ",.020," ",.720," ",.040," ",.270,0,-9,240.700,4.570,4.570,"w ","            ",1989-07-21
CO21,NH2808OW,"1989-02-07 16:42","1989-02-14 17:03",198902,6.110,9.700," ",.120," ",.021,<,.003," ",.188," ",.030," ",3.470," ",.230," ",.470,0,-9,42.400,1.270,1.270,"w ","            ",1989-07-21
CO21,NH2952OW,"1989-02-14 17:10","1989-02-21 16:35",198902,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.100,-7.000,.127,"t ","            ",1989-07-21
CO21,NH3256OW,"1989-02-21 16:44","1989-02-28 15:46",198902,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.200,.000,.000,"d ","            ",1989-07-21
CO21,NH3542OW,"1989-02-28 15:51","1989-03-07 16:02",198903,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,5.100,-7.000,.127,"t ","            ",1989-07-21
CO21,NH3630OW,"1989-03-07 16:02","1989-03-14 15:55",198903,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1989-07-21
CO21,NH4127OW,"1989-03-14 16:02","1989-03-21 16:20",198903,6.970,11.600," ",.280," ",.044," ",.036," ",.112," ",.020," ",.670," ",.130," ",.530,0,-9,88.300,1.520,1.520,"w ","            ",1989-08-15
CO21,NH4155OW,"1989-03-21 16:20","1989-03-28 17:08",198903,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1989-08-15
CO21,NH4340OW,"1989-03-28 17:08","1989-04-04 14:20",198903,5.230,7.400," ",.240," ",.033," ",.011," ",.091," ",.100," ",1.150," ",.080," ",.960,0,-9,708.600,12.950,12.950,"w ","            ",1989-08-15
CO21,NH4527OW,"1989-04-04 14:31","1989-04-11 14:36",198904,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.100,.000,.000,"d ","            ",1989-08-15
CO21,NH4712OW,"1989-04-11 14:46","1989-04-18 15:35",198904,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.000,.000,.000,"d ","            ",1989-09-25
CO21,NH4971OW,"1989-04-18 15:48","1989-04-25 15:31",198904,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000,<,-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1989-09-25
CO21,NH5222OW,"1989-04-25 15:48","1989-05-02 14:43",198904,5.130,9.300," ",.410," ",.044," ",.012," ",.110," ",.170," ",1.640," ",.140," ",1.080,0,-9,562.100,17.780,17.780,"w ","            ",1989-09-25
CO21,NH5306OW,"1989-05-02 14:45","1989-05-09 07:58",198905,6.660,22.400," ",.460," ",.100,<,.027," ",1.405,<,.180,<,.270," ",.730," ",2.270,0,-9,12.700,-7.000,.127,wa,"            ",1989-09-25
CO21,NH5598OW,"1989-05-09 08:26","1989-05-16 15:58",198905,5.510,6.900," ",.270," ",.033," ",.024," ",.073," ",.270," ",1.000," ",.100," ",.970,0,-9,890.800,11.680,11.680,"w ","            ",1989-10-22
CO21,NH5872OW,"1989-05-16 16:05","1989-05-23 14:45",198905,6.850,18.500," ",.690," ",.102," ",.075," ",.603," ",.270," ",1.910," ",.380," ",2.180,0,-9,71.800,1.520,1.520,"w ","            ",1989-10-22
CO21,NH6081OW,"1989-05-23 14:52","1989-05-30 13:56",198905,6.760,19.100," ",1.330," ",.130," ",.113," ",.369," ",.780," ",3.050," ",.330," ",2.110,0,-9,138.200,2.290,2.290,"w ","            ",1989-10-22
CO21,NH6306OW,"1989-05-30 14:04","1989-06-06 13:58",198906,5.130,13.500," ",.440," ",.067," ",.058," ",.238," ",.300," ",2.230," ",.190," ",1.810,0,-9,200.900,2.540,2.540,"w ","            ",1989-10-22
CO21,NH6661OW,"1989-06-06 14:05","1989-06-13 14:16",198906,4.990,9.700," ",.130," ",.025," ",.008," ",.046," ",.270," ",1.170," ",.080," ",.880,0,-9,2159.400,29.720,29.720,"w ","            ",1989-11-27
CO21,NH6624OW,"1989-06-13 14:24","1989-06-20 15:43",198906,5.410,6.700," ",.170," ",.031," ",.075," ",.145," ",.080," ",.960," ",.090," ",.810,0,-9,250.700,2.540,2.540,"w ","            ",1989-11-27
CO21,NH6886OW,"1989-06-20 15:48","1989-06-27 17:48",198906,6.060,7.500," ",.530," ",.064," ",.047," ",.074," ",.250," ",1.630," ",.110," ",.700,0,-9,1268.300,18.540,18.540,"w ","            ",1989-11-27
CO21,NH7082OW,"1989-06-27 17:50","1989-07-04 13:45",198906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.400,-7.000,.127,"t ","            ",1989-11-27
CO21,NH7330OW,"1989-07-04 13:55","1989-07-11 13:58",198907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,47.600,.760,.760,"  ","c           ",1989-11-27
CO21,NH7592OW,"1989-07-11 14:03","1989-07-18 13:26",198907,5.010,11.400," ",.180," ",.029," ",.078," ",.026," ",.520," ",1.620," ",.080," ",1.150,0,-9,1746.000,24.380,24.380,"w ","            ",1989-12-21
CO21,NH7716OW,"1989-07-18 13:29","1989-07-25 13:46",198907,5.980,22.200," ",1.000," ",.136," ",.080," ",.045," ",1.280," ",4.380," ",.190," ",3.070,0,-9,250.900,3.300,3.300,"w ","            ",1989-12-21
CO21,NH8048OW,"1989-07-25 13:54","1989-08-01 11:36",198907,5.440,6.400," ",.120," ",.015," ",.023," ",.017," ",.390," ",1.120," ",.060," ",.630,0,-9,1500.800,24.380,24.380,"w ","            ",1989-12-21
CO21,NH8181OW,"1989-08-01 11:45","1989-08-08 13:32",198908,4.980,9.900," ",.190," ",.038," ",.036," ",.065," ",.390," ",1.400," ",.120," ",1.000,0,-9,917.900,11.430,11.430,"w ","            ",1989-12-21
CO21,NH8473OW,"1989-08-08 13:40","1989-08-15 13:45",198908,4.540,18.300," ",.200," ",.032," ",.021," ",.028," ",.370," ",1.870," ",.080," ",1.570,0,-9,1294.000,18.540,18.540,"w ","            ",1990-01-22
CO21,NH8511OW,"1989-08-15 13:51","1989-08-22 15:12",198908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,172.700,2.540,2.540,"  ","c           ",1990-01-22
CO21,NH8904OW,"1989-08-22 15:20","1989-08-29 14:47",198908,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,59.000,.250,.250,"  ","c           ",1990-01-22
CO21,NH9054OW,"1989-08-29 14:49","1989-09-05 21:09",198909,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,6.200,-7.000,.127,"t ","            ",1990-01-22
CO21,NH9144OW,"1989-09-05 21:24","1989-09-12 16:14",198909,4.840,10.500," ",.170," ",.023," ",.044," ",.028," ",.140," ",1.170," ",.090," ",.890,0,-9,1285.900,19.300,19.300,"w ","            ",1990-01-22
CO21,NH9482OW,"1989-09-12 16:34","1989-09-19 14:35",198909,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,4.100,4.060,4.060,"  ","vu          ",1990-02-15
CO21,NI0311OW,"1989-09-19 14:51","1989-09-26 14:40",198909,6.210,5.700," ",.120," ",.053," ",.397," ",.077," ",.140," ",.460," ",.100," ",.670,0,-9,227.200,5.590,5.590,"w ","            ",1990-03-15
CO21,NH9835OW,"1989-09-26 14:48","1989-10-03 14:57",198909,5.100,55.000," ",3.560," ",.575," ",.204," ",.384," ",1.770," ",14.020," ",.430," ",8.170,0,-9,26.800,.510,.510,wa,"            ",1990-02-15
CO21,NI0130OW,"1989-10-03 15:02","1989-10-10 13:29",198910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.400,.000,.000,"d ","            ",1990-03-15
CO21,NI0252OW,"1989-10-10 13:34","1989-10-17 14:43",198910,5.290,6.600," ",.140," ",.017," ",.012," ",.048," ",.330," ",1.080," ",.070," ",.740,0,-9,701.300,-9.990,10.329,"w ","            ",1990-03-15
CO21,NI0555OW,"1989-10-17 14:54","1989-10-24 14:47",198910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,6.200,.510,.510,"  ","v           ",1990-03-15
CO21,NI0781OW,"1989-10-24 14:52","1989-10-31 15:52",198910,6.290,10.600," ",.440," ",.047," ",.037," ",.140," ",.240," ",3.040," ",.270," ",.340,0,-9,88.600,1.270,1.270,"w ","            ",1990-03-15
CO21,NI1012OW,"1989-10-31 16:01","1989-11-07 14:56",198911,6.200,7.400," ",.300," ",.047," ",.050," ",.267," ",.040," ",1.690," ",.140," ",.400,0,-9,55.300,1.020,1.020,"w ","            ",1990-05-03
CO21,NI1280OW,"1989-11-07 15:03","1989-11-14 16:39",198911,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1990-05-03
CO21,NI1289OW,"1989-11-14 16:49","1989-11-21 15:54",198911,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,0,-9,.000,.000,.000,"d ","            ",1990-05-03
CO21,NI1634OW,"1989-11-21 16:00","1989-11-28 21:18",198911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.400,.250,.250,"  ","v           ",1990-05-03
CO21,NI1827OW,"1989-11-28 21:25","1989-12-05 16:21",198912,-9.000,-9.000,<,-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",1990-05-03
CO21,NI2041OW,"1989-12-05 16:27","1989-12-12 15:25",198912,5.190,4.500," ",.060," ",.009," ",.003," ",.031," ",.040," ",.600," ",.050," ",.130,0,-9,436.500,5.840,5.840,"w ","            ",1990-05-16
CO21,NI2284OW,"1989-12-12 15:25","1989-12-19 15:45",198912,5.600,3.000," ",.030," ",.009," ",.006," ",.069," ",.060," ",.520," ",.090," ",.140,0,-9,137.200,5.080,5.080,"w ","            ",1990-05-16
