siteID,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,Na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,flagBr,Br,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO21,NS4010SW,"1999-01-12 15:49","1999-01-20 15:09",199901,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.500,.000,.000,"d ","            ",2000-03-01
CO21,NS4166SW,"1999-01-20 15:10","1999-01-26 16:00",199901,5.350,4.500," ",.127," ",.014," ",.008," ",.027," ",.110," ",.800," ",.120," ",.170,0,-9,62.600,1.778,1.778,"w ","            ",2000-03-01
CO21,NS4353SW,"1999-01-26 16:01","1999-02-02 14:27",199901,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,3.100,.000,.000,"d ","            ",2000-03-01
CO21,NS4576SW,"1999-02-02 14:28","1999-02-09 16:37",199902,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.300,.000,.000,"d ","            ",2000-03-01
CO21,NS4813SW,"1999-02-09 16:38","1999-02-16 14:55",199902,5.040,6.700," ",.184," ",.021," ",.010," ",.025," ",.090," ",1.160," ",.060," ",.230,0,-9,397.500,5.334,5.334,"w ","            ",2000-03-01
CO21,NS5085SW,"1999-02-16 14:56","1999-02-23 16:15",199902,5.430,4.300," ",.126," ",.012," ",.009," ",.020," ",.070," ",.550," ",.090," ",.280,0,-9,51.900,.762,.762,"w ","            ",2000-03-01
CO21,NS5253SW,"1999-02-23 16:16","1999-03-02 15:50",199902,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,6.800,.254,.254,"  ","v           ",2000-03-01
CO21,NS5585SW,"1999-03-02 15:51","1999-03-09 15:05",199903,5.440,8.700," ",.455," ",.042," ",.028," ",.110," ",.360," ",2.360," ",.070," ",.640,0,-9,461.500,6.858,6.858,"w ","            ",2000-03-01
CO21,NS5764SW,"1999-03-09 15:06","1999-03-17 00:41",199903,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,20.900,.762,.762,"  ","v           ",2000-03-01
CO21,NS5935SW,"1999-03-17 00:42","1999-03-23 13:40",199903,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2000-03-01
CO21,NS6139SW,"1999-03-23 13:41","1999-03-30 14:55",199903,6.810,44.200," ",2.120," ",.195," ",.167," ",.666," ",2.570," ",10.660," ",.520," ",3.280,0,-9,29.000,-9.990,.427,wa,"            ",2002-06-10
CO21,NS6462SW,"1999-03-30 14:55","1999-04-06 16:55",199904,5.360,4.100," ",.138," ",.014," ",.005," ",.026," ",.110," ",.670," ",.090," ",.220,0,-9,740.500,11.176,11.176,"w ","            ",2000-03-01
CO21,NS6606SW,"1999-04-06 16:56","1999-04-13 13:03",199904,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2000-03-01
CO21,NS6855SW,"1999-04-13 13:04","1999-04-20 15:54",199904,6.160,8.300," ",.267," ",.023," ",.026," ",.049," ",.670," ",1.280," ",.060," ",.770,0,-9,1161.900,17.018,17.018,"w ","            ",2000-03-01
CO21,NS7064SW,"1999-04-20 15:55","1999-04-27 16:12",199904,5.370,4.200," ",.111," ",.010," ",.006," ",.018," ",.130," ",.610," ",.040," ",.270,0,-9,1779.700,26.670,26.670,"w ","            ",2000-03-01
CO21,NS7420SW,"1999-04-27 16:13","1999-05-04 14:15",199905,5.190,3.400," ",.046," ",.006,<,.003," ",.011,<,.020," ",.250,<,.030," ",.180,0,-9,4049.900,58.928,58.928,"w ","            ",
CO21,NS7574SW,"1999-05-04 14:16","1999-05-12 00:19",199905,4.540,20.900," ",.532," ",.073," ",.008," ",.041," ",.150," ",2.530," ",.090," ",1.680,0,-9,114.800,1.524,1.524,"w ","            ",
CO21,NS7735SW,"1999-05-12 00:20","1999-05-18 13:15",199905,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,13.800,-7.000,.127,"t ","            ",
CO21,NS8068SW,"1999-05-18 13:16","1999-05-25 17:51",199905,4.980,8.000," ",.121," ",.018," ",.015," ",.015," ",.170," ",.870," ",.030," ",.530,0,-9,3385.600,-9.990,49.868,"w ","            ",
CO21,NS8229SW,"1999-05-25 17:52","1999-06-01 20:00",199905,5.350,6.400," ",.121," ",.018," ",.013," ",.006," ",.380," ",.990," ",.030," ",.570,0,-9,597.200,7.620,7.620,"w ","            ",
CO21,NS8405SW,"1999-06-01 20:02","1999-06-08 16:00",199906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.500,.000,.000,"d ","            ",
CO21,NS8666SW,"1999-06-08 16:05","1999-06-15 15:40",199906,4.900,11.000," ",.225," ",.027," ",.033," ",.040," ",.310," ",1.330," ",.070," ",.980,0,-9,3572.400,51.054,51.054,"w ","            ",
CO21,NS8875SW,"1999-06-15 15:42","1999-06-22 13:00",199906,4.590,16.400," ",.168," ",.032," ",.111," ",.042," ",.270," ",1.950," ",.110," ",.910,0,-9,738.000,-9.990,10.870,"w ","            ",
CO21,NS9103SW,"1999-06-22 13:05","1999-06-29 16:00",199906,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,368.400,5.588,5.588,"  ","c           ",
CO21,NS9302SW,"1999-06-29 16:01","1999-07-06 13:17",199907,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.600,-9.990,.038,"t ","            ",
CO21,NS9599SW,"1999-07-06 13:18","1999-07-13 16:00",199907,4.700,13.300," ",.261," ",.044," ",.057," ",.015," ",.130," ",1.460," ",.060," ",.960,0,-9,642.300,9.652,9.652,"w ","            ",
CO21,NS9843SW,"1999-07-13 16:00","1999-07-20 13:49",199907,4.590,14.800," ",.115," ",.015," ",.030," ",.008," ",.100," ",1.350," ",.050," ",.760,0,-9,2977.200,45.466,45.466,"w ","            ",
CO21,NT0047SW,"1999-07-20 13:50","1999-07-27 12:30",199907,4.530,20.800," ",.170," ",.019," ",.016," ",.012," ",.470," ",2.970," ",.070," ",1.050,0,-9,1032.200,15.494,15.494,"w ","            ",
CO21,NT0390SW,"1999-07-27 12:33","1999-08-03 12:15",199907,4.620,13.600," ",.066," ",.011," ",.007,<,.003," ",.110," ",1.370," ",.040," ",.610,0,-9,1808.200,26.670,26.670,"w ","            ",
CO21,NT0544SW,"1999-08-03 12:18","1999-08-10 14:35",199908,4.640,13.000," ",.058," ",.008," ",.006," ",.007," ",.140," ",1.080," ",.040," ",.770,0,-9,5278.500,80.010,80.010,"w ","            ",
CO21,NT0687SW,"1999-08-10 14:35","1999-08-17 13:38",199908,4.710,12.100," ",.158," ",.012," ",.016," ",.016," ",.140," ",1.270," ",.070," ",.700,0,-9,214.800,4.064,4.064,"w ","            ",
CO21,NT1001SW,"1999-08-17 13:38","1999-08-24 13:45",199908,4.630,12.300," ",.144," ",.015," ",.018," ",.019," ",.120," ",1.230," ",.050," ",.710,0,-9,1041.400,15.748,15.748,"w ","            ",
CO21,NT1161SW,"1999-08-24 13:45","1999-08-31 12:45",199908,5.350,9.400," ",.347," ",.026," ",.035," ",.019," ",.460," ",1.580," ",.060," ",1.010,0,-9,1077.600,16.510,16.510,"w ","            ",
CO21,NT1508SW,"1999-08-31 12:45","1999-09-07 20:30",199909,4.720,15.500," ",.500," ",.024," ",.031," ",.026," ",.240," ",1.710," ",.080," ",1.530,0,-9,80.400,1.270,1.270,"w ","            ",
CO21,NT1688SW,"1999-09-07 20:31","1999-09-14 13:27",199909,4.890,12.100," ",.395," ",.046," ",.042," ",.046," ",.250," ",1.770," ",.110," ",1.050,0,-9,147.700,2.286,2.286,"w ","            ",
CO21,NT1867SW,"1999-09-14 13:30","1999-09-21 13:50",199909,4.820,10.900," ",.189," ",.024," ",.015," ",.008," ",.250," ",1.370," ",.040," ",.790,0,-9,460.100,7.112,7.112,"w ","            ",
CO21,NT2131SW,"1999-09-21 13:50","1999-09-28 22:50",199909,4.990,10.700," ",.281," ",.030," ",.024," ",.045," ",.270," ",1.590," ",.060," ",1.010,0,-9,104.500,1.524,1.524,"w ","            ",
CO21,NT2332SW,"1999-09-28 22:50","1999-10-05 13:40",199910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NT2537SW,"1999-10-05 13:40","1999-10-12 22:00",199910,5.280,11.700," ",.334," ",.029," ",.033," ",.030," ",.660," ",1.650," ",.060," ",1.610,0,-9,740.300,10.668,10.668,"w ","            ",
CO21,NT2860SW,"1999-10-12 22:01","1999-10-19 16:58",199910,4.770,10.500," ",.114," ",.011," ",.004," ",.011," ",.200," ",1.540," ",.030," ",.530,0,-9,277.000,-9.990,4.080,"w ","            ",
CO21,NT3003SW,"1999-10-19 16:59","1999-10-26 13:54",199910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.100,.000,.000,"d ","            ",
CO21,NT3241SW,"1999-10-26 13:58","1999-11-02 22:30",199910,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,4.600,-7.000,.127,"t ","            ",
CO21,NT3548SW,"1999-11-02 22:31","1999-11-10 13:51",199911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.900,-9.990,.027,"t ","            ",
CO21,NT3741SW,"1999-11-10 13:52","1999-11-16 15:34",199911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NT3989SW,"1999-11-16 15:35","1999-11-23 16:28",199911,5.130,4.900," ",.067," ",.007," ",.006," ",.009," ",.090," ",.760,<,.030," ",.180,0,-9,613.400,-9.990,9.035,"w ","            ",
CO21,NT4187SW,"1999-11-23 16:29","1999-11-30 17:27",199911,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.200,.000,.000,"d ","            ",
CO21,NT4426SW,"1999-11-30 17:28","1999-12-07 22:06",199912,4.810,10.600," ",.176," ",.018," ",.015," ",.021," ",.100," ",1.836," ",.035," ",.264,0,-9,272.500,-9.990,4.014,"w ","            ",
CO21,NT4633SW,"1999-12-07 22:10","1999-12-14 16:04",199912,4.760,13.700," ",.420," ",.037," ",.029," ",.037," ",.180," ",3.270,<,.020," ",.290,0,-9,30.300,-9.990,.446,wa,"            ",2002-06-10
CO21,NT4928SW,"1999-12-14 16:05","1999-12-21 15:47",199912,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO21,NT5109SW,"1999-12-21 15:50","1999-12-28 15:50",199912,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,14.200,.254,.254,"  ","vc          ",
CO21,NT5321SW,"1999-12-28 15:51","2000-01-04 16:44",200001,5.170,4.600," ",.033,<,.003,<,.003," ",.007," ",.091," ",.585," ",.020," ",.179,0,-9,748.900,10.160,10.160,"w ","            ",
CO21,NT5508SW,"2000-01-04 16:45","2000-01-11 14:45",200001,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NT5789SW,"2000-01-11 14:50","2000-01-18 15:00",200001,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,2.200,.000,.000,"d ","            ",
CO21,NT5958SW,"2000-01-18 15:00","2000-01-25 14:40",200001,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NT6264SW,"2000-01-25 14:40","2000-02-02 00:45",200001,5.040,4.900," ",.021,<,.003,<,.003," ",.007," ",.021," ",.631," ",.021," ",.099,0,-9,826.600,12.192,12.192,"w ","            ",
CO21,NT6499SW,"2000-02-02 00:45","2000-02-08 14:35",200002,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.300,.000,.000,"d ","            ",
CO21,NT6659SW,"2000-02-08 14:35","2000-02-15 14:10",200002,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,4.300,-7.000,.127,"t ","            ",
CO21,NT6967SW,"2000-02-15 14:10","2000-02-22 14:20",200002,5.340,6.100," ",.094," ",.011," ",.005," ",.015," ",.301," ",1.116," ",.046," ",.480,0,-9,127.900,1.778,1.778,"w ","            ",
CO21,NT7137SW,"2000-02-22 14:20","2000-02-29 14:10",200002,6.500,17.200," ",.919," ",.071," ",.080," ",.212," ",1.106," ",2.861," ",.214," ",1.733,0,-9,498.300,6.858,6.858,"w ","            ",
CO21,NT7443SW,"2000-02-29 14:10","2000-03-07 14:05",200003,5.100,10.100," ",.223," ",.022," ",.021," ",.041," ",.537," ",2.310," ",.064," ",.642,0,-9,259.600,3.810,3.810,"w ","            ",
CO21,NT7663SW,"2000-03-07 14:05","2000-03-14 13:45",200003,5.370,12.400," ",.621," ",.062," ",.051," ",.141," ",.531," ",2.117," ",.165," ",1.674,0,-9,227.600,2.794,2.794,"w ","            ",
CO21,NT7827SW,"2000-03-14 13:46","2000-03-21 15:42",200003,4.870,8.600," ",.129," ",.015," ",.007," ",.026," ",.165," ",1.382," ",.039," ",.387,0,-9,1455.400,20.574,20.574,"w ","            ",
CO21,NT8054SW,"2000-03-21 15:43","2000-03-28 18:30",200003,4.890,7.900," ",.165," ",.009," ",.006," ",.030,<,.020," ",.579," ",.048," ",.717,0,-9,110.800,1.270,1.270,"w ","            ",
CO21,NT8439SW,"2000-03-28 18:31","2000-04-04 12:10",200004,5.070,6.200," ",.048," ",.005,<,.003," ",.006," ",.168," ",.927," ",.019," ",.308,0,-9,976.900,14.224,14.224,"w ","            ",
CO21,NT8549SW,"2000-04-04 12:11","2000-04-11 18:04",200004,6.900,29.600," ",1.990," ",.163," ",.251," ",.413," ",1.611," ",5.234," ",.466," ",2.559,0,-9,103.900,1.524,1.524,"w ","            ",
CO21,NT8795SW,"2000-04-11 18:05","2000-04-18 13:30",200004,5.170,5.900," ",.154," ",.012," ",.004," ",.020," ",.159," ",.796," ",.029," ",.486,0,-9,392.000,5.334,5.334,"w ","            ",
CO21,NT8983SW,"2000-04-18 13:34","2000-04-25 13:20",200004,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,532.300,7.620,7.620,"  ","c           ",
CO21,NT9297SW,"2000-04-25 13:20","2000-05-02 13:20",200004,6.300,14.400," ",.905," ",.074," ",.082," ",.128," ",.876," ",1.868," ",.118," ",2.012,0,-9,535.100,6.858,6.858,"w ","            ",
CO21,NT9461SW,"2000-05-02 13:20","2000-05-09 15:50",200005,5.250,3.700," ",.058," ",.006," ",.005," ",.007," ",.025," ",.327," ",.019," ",.205,0,-9,1770.600,25.146,25.146,"w ","            ",
CO21,NT9679SW,"2000-05-09 15:51","2000-05-16 13:04",200005,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO21,NT9915SW,"2000-05-16 13:05","2000-05-23 17:35",200005,4.830,17.300," ",.797," ",.072," ",.074," ",.097," ",.424," ",3.016," ",.221," ",1.577,0,-9,324.300,4.318,4.318,"w ","            ",
CO21,NU0189SW,"2000-05-23 17:35","2000-05-30 14:05",200005,4.730,14.300," ",.335," ",.050," ",.065," ",.035," ",.218," ",1.962," ",.081," ",.893,0,-9,784.900,10.668,10.668,"w ","            ",
CO21,NU0382SW,"2000-05-30 14:05","2000-06-06 14:40",200006,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,93.300,1.270,1.270,"  ","c           ",
CO21,NU0574SW,"2000-06-06 14:40","2000-06-12 12:40",200006,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,98.600,1.524,1.524,"  ","c           ",
CO21,NU0865SW,"2000-06-12 12:40","2000-06-20 13:40",200006,4.770,12.200," ",.301," ",.039," ",.095," ",.052," ",.048," ",1.520," ",.097," ",.789,0,-9,119.300,2.540,2.540,"w ","            ",
CO21,NU1104SW,"2000-06-20 13:41","2000-06-27 15:56",200006,4.930,7.700," ",.092," ",.013," ",.017," ",.014," ",.087," ",.759," ",.047," ",.419,0,-9,1471.000,20.574,20.574,"w ","            ",
CO21,NU1473SW,"2000-06-27 15:56","2000-07-04 14:30",200007,4.560,21.200," ",.356," ",.050," ",.112," ",.261," ",.423," ",2.362," ",.396," ",1.695,0,-9,618.000,9.398,9.398,"w ","            ",
CO21,NU1602SW,"2000-07-04 14:30","2000-07-11 14:15",200007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,59.700,2.032,2.032,"  ","c           ",
CO21,NU1892SW,"2000-07-11 14:15","2000-07-18 14:10",200007,4.620,13.900," ",.152," ",.017," ",.016," ",.011," ",.251," ",1.488," ",.045," ",.922,0,-9,3260.100,47.498,47.498,"w ","            ",
CO21,NU2004SW,"2000-07-18 14:11","2000-07-25 12:08",200007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-9.990,.000,"d ","            ",
CO21,NU2339SW,"2000-07-25 12:09","2000-08-01 13:07",200007,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,64.500,-7.000,.127,"  ","c           ",
CO21,NU2553SW,"2000-08-01 13:08","2000-08-08 15:38",200008,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,423.300,4.572,4.572,"  ","c           ",
CO21,NU2748SW,"2000-08-08 15:39","2000-08-15 15:02",200008,4.890,12.600," ",.200," ",.028," ",.073," ",.015," ",.466," ",1.915," ",.068," ",.859,0,-9,822.500,12.192,12.192,"w ","            ",
CO21,NU2947SW,"2000-08-15 15:03","2000-08-22 14:53",200008,4.730,13.000," ",.109," ",.017," ",.030," ",.027," ",.305," ",1.556," ",.066," ",.913,0,-9,3048.000,38.608,38.608,"w ","            ",
CO21,NU3291SW,"2000-08-22 14:54","2000-08-29 13:50",200008,4.480,19.400," ",.219," ",.023," ",.021," ",.022," ",.310," ",2.327," ",.058," ",1.233,0,-9,1770.900,23.368,23.368,"w ","            ",
CO21,NU3422SW,"2000-08-29 13:55","2000-09-05 14:14",200009,4.720,16.700," ",.445," ",.030," ",.057," ",.029," ",.449," ",2.444," ",.147," ",1.373,0,-9,239.100,2.286,2.286,"w ","            ",
CO21,NU3669SW,"2000-09-05 14:15","2000-09-12 17:55",200009,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,18.900,-9.990,.278,"  ","c           ",2002-06-10
CO21,NU3879SW,"2000-09-12 17:56","2000-09-19 13:35",200009,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,-7.000,.127,"t ","            ",
CO21,NU4126SW,"2000-09-19 13:35","2000-09-26 15:22",200009,5.490,6.900," ",.333," ",.032," ",.109," ",.033," ",.164," ",.782," ",.101," ",.762,0,-9,-9.000,15.240,15.240,"w ","            ",
CO21,NU4477SW,"2000-09-26 15:34","2000-10-03 13:30",200009,4.380,24.200," ",.271," ",.038," ",.009," ",.022," ",.147," ",2.029," ",.110," ",1.882,0,-9,89.500,1.270,1.270,"w ","            ",
CO21,NU4608SW,"2000-10-03 13:30","2000-10-10 14:25",200010,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NU4828SW,"2000-10-10 14:26","2000-10-17 15:20",200010,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NU5099SW,"2000-10-17 15:21","2000-10-24 15:07",200010,5.390,5.200," ",.190," ",.009," ",.011," ",.010," ",.147," ",.722," ",.016," ",.474,0,-9,386.500,5.842,5.842,"w ","            ",
CO21,NU5399SW,"2000-10-24 15:12","2000-10-31 14:35",200010,6.050,10.900," ",.047," ",.004," ",.009," ",.009," ",1.187," ",1.798," ",.023," ",1.459,0,-9,354.000,5.334,5.334,"w ","            ",
CO21,NU5632SW,"2000-10-31 14:35","2000-11-07 17:15",200011,5.120,5.000," ",.079," ",.009," ",.009," ",.011," ",.081," ",.454," ",.023," ",.438,0,-9,171.600,2.540,2.540,"w ","            ",
CO21,NU5864SW,"2000-11-07 17:15","2000-11-14 16:30",200011,5.160,3.800," ",.019,<,.003,<,.003," ",.006," ",.035," ",.448,<,.005," ",.145,0,-9,421.900,6.350,6.350,"w ","            ",
CO21,NU6081SW,"2000-11-14 16:31","2000-11-21 14:25",200011,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,1.800,.000,.000,"d ","            ",
CO21,NU6229SW,"2000-11-21 14:30","2000-11-28 15:15",200011,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NU6504SW,"2000-11-28 15:15","2000-12-05 15:30",200012,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",
CO21,NU6858SW,"2000-12-05 15:42","2000-12-12 15:38",200012,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.100,3.810,3.810,"  ","v           ",
CO21,NU6954SW,"2000-12-12 15:38","2000-12-19 15:57",200012,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,6.500,-7.000,.127,"t ","            ",
CO21,NU7338SW,"2000-12-19 15:59","2000-12-27 16:45",200012,4.680,13.600," ",.170," ",.017,<,.013," ",.115,<,.090," ",2.370," ",.100," ",.290,0,-9,25.300,.254,.254,wa,"            ",2002-06-15
CO21,NU7463SW,"2000-12-27 16:46","2001-01-02 15:15",200012,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2002-06-15
CO21,NU7755SW,"2001-01-02 15:16","2001-01-10 15:30",200101,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,11.200,-7.000,.127,"t ","            ",2002-06-15
CO21,NU8029SW,"2001-01-10 15:31","2001-01-16 23:40",200101,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2002-06-15
CO21,NU8152SW,"2001-01-16 23:45","2001-01-23 17:25",200101,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,.000,.000,.000,"d ","            ",2002-06-15
CO21,NU8415SW,"2001-01-23 17:26","2001-01-30 17:18",200101,4.830,8.600," ",.040," ",.006,<,.003," ",.012," ",.060," ",1.200," ",.040," ",.170,0,-9,140.000,2.032,2.032,"w ","            ",2002-06-15
CO21,NU8645SW,"2001-01-30 17:19","2001-02-06 13:58",200102,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,0,-9,12.600,-7.000,.127,"t ","            ",2002-06-15
CO21,NU8913SW,"2001-02-06 13:58","2001-02-13 13:59",200102,5.030,5.200," ",.070," ",.006," ",.004," ",.018," ",.020," ",.680," ",.020," ",.150,0,-9,451.200,6.604,6.604,"w ","            ",2002-06-15
CO21,NU9197SW,"2001-02-13 14:02","2001-02-20 17:29",200102,5.490,4.800," ",.070," ",.007," ",.004," ",.020," ",.200," ",.740," ",.030," ",.220,0,-9,202.300,2.794,2.794,"w ","            ",2002-06-15
CO21,NU9374SW,"2001-02-20 17:30","2001-02-27 16:23",200102,5.000,8.100," ",.040," ",.004,<,.003," ",.009," ",.290," ",.990," ",.020," ",.640,0,-9,328.600,3.810,3.810,"w ","            ",2002-06-15
CO21,NU9990SW,"2001-02-27 16:24","2001-03-06 14:30",200103,5.140,4.500," ",.060," ",.011,<,.003," ",.022," ",.040," ",.550," ",.040," ",.140,0,-9,354.400,5.080,5.080,"w ","            ",2002-06-15
CO21,NU9866SW,"2001-03-06 14:31","2001-03-13 15:23",200103,5.190,11.800," ",.150," ",.020," ",.014," ",.034," ",.630," ",2.070," ",.080," ",.920,0,-9,762.800,11.430,11.430,"w ","            ",2002-06-15
CO21,NV0093SW,"2001-03-13 15:24","2001-03-20 14:30",200103,4.960,14.400," ",.300," ",.037," ",.024," ",.113," ",.670," ",2.740," ",.260," ",1.150,0,-9,54.700,.762,.762,"w ","            ",2002-06-15
CO21,NV0436SW,"2001-03-20 14:31","2001-03-27 14:55",200103,4.850,10.200," ",.050," ",.009,<,.003," ",.014," ",.360," ",1.920," ",.030," ",.360,0,-9,541.400,7.874,7.874,"w ","            ",2002-06-15
CO21,NV0541SW,"2001-03-27 15:00","2001-04-03 18:05",200103,5.230,5.300," ",.040," ",.005,<,.003," ",.009," ",.230," ",.960," ",.020," ",.160,0,-9,219.200,2.540,2.540,"w ","            ",2002-06-15
